Unnamed: 0,highway,name,asfinag_position,asfinag_type,direction,osm_id,osm_name,centroid,dist_along_highway,x_coord,nb,on_segment,evaluated_dir
,A10,'Buchberg’,46.5,2,0,368951554,,POINT (392116.7735387047 393191.0190484908),44265.73585340178,391805.0299239039,63,4,0
33.0,A1,'Vetterbach',270.63,2,1,322888608,,POINT (395193.1959236637 438237.9122573283),261972.4299011484,395183.3308279748,64,5,0
47.0,A10,'Klausgraben West’,50.01,2,0,185872881,,POINT (395263.4395968946 392710.2730273492),47504.51949159414,395262.1959173766,65,4,0
48.0,A10,'Klausgraben Ost’,50.01,2,1,185872906,,POINT (395263.9015268128 392710.2408743801),47504.98251388223,395266.1611302294,66,4,1
32.0,A1,‘Parkplatz Ölgraben’,268.98,2,0,531021199,Ölgraben,POINT (396873.8575145718 438277.7440979279),260279.12409843324,396872.1871334587,67,5,1
49.0,A10,'Eben Süd',59.21,0,2,404477042,Raststation Eben-Süd,POINT (403764.9304753109 391269.6684600249),56778.02700212305,403740.1447232449,68,4,2
50.0,A10,'Eben Nord',59.32,0,2,404477039,Raststation Eben-Nord,POINT (403744.1146259141 391279.7387186271),56754.90327219965,403770.5792237686,69,4,2
31.0,A1,'Mondsee',259.23,0,2,47030500,Mondsee,POINT (404666.3393665961 437565.1373358046),250516.98963778745,404661.7156957533,70,5,2
51.0,A10,'Rohr',71.25,2,0,893823928,Parkplatz Rohr,POINT (404751.1953384383 379805.8432100011),68791.69309933054,404717.4214030203,71,4,0
207.0,A8,'Marienkirchen/Schärding’,71.6,1,1,533009640,Rastplatz St.Marienkirchen,POINT (406013.1815744445 497130.2939519202),71744.4706400803,405978.1348553593,72,6,0
208.0,A8,'Dietrichshofen/Ost',72.06,2,0,892779685,Parkplatz Dietrichshofen/Ost,POINT (406164.8506494536 497539.9471548608),72179.3558586047,406204.3263096366,73,6,1
209.0,A8,'Suben West',74.77,0,1,533020665,Raststation Suben,POINT (406960.308800647 500140.1726472882),74912.19976138193,406888.9315376761,74,6,0
52.0,A10,'Tauernalm',79.79,0,2,200145931,Raststation Tauernalm,POINT (407082.9236747762 372083.8979977644),77278.92186222805,407008.1463603936,75,4,2
30.0,A1,'Oberwang',251.03,1,0,313110417,Oberwang,POINT (407495.7972395185 442612.7173175032),242460.01948601645,407438.9585875917,76,5,1
205.0,A8,'Murau West',56.77,1,1,189139727,Rastplatz Murau West,POINT (411927.4770439771 485995.3839344179),57029.21480508955,411881.789909386,77,6,0
206.0,A8,'Murau Ost',56.88,1,0,189139728,Rastplatz Murau Ost,POINT (411915.9276440085 486015.5920291861),57052.62416914946,411972.4879913593,78,6,1
29.0,A1,'Wildenhag Nord',243.76,2,0,531252271,Wildenhag Nord,POINT (412490.6145822787 446854.6512155485),235066.34866503632,412469.9910011468,79,5,1
28.0,A1,'Straß',243.67,1,1,531252283,Straß,POINT (412548.9199159758 446915.6779821292),234981.9181530464,412591.0839382739,80,5,0
58.0,A10,'Seeboden',141.72,2,1,450117702,,POINT (412959.1912563602 323728.4300260872),139165.05238586848,412975.6229934532,81,4,1
59.0,A10,'Wolfsberg',142.25,2,0,450117701,,POINT (413447.0617365859 323480.4535416228),139712.5806351965,413440.5785135642,82,4,0
53.0,A10,'Lungau',97.91,0,0,404476377,Raststation Lungau,POINT (416464.3969357141 359075.7417111621),95447.73348931852,416423.0888469284,83,4,0
204.0,A8,'Grübl/Süd’,49.59,2,1,81305328,Grübl Süd,POINT (417625.343617335 482201.8401942346),49740.65454851328,417618.2705040298,84,6,0
,A8,'Grübl/Nord',49.61,2,0,81305333,Grübl Nord,POINT (417643.9703023466 482195.7702485166),49721.18121667339,417653.8197867699,85,6,1
54.0,A10,'Lanschütz',100.6,1,1,529488602,Lanschütz,POINT (418562.432846525 357565.0343410709),98049.1739721768,418583.0685941336,86,4,1
57.0,A10,'Eisentratten',125.92,0,2,404473862,Raststation Eisentratten,POINT (418755.3181081541 335713.6490329776),123333.65134928688,418830.9453438835,87,4,2
60.0,A10,'Kamering',154.29,2,1,894068048,Parkplatz Kamering,POINT (420527.2470911378 314693.6283856761),151671.57758871172,420547.8402652538,88,4,1
55.0,A10,'Rennweg',112.45,2,0,421600809,Rennweg,POINT (420641.3022598491 347458.6611407695),109897.17945700258,420616.4501677827,89,4,0
203.0,A8,'Renhartsberg',44.47,2,1,376944509,Parkplatz Renhartsberg,POINT (421868.9919316357 479402.8925887736),44603.33919835331,421847.3758127559,90,6,0
56.0,A10,'Ried’,116.47,2,1,579663993,Parkplatz Ried,POINT (421970.1202221824 343872.146700272),113909.24397676944,421999.730530755,91,4,1
202.0,A8,'Gotthaming',43.74,2,0,376944495,Parkplatz Gotthaming,POINT (422357.2645174768 478830.1175134893),43847.85999116897,422394.57208572,92,6,1
27.0,A1,'Hainbach Nord',230.72,1,0,160829030,Hainbach Nord,POINT (423086.5106569809 450802.4533455937),222093.80028181188,423068.5794925663,93,5,1
26.0,A1,'Hainbach Süd',230.7,1,1,160829032,Hainbach Süd,POINT (423297.8113470835 450863.9342496066),221873.6654517392,423314.3008876345,94,5,0
61.0,A10,'Feistritz an der Drau',162.01,0,2,894093001,Raststation Feistritz,POINT (425776.8264322255 309340.2538991483),159366.18224840498,425806.2178627966,95,4,2
159.0,A2,'Dreiländereck Nord',374.27,0,2,802147801,Rastplatz Dreiländereck Nord,POINT (427954.4888943078 296765.0688199461),363908.2323300812,427929.2750915801,96,7,2
158.0,A2,'Dreiländereck Süd',374.17,0,2,802147800,Rastplatz Dreiländereck Süd,POINT (428007.0413162677 296775.1791406868),363852.3888369528,428015.7321372766,97,7,2
201.0,A8,'Aistersheim',33.81,0,2,245596053,Raststation Aistersheim,POINT (430763.284431483 475496.7161735055),33951.014590715524,430758.2100374589,98,6,2
,A10,'Weissenstein’,168.42,0,2,894082156,Restplatz Weißenstein,POINT (431220.4188611623 306066.1453653384),165825.08354100966,431194.1257871849,99,4,2
157.0,A2,'Federaun/Süd',362.78,2,1,527631020,P363 Parkplatz Federaun Süd,POINT (438532.9124288933 297195.6654560029),352548.7130626719,438563.8724233303,100,7,0
24.0,A1,'Lindach Nord',212.26,0,0,531736197,Lindach Nord,POINT (438760.7746409827 456263.6320038),203639.73860081693,438763.705418745,101,5,1
25.0,A1,'Lindach Süd',212.27,0,1,531736196,Lindach Süd,POINT (438808.2294297474 456260.3629879448),203592.17135368893,438804.2702841595,102,5,0
156.0,A2,'Federaun/Nord',361.73,2,0,527631024,,POINT (439249.7263156319 298056.7301806733),351427.3954159526,439216.0674886806,103,7,1
200.0,A8,'Kematen/Nord',24.85,2,0,532884392,Parkplatz Kematen Nord,POINT (439263.1207917348 475698.4844142827),24993.186234175173,439261.2969947135,104,6,1
199.0,A8,'Schnittering/Süd',20.68,2,1,532884396,,POINT (443137.2672006038 476481.3124054547),20830.8581321432,443156.4014307581,105,6,0
198.0,A8,'Oberham/Nord',18.32,2,0,376844441,Parkplatz Oberham Nord,POINT (445416.4525508037 476682.2173922243),18458.1170448116,445419.2738178434,106,6,1
62.0,A11,'St. Niklas/Nord',2.11,2,1,528526630,Parkplatz St. Niklas Nord,POINT (445541.5255367312 301186.187508752),2126.475415772853,445558.1419645398,107,8,1
197.0,A8,'Oberham/Süd',16.76,2,1,532884401,Parkplatz Oberham Süd,POINT (446924.2490674302 476431.4349769358),16886.059613801568,446916.654318589,108,6,0
154.0,A2,'Sternberg/Süd',349.01,2,1,527576785,Parkplatz Sternberg Süd,POINT (449796.3991871888 302380.5953983568),338753.5545150617,449782.8624321079,109,9,0
155.0,A2,'Sternberg/Nord',349.03,2,0,527576786,Parkplatz Sternberg Nord,POINT (449805.8411216926 302375.6422203062),338742.74377298966,449825.1520226449,110,9,1
63.0,A11,'Rosegg',9.04,0,2,528652488,Rosegg,POINT (451018.3247 297821.7815),9063.091536941663,451138.4931818426,111,8,2
196.0,A8,'Voralpenkreuz',0.17,0,2,47030388,Voralpenkreuz,POINT (452251.4106193219 463161.5663152763),437.5447159527889,452344.349495513,112,10,2
179.0,A25,'Wels',13.06,0,2,311913080,,POINT (455044.03724441 477090.9602698008),12938.261566351846,455024.5227129348,113,11,2
1.0,A9,'Maisdorf/West',12.73,2,0,376804457,Parkplatz Maisdorf/West,POINT (457275.7137394783 451306.6831683132),12721.204186725834,457248.6927408883,114,13,0
0.0,A9,'Maisdorf/Ost',12.66,2,1,376804458,Parkplatz Maisdorf/Ost,POINT (457251.4646152762 451371.9603789272),12651.568144680645,457268.7488760521,115,13,1
153.0,A2,'Wörthersee',340.13,0,2,324036372,Raststation Wörthersee,POINT (458306.7940623716 303735.4558068629),329838.3535260621,458349.9997587008,116,9,2
177.0,A25,'Sinnersdorf/Süd',6.11,2,1,532567872,Sinnersdorf Süd,POINT (461077.1569030646 476484.4222454548),6125.71571093971,461095.8848293597,117,11,0
176.0,A25,'Pucking',5.97,1,0,532567871,Rastplatz Pucking Nord,POINT (461296.2835990139 476629.742604267),5862.775535802244,461267.5860737208,118,11,1
23.0,A1,'Allhaming Nord',182.6,1,0,322545857,Allhaming Nord,POINT (461454.7406205523 473288.4999419625),173899.9629697084,461397.1973813765,119,12,1
22.0,A1,'Allhaming Süd',182.59,1,1,322545858,Allhaming Süd,POINT (461425.8213858431 473244.4040460736),173952.69643198498,461489.6777927409,120,12,0
2.0,A9,'St. Pankraz',36.36,0,2,312364347,,POINT (463187.3890918851 430798.115736415),36305.52108016812,463307.6259769649,121,13,2
152.0,A2,'Karawankenblick/Süd',333.84,2,1,527240170,Parkplatz Karawankenblick Süd,POINT (464112.6573329105 304096.1540494058),323602.6504131558,464107.6969857624,122,9,0
151.0,A2,'Krumpendorf/Nord',329.28,2,0,527233259,Parkplatz Krumpendorf Nord,POINT (468291.2825757193 303622.4175232894),319007.8187578615,468286.3644425684,123,9,1
21.0,A1,'Ansfelden Nord',171.01,0,0,35323434,Ansfelden Nord,POINT (470564.6845936422 479802.982117632),162316.504436048,470522.4031152448,124,14,1
20.0,A1,'Ansfelden Süd',170.93,0,1,35323435,Ansfelden Süd,POINT (470561.166972627 479800.5982752776),162320.75373815486,470626.1716849853,125,14,0
6.0,A9,'Ardning West',66.04,2,0,376715081,Rastplatz Ardning West,POINT (474295.1344327854 409340.4911953516),66148.4007968077,474264.7869986332,126,13,0
5.0,A9,'Ardning Ost',65.96,2,1,376715079,Rastplatz Ardning Ost,POINT (474339.8942202202 409393.1314529827),66079.3021388582,474356.0672177218,127,13,1
4.0,A9,'Pyhrn-Priel West',55.04,1,0,510816662,Rastplatz Pyhrn-Priel West,POINT (475291.9288868885 418507.2399525156),55253.91776682321,475238.5922338971,128,13,0
3.0,A9,'Pyhrn-Priel Ost’,55.03,1,1,691535511,Rastplatz Pyhrn-Priel Ost,POINT (475213.9766225153 418767.0155847781),54982.51861792687,475245.702081362,129,13,1
,S37,'Zollfeld',293.91,2,0,450094399,,POINT (478583.7568820423 312169.9269605836),10776.696103761284,478570.5409621694,130,19,1
7.0,A9,'Rottenmann/Nord',77.91,2,1,376715082,,POINT (479351.9043083838 402480.3586028045),77941.67564567368,479361.7529598619,131,13,1
8.0,A9,'Rottenmann/Süd',78.18,2,0,376715085,,POINT (479573.5259348822 402355.611401364),78196.23516784806,479560.3242440162,132,13,0
,S37,'Hunnenbrunnen Nord',285.19,2,0,103104989,,POINT (480066.6171273329 320078.7756246809),2124.76300427167,480043.8254215059,133,19,1
266.0,S37,'Hunnenbrunnen Süd',285.2,2,1,103104987,,POINT (480065.5163476013 320072.6777886887),2130.959814290261,480093.8833616002,134,19,0
194.0,A7,'Engerwitzdorf',25.71,1,1,189919127,Rastplatz Engerwitzdorf,POINT (483152.3628229792 494879.4943561673),25746.049279755516,483102.0659508507,135,15,1
195.0,A7,'Denk',25.76,1,0,189919124,Rastplatz Denk,POINT (483153.5057581467 494881.3260104435),25748.208274960725,483190.2215469718,136,15,0
19.0,A1,'Enns Nord',156.79,1,0,523633283,Enns Nord,POINT (483210.5218277974 479130.2426967632),148036.79739378204,483216.736901953,137,16,1
18.0,A1,'Enns Süd',156.19,1,1,523633273,Enns Süd,POINT (483466.6955968107 479091.4297807233),147777.689227296,483455.8217990267,138,16,0
150.0,A2,'Grafenstein Süd',300.0,1,1,398982040,Grafenstein Süd,POINT (484587.9305809144 305090.1406454235),299868.8062420735,484586.1641730426,139,18,0
149.0,A2,'Grafenstein Nord',300.0,1,0,398982039,Grafenstein Nord,POINT (484616.0124075585 305087.9931743867),299840.5023934409,484620.387659362,140,18,1
9.0,A9,'Trieben',85.7,0,2,94441558,Raststation Trieben,POINT (486609.6366257945 400344.4809176961),85716.51059070176,486639.4742590693,141,13,2
17.0,A1,'Parkplatz Ennsdorf’,152.88,2,0,904639431,Ennsdorf,POINT (486962.6146318348 478474.1073158729),144219.52180883568,486967.3882255752,142,16,1
16.0,A1,'Ennsblick',147.1,2,0,523610724,Ennsblick,POINT (490730.0200022863 474589.4121931615),138438.77766993816,490761.9664102845,143,16,1
10.0,A9,'Gaishorn',92.11,1,1,94440598,Rastplatz Gaishorn,POINT (492625.0198379579 398497.6559338562),92143.66363082176,492634.0149813956,144,13,1
15.0,A1,'Haag',143.54,0,1,79589948,Haag,POINT (492850.1343153518 471853.2190983685),134904.5556513331,492792.9087994206,145,16,0
11.0,A9,'Treglwang',94.03,2,0,665215184,Parkplatz Treglwang,POINT (494391.1682000164 397795.8882402251),94053.16658702976,494384.4414220566,146,13,0
148.0,A2,'Völkermarkt',285.09,0,2,47029582,Raststätte Völkermarkt,POINT (496627.8689378194 309499.015510574),285005.7315573676,496555.3319714307,147,18,2
14.0,A1,'Strengberg',136.0,0,0,322545232,Strengberg,POINT (499256.0289309673 469168.022432398),127419.88396947316,499274.7511604758,148,16,1
265.0,S36,'Hauswald',35.77,2,0,951736532,Parkplatz Hauswald,POINT (499566.1780635794 364945.4961424934),35739.16296933435,499579.1062545049,149,20,1
264.0,S36,'Strettweg',34.61,2,1,327071181,Parkplatz Strettweg,POINT (500575.0584020441 365077.1584028469),34655.87696211147,500597.8093330075,150,20,0
147.0,A2,'Haimburg Nord',279.17,2,0,527042440,Parkplatz Haimburg Nord,POINT (502288.1990288619 310131.6637616364),279134.37145867385,502292.7816052746,151,18,1
13.0,A1,'Oed',130.52,2,1,895761070,Oed,POINT (504657.2940548366 469713.8977418614),121902.04643123144,504675.7868177567,152,16,0
12.0,A9,'Kalwang',106.26,1,0,665214827,Rastplatz Kalwang,POINT (504861.3719487624 392840.5002490873),106346.82419818388,504858.7646234921,153,13,0
12.0,A1,'Parkplatz Zeillern’,124.31,2,0,895761100,Zeillern,POINT (510644.583901535 470585.1286226319),115669.74097264573,510628.7832619262,154,16,1
146.0,A2,'Gönitz/Nord',268.89,2,0,527026750,Parkplatz Gönitz Nor,POINT (510700.1021823093 313735.8960136538),268950.3283638088,510682.1791903474,155,18,1
145.0,A2,'Gönitz/Süd',268.86,2,1,527026753,Parkplatz Gönitz Süd,POINT (510736.6917961553 313761.9327965898),268904.5024151299,510752.8783527016,156,18,0
143.0,A2,'Fischering',259.85,2,1,526850273,Parkplatz Fischering,POINT (512957.6760466359 321715.4375916371),259951.60486252053,512993.8958160395,157,18,0
144.0,A2,'St. Ändra',262.91,2,0,526850263,Parkplart Sankt Andrä,POINT (513246.2990652891 318776.1899952622),262955.5643856141,513196.7727531045,158,18,1
11.0,A1,'Amstetten',119.36,1,1,69744600,Amstetten,POINT (514585.9751520627 473009.7344067952),110856.16706177368,514590.5665525703,159,16,0
10.0,A1,'Viehdorf',118.17,1,0,69745896,Viehdorf,POINT (514653.8683951934 473014.3435957916),110788.11755873068,514650.5215557402,160,16,1
142.0,A2,'Twimberg Nord',242.44,2,0,526830760,Rastplatz Twimberg Nord,POINT (514964.5169401068 337708.7528175233),242509.8030506665,514921.9528572539,161,18,1
141.0,A2,'Twimberg Süd',242.34,2,1,526830759,Rastplatz Twimberg Süd,POINT (514976.0668397292 337744.6826428609),242470.24243419603,515005.5016716613,162,18,0
263.0,S36,'St. Marein Süd',14.97,0,1,383433357,Rastplatz St. Marein,POINT (517080.0581802779 373841.0743367968),14965.585447519716,517093.9527388794,163,20,0
262.0,S36,'St. Marein Nord',14.89,0,0,49358081,Rastplatz St. Marein,POINT (517131.476219799 373862.0956259383),14909.772315636868,517114.5362839187,164,20,1
13.0,A9,'Kammern Nord',121.18,2,1,950302829,,POINT (518244.4773366983 388645.192545132),121189.21743302692,518239.9861728944,165,13,1
14.0,A9,'Kammern Süd',121.26,0,2,94438967,Raststation Kammern,POINT (518324.5248169564 388654.0569974155),121269.75421704885,518331.4913245914,166,13,2
140.0,A2,'Pack',235.21,0,2,207488228,Raststation Pack Preitenegg,POINT (520211.8543536728 341031.2935534851),235315.76453870424,520193.4766166944,167,18,2
15.0,A9,'St. Michael',135.01,2,0,99092854,,POINT (528414.8897214463 381698.1163794455),134998.64009941448,528393.8191299433,168,21,0
17.0,A9,'Ortnerhof Süd’,135.65,2,0,474140730,,POINT (528967.2091371835 381414.684493794),135624.7242459407,528960.2473120602,169,21,0
16.0,A9,'Ortnerhof Nord',135.65,2,1,664756708,,POINT (528993.3681661958 381408.1236677671),135651.6934554006,528997.5802691273,170,21,1
9.0,A1,'Kemmelbach',101.38,0,0,322544273,Kemmelbach,POINT (531485.8139251381 474320.6381102163),92757.66724855428,531465.51598115,171,16,1
18.0,A9,'Hinterlainsach/Ost',139.16,2,0,664756705,,POINT (531469.8927966447 379105.166105575),139165.3246006848,531484.5482811976,172,21,1
19.0,A9,'Hinterlainsach/West',139.3,2,1,664756706,,POINT (531572.6073593162 379025.9937158431),139295.01648328692,531549.7831373794,173,21,0
8.0,A1,'Ybbs',100.32,0,1,322544067,Ybbs,POINT (532412.4720064271 474846.1041658239),91687.56131897827,532437.2852403207,174,16,0
