Unnamed: 0,highway,name,asfinag_position,asfinag_type,direction,osm_id,osm_name,centroid,dist_along_highway,traffic_flow,energy_demand
152,A2,'Karawankenblick/Süd',333.84,2,1,527240170,Parkplatz Karawankenblick Süd,POINT (464107.6969857624 304070.3272847887),323602.650413156,19384.9993725885,24175.8201862661
153,A2,'Wörthersee',340.13,0,2,324036372,Raststation Wörthersee,POINT (458349.9997587008 303666.2358118318),329838.353526062,18623.9999987254,33207.3406415546
154,A2,'Sternberg/Süd',349.01,2,1,527576785,Parkplatz Sternberg Süd,POINT (449782.8624321079 302354.7911261176),338753.554515062,19615.999955893,0
157,A2,'Federaun/Süd',362.78,2,1,527631020,P363 Parkplatz Federaun Süd,POINT (438563.8724233303 297165.4453919228),352548.713062672,14962.9999999917,53969.2827395915
158,A2,'Dreiländereck Süd',374.17,0,2,527576785,Parkplatz Sternberg Süd,POINT (449782.8624321079 302354.7911261176),338753.554515062,19615.999955893,49722.0125105747
159,A2,'Dreiländereck Nord',374.27,0,2,527631024,,POINT (439216.0674886806 298092.1657742577),351427.395415953,14963,3355.65518957125
168,A21,'Alland',14.68,0,2,892039574,Raststation Alland,POINT (603624.3526028101 467027.472407522),23575.1679741444,20070.5,53997.2486152721
169,A21,'Dornbach',19.96,2,1,895955600,Parkplatz Dornbach,POINT (607931.6562185271 466597.3884730879),18244.0318576978,19174.4834449889,20444.3562415576
171,A21,'Sparbach',26.99,2,1,93323594,Parkplatz Hinterbühl,POINT (613786.7438808143 467688.0461383265),11204.6308546951,19671.3778540705,27694.9433992778
173,A22,'Korneuburg West',18.04,0,1,54893726,Raststation Korneuburg,POINT (621303.8763335195 498539.7127567021),18079.0228920398,32131.000000493,63932.2189343836
175,A22,'Stockerau',28.09,0,1,433012188,Raststation Stockerau,POINT (612609.224995299 501878.287672793),28027.7046842969,30190.0075840983,9009.75771256432
177,A25,'Sinnersdorf/Süd',6.11,2,1,532567872,Sinnersdorf Süd,POINT (461095.8848293597 476456.1925429557),6125.71571093971,21271,28981.9325780941
179,A25,'Wels',13.06,0,2,311913080,,POINT (455024.5227129348 476999.8729279457),12938.2615663518,24897.0210114574,35752.432366673
180,A3,'Hornstein',28,0,2,373807312,Raststation Hornstein,POINT (630409.3244350143 446660.2082495076),19180.6319530819,17661,47668.5879897419
183,A4,'Maria Ellend',22.48,1,1,157107388,Rastplatz Maria Ellend,POINT (647789.9265488647 471484.1055040798),23075.034106639,27990,32591.6448755632
184,A4,'Göttlesbrunn',28.04,0,2,525427828,Raststation Göttlesbrunn,POINT (651823.8253018593 467339.483749786),28897.0499829454,23278,84150.5614747547
185,A4,'Parndorf',46.23,2,1,666371706,Rastplatz Parndorf,POINT (664356.0654521114 458361.160807344),46972.1770288159,19928,74634.9733086667
188,A4,'Nickelsdorf Nord',64.97,0,1,342598795,Raststation Nickelsdorf Nord,POINT (681480.4134362255 454521.4854096223),65698.3345229615,7158.00002801737,1140.78448822744
191,A5,'Hochleithen',10.63,0,2,42217069,Raststation Hochleithen,POINT (637914.9142296079 507927.045338552),10075.3962511859,18304.7,136176.475622953
192,A6,'Potzneusiedl',10.8,0,2,46158787,Rastplatz Potzneusiedl,POINT (670513.7452634472 465570.2468047387),10738.1512840644,7878.99999998374,17937.6953439935
194,A7,'Engerwitzdorf',25.71,1,1,189919127,Rastplatz Engerwitzdorf,POINT (483102.0659508507 494910.8791347885),25746.0492797555,19344,4050.24228695362
196,A8,'Voralpenkreuz',0.17,0,2,47030388,Voralpenkreuz,POINT (452344.349495513 463254.9889435243),437.544715952789,10372,34120.7993040976
197,A8,'Oberham/Süd',16.76,2,1,532884401,Parkplatz Oberham Süd,POINT (446916.654318589 476406.91169187),16886.0596138016,24053.9987668495,18977.6357391317
199,A8,'Schnittering/Süd',20.68,2,1,532884396,,POINT (443156.4014307581 476452.6613790574),20830.8581321432,17695.5680773093,46433.724359523
201,A8,'Aistersheim',33.81,0,2,245596053,Raststation Aistersheim,POINT (430758.2100374589 475593.3085917626),33951.0145907155,15977,34038.4380512458
203,A8,'Renhartsberg',44.47,2,1,376944509,Parkplatz Renhartsberg,POINT (421847.3758127559 479381.3071290836),44603.3391983533,14008.0000000001,14392.7026850084
204,A8,'Grübl/Süd’,49.59,2,1,81305328,Grübl Süd,POINT (417618.2705040298 482180.1351148638),49740.6545485133,14008,20419.6304148242
205,A8,'Murau West',56.77,1,1,189139727,Rastplatz Murau West,POINT (411881.789909386 485969.272665797),57029.2148050896,14172,41708.9211386976
207,A8,'Marienkirchen/Schärding’,71.6,1,1,533009640,Rastplatz St.Marienkirchen,POINT (405978.1348553593 497139.197706503),71744.4706400803,10055.2342807957,6370.45169055732
209,A8,'Suben West',74.77,0,1,533020665,Raststation Suben,POINT (406888.9315376761 500162.4309937262),74912.1997613819,9186.00000018942,2309.50376076126
0,A9,'Maisdorf/Ost',12.66,2,1,376804458,Parkplatz Maisdorf/Ost,POINT (457268.7488760521 451378.4854617055),12651.5681446806,10503,49687.4935362851
2,A9,'St. Pankraz',36.36,0,2,312364347,,POINT (463307.6259769649 430843.0978130578),36305.5210801681,6941,25927.4079819168
3,A9,'Pyhrn-Priel Ost’,55.03,1,1,691535511,Rastplatz Pyhrn-Priel Ost,POINT (475245.702081362 418778.6089236737),54982.5186179269,7591.97161176799,16849.293094569
5,A9,'Ardning Ost',65.96,2,1,376715079,Rastplatz Ardning Ost,POINT (474356.0672177218 409378.9463864239),66079.3021388582,13083.9999998773,31041.4589923437
7,A9,'Rottenmann/Nord',77.91,2,1,376715082,,POINT (479361.7529598619 402496.1764502762),77941.6756456737,13084,20345.1880841495
9,A9,'Trieben',85.7,0,2,94441558,Raststation Trieben,POINT (486639.4742590693 399996.0857621173),85716.5105907018,10287,13223.2246647429
10,A9,'Gaishorn',92.11,1,1,94440598,Rastplatz Gaishorn,POINT (492634.0149813956 398542.0753907048),92143.6636308218,10287,59758.322392657
13,A9,'Kammern Nord',121.18,2,1,950302829,,POINT (518239.9861728944 388685.7485021646),121189.217433027,10926,175.988980444872
14,A9,'Kammern Süd',121.26,0,2,94438967,Raststation Kammern,POINT (518331.4913245914 388591.1482733858),121269.754217049,10926,31427.4136236468
16,A9,'Ortnerhof Nord',135.65,2,1,664756708,,POINT (528997.5802691273 381424.9179742056),135651.693455401,10574.9998730129,7705.62811144795
19,A9,'Hinterlainsach/West',139.3,2,1,664756706,,POINT (531549.7831373794 378996.3395816569),139295.016483287,10575,31388.7335234428
21,A9,'Übelbach 1',154.16,2,1,664756052,Übelbach I,POINT (543510.573331115 371257.8128022816),154136.025241416,11512,17781.9235231718
23,A9,'Deutschfeistritz',161.95,0,2,235790130,Raststation Deutschfeistritz,POINT (550268.1905258861 369200.0667830457),161859.237334524,11512.0000590489,58046.724152641
25,A9,'Feldkirchen',186.97,2,1,96572678,,POINT (557798.8671200833 348481.8676652183),187070.635812156,29999.0102815467,57184.4442484991
27,A9,'Thalerhof',196.52,2,1,664741198,Parkplatz Thalerhof,POINT (561752.2549026615 340074.1142518096),196601.690955611,26113.2658741873,77662.2651232488
29,A9,'Gralla Ost',211.45,0,1,193064709,Raststation Gralla Ost,POINT (569248.9515266542 328164.804718038),211471.961395437,19399,52785.1051627529
31,A9,'Straß Ost’,225.02,2,1,314046999,Rastplatz Straß Ost,POINT (576444.4001268086 317373.3126628171),225077.07123686,7452.00000000078,7466.9835977584
,S1A,'Schwechat',9.85,0,2,30811318,,POINT (631212.4502089146 473957.708685327),6204.25619510254,30239.9999998998,59618.6864748636
,S1B,'Deutsch Wagram',39.05,0,2,42216901,Raststation Deutsch-Wagram,POINT (635980.4823627592 495042.0942373707),2979.77722739942,16366.8666666667,63468.894044686
244,S16,'Schnann',18.9,0,2,896823217,Raststation Schnann,POINT (175736.3196791559 365319.7414454991),18919.5402775678,4918.99996031522,24737.2326994265
245,S16,'Klösterle',44.17,0,1,126215501,Raststation Klösterle,POINT (151939.6283007054 364093.4054733617),44064.1152917962,4439.00000026553,13183.2372957264
247,S16,'Radin Süd',59.01,2,1,782870539,Parkplatz Radin,POINT (137832.4607141308 366221.4104945547),58913.4476807778,5252,3038.65560533498
250,S3,'Hollabrunn',23.6,2,1,264561229,Rastplatz Hollabrunn,POINT (601572.1177793256 521966.9169060856),23642.5363355191,6766,15563.6304365099
251,S31,‘Mattersburg’,52.09,2,1,913221918,,POINT (628250.2191019763 431481.3319534207),18387.1585737027,8153,26231.7185760427
254,S31,'Tschurndorf',68.14,2,1,913077236,Parkplatz Tschurndorf,POINT (630207.9368235212 416569.5901283572),34474.3158017431,6566.99981701551,21185.2830579882
258,S33,'Inzersdorf',15.28,1,1,542661862,Rastplatz Inzersdorf,POINT (576583.4413080302 492826.388425833),11816.4279249551,15650.3644596231,47979.5381659785
261,S35,'Frohnleiten Ost',26.82,2,1,173760625,Pannenplatz,POINT (550119.5271236376 374254.2367175833),25999.7585629088,9690,18587.0306660648
263,S36,'St. Marein Süd',14.97,0,1,383433357,Rastplatz St. Marein,POINT (517093.9527388794 373807.7610028471),14965.5854475197,10133,39904.3447834717
264,S36,'Strettweg',34.61,2,1,327071181,Parkplatz Strettweg,POINT (500597.8093330075 365045.2969849652),34655.8769621115,9701,5373.27834651624
266,S37,'Hunnenbrunnen',285.2,2,1,951738007,,POINT (480070.5452648401 320067.1442213526),2135.51180332674,9830,31846.6690887825
270,S5,'Grafenwörth',32.85,0,2,925947138,Raststation Grafenwörth,POINT (580893.6274787366 504257.2332089241),32764.2224707922,12223,29144.4621276873
271,S6,'Natschbach',3.22,0,2,96307607,Rastplatz Natschbach,POINT (607765.4656145051 426742.508754152),2710.82339299296,14454,41975.638309581
272,S6,'Gloggnitz Süd',17.81,2,1,661055664,Parkplatz Gloggnitz,POINT (594985.280958826 421072.9587622374),17231.246220439,7935.5,9081.29725430135
274,S6,'Schottwien',23.57,0,2,49360021,Rastplatz Schottwien,POINT (589677.1334808402 419730.4465447656),22953.1901775314,7935.5,39660.7829112576
276,S6,'Schwöbing Süd',48.57,0,1,327068316,Raststation Schwöbing Süd,POINT (569853.717100625 408998.361617908),47942.6570739195,9757,46526.2086406298
279,S6,'Kapfenberg Süd',72.45,1,1,100496555,Raststation Kapfenberg Süd,POINT (551330.1045606002 396501.002438687),71785.1335731661,12893.5,83967.4089500264
