ID,segment_id,pois_type,dir,dist_along_segment,demand_0,demand_1,tc_0,tc_1
334,45,link,2,0.0,0.0,0.0,32687.0,30240.0
335,45,ra,2,9849.378972750013,64389.129739005904,35617.66849787777,32686.71734380677,30239.713745021963
336,45,link,2,16227.553730454052,39884.57860116794,59568.857709580036,31674.755647003083,27890.046451799568
337,46,link,2,0.0,0.0,0.0,56487.00000000021,61993.00000000026
338,46,link,2,9404.55520736285,113905.91808075609,126008.93167434531,63678.0,70824.0
339,47,link,2,0.0,0.0,0.0,18953.0,19627.0
340,47,ra,2,19815.112780906624,73301.3403965418,35270.93879657336,17427.0,17661.0
341,47,link,2,29618.33132225415,33486.11071421647,75450.59269703881,16959.0,18103.0
342,48,link,2,0.0,0.0,0.0,7857.0,8153.000000000001
343,48,ra,1,2543.4425578552305,,17015.908190917762,,8153.0
344,48,ra,0,2975.049950562422,4674.915000000002,,7857.0,
345,48,ra,0,17336.886242276116,20556.686427226556,,6223.9999996029455,
346,48,ra,1,18620.05699128175,,23853.921366537616,,6566.999821888517
347,48,link,2,34790.83034290512,18824.261488294138,4147.26804,5070.0,4888.0
348,49,link,2,0.0,,,,
349,49,link,2,735.1153399518811,,,,
350,50,link,2,0.0,0.0,0.0,89396.84591256398,75090.2041826587
351,50,link,2,2660.513408818963,47579.61748210862,41297.037180350715,89447.20398832251,80936.40375543997
352,51,link,2,0.0,0.0,0.0,35491.99951504336,35859.9995863117
353,51,ra,0,2344.9972799662905,16643.18012401708,,35437.33510773564,
354,51,link,2,7784.588682143257,33857.27725781841,51772.83783691286,30232.000000933844,31373.000000796612
355,52,link,2,0.0,,,,
356,52,link,2,776.1827292677003,,,,
357,53,link,2,0.0,0.0,0.0,13216.0,13407.0
358,53,link,2,9705.486491353968,25653.445439999996,26024.193630000012,13216.0,13407.0
359,54,link,2,0.0,0.0,0.0,37217.999999993066,32826.999999994936
360,54,ra,2,14118.059578386521,72823.36309211246,18150.40759466666,16366.866666666663,16109.066666666666
361,54,link,2,19751.672738570145,18440.876010666667,68335.30939176405,16366.866666666663,16109.066666666666
362,55,link,2,0.0,0.0,0.0,17306.5,18304.7
363,55,ra,2,10714.232916978135,37085.06046000003,72952.33846567113,17306.5,18304.7
364,55,link,2,47911.36687265736,67563.46131616204,39224.04334800002,4116.0,4899.0
365,56,link,2,0.0,0.0,0.0,36644.99999994637,34950.99999995565
366,56,ra,1,14670.942506693847,,47711.88495171301,,27990.0
367,56,ra,0,14715.488271793003,91260.94512775501,,28227.0,
368,56,ra,2,20490.182643268578,29206.373763075157,28532.451021239947,24271.999999999996,23278.0
369,56,link,2,31051.511150015638,50421.98178322595,88897.13731618827,23032.00000433301,21144.00000745697
370,57,link,2,0.0,0.0,0.0,10785.0,10823.0
371,57,link,2,6137.906286244384,13239.4503,13286.098339999995,10785.0,10823.0
372,58,link,2,0.0,,,,
373,58,link,2,3692.2200098847843,,,,
374,59,link,2,0.0,0.0,0.0,21837.0,19928.0
375,59,ra,1,7511.214308428718,,1141.3431006804194,,19928.0
376,59,ra,0,8275.340266059582,36141.54521999999,,21836.999999999996,
377,59,ra,0,25939.716113189967,49928.87132000973,,10545.000211556124,
378,59,ra,1,26235.491957639333,,46009.477143784214,,7158.000028280518
379,59,link,2,27032.750454879864,2305.137005096189,29936.638719999995,10545.000000024249,7158.000000037767
380,60,link,2,0.0,0.0,0.0,7326.0,7879.0
381,60,ra,2,10738.631570167296,15734.196719999947,11671.939052570788,7325.999999989515,7878.999999986906
382,60,link,2,22135.2935483001,11664.155062988633,16921.88587999993,4967.0,4933.0
