Unnamed__0,nb,highway,position,check_need,geometry,x_coord,on_segment,dist_along_segm
12,415,A1,47281.1526507,0,POINT (572426.6006668583 477867.957720354),572426.6006703391,16,113072.48331629769
247,52,S33,21700.2786112,0,POINT (573320.9714195988 481092.6891825433),573320.9714323024,30,2941.525056569153
245,434,S33,10334.1962259,0,POINT (575711.753014154 489459.0095198209),575711.7530250684,30,11807.60743299667
244,441,S33,12470.5576004,0,POINT (576357.1449427742 492214.7458580217),576357.1449602975,30,14671.246055036612
246,659,S33,10912.9074575,0,POINT (576836.0324261209 498619.9725988238),576836.0324105516,30,21228.896195999558
208,471,A9,226162.509857,0,POINT (576901.183998553 316389.7417461015),576901.1839679693,28,36954.66487753214
9,409,A1,41426.8476316,0,POINT (578024.9312596087 479083.295055937),578024.9312605037,31,5008.977570290632
14,423,A1,40735.358276,0,POINT (578715.7206545146 479114.2716998974),578715.720655236,31,5700.466926728846
130,373,A2,159209.429993,0,POINT (580260.1108661189 358098.4745593843),580266.1593740664,27,26842.01694972575
259,554,S5,31037.8812774,0,POINT (582537.8997622593 503816.9399375586),582537.8997624173,32,3996.554041713292
7,403,A1,35682.7037385,0,POINT (583743.7763220943 479107.6713006602),583743.7763229391,31,10753.121467363258
109,828,A2,150737.98282,0,POINT (588008.7700464352 358502.4817962592),588008.8197547441,27,35320.38815064437
31,754,A1,29504.1436072,0,POINT (589537.0711288204 477507.6494757549),589537.0711373462,31,16931.681596884115
263,43,S6,19615.6105058,0,POINT (592744.3825832355 420501.3190475217),592744.0094262199,24,59092.76746096412
1,385,A1,24593.3697849,0,POINT (593599.9621978018 476209.6463642153),593599.9621896219,31,21842.455421436272
125,361,A2,144140.038417,0,POINT (594201.0050116276 356546.2450628474),594202.7243656134,27,41915.948758840335
134,396,A21,35525.9637529,0,POINT (596799.8996083095 474349.6053648043),596814.8481385586,34,2638.7460677573235
30,751,A1,18037.0666914,0,POINT (599494.8384107985 477037.7297495904),599494.8383991778,33,4176.545095464281
264,941,S6,10372.9709364,0,POINT (601206.4018621754 423029.0000606136),601199.6675639952,24,68342.26838915421
123,354,A2,131573.05651,0,POINT (601393.7557879306 363347.1141184986),601382.7903939773,27,54498.60444713636
121,348,A2,121302.101667,0,POINT (601535.4697147199 373241.4096824619),601524.5282712078,27,64775.70036076327
133,417,A21,22949.2615963,0,POINT (603886.7767115353 466438.3412275848),603897.5561665248,34,15240.939876375636
237,2245,S3,14438.8105325,1,POINT (605184.414307036 513932.5024693748),605184.414334732,35,20705.07846740504
260,461,S5,5402.43883028,0,POINT (605725.5307494475 500263.2815735167),605725.5307402564,32,29631.99648323743
129,244,A2,105817.151687,1,POINT (606160.3710820079 384806.8448631148),606149.93399806,27,80259.66798457415
132,633,A2,98313.6143652,0,POINT (607524.0047002562 391728.6789039597),607514.374215778,27,87768.62983006483
266,469,S6,2580.80550403,1,POINT (607858.9586477943 426854.017132464),607854.2986418367,24,76130.79188149986
18,955,A1,8125.64005772,0,POINT (608659.0588010987 478740.1910618468),608659.0588004531,33,14087.971720851714
124,615,A2,83946.6957911,0,POINT (609274.7343346655 404440.359329087),609266.1267461146,27,102137.01437019379
97,11,A2,67533.284691,0,POINT (610376.926471844 417311.5157931643),610364.9888499125,27,118543.52126667228
136,411,A21,14329.3754964,0,POINT (611153.4776341724 466851.2611645742),611141.3458839774,34,23891.05566789682
143,798,A22,28487.60622,0,POINT (612145.4762279346 501893.3282578463),612145.4762290573,37,1071.6999986440699
95,517,A2,52873.9273808,0,POINT (612737.7802738446 430462.8130596964),612725.8158006254,36,4298.937415511868
145,793,A22,26567.0228414,0,POINT (614006.3061767129 501655.1455212113),614006.306161158,37,2992.2833802765726
135,720,A21,10000.0,0,POINT (614547.0287741411 468576.5932028076),614537.5756140689,34,28216.68004623985
103,543,A2,34280.4101508,0,POINT (614831.8111962689 447437.6967181418),614812.8034086766,38,12155.261716210529
126,505,A2,45470.9463148,0,POINT (614916.6768369528 436965.0856285944),614897.9452651719,38,969.646348614246
96,394,A2,25224.5119928,0,POINT (616564.7079753812 456077.6297637197),616550.3448162489,38,21197.333108983967
256,544,S4,16344.1122761,0,POINT (616801.5226078187 435986.7332969601),616805.4204673856,39,1703.4433859240555
141,39,A22,22740.5905766,0,POINT (617773.211171331 501213.6786255385),617773.2111684043,37,6818.715651866479
257,89,S4,11786.9934587,0,POINT (620280.1352366947 436829.4645361686),620280.7919356368,39,6058.036218854556
144,785,A22,17314.3132021,0,POINT (621627.9399340093 497847.7302301927),621627.9399066544,41,2353.7094907671976
137,763,A21,553.433916502291,0,POINT (622102.5983309417 473351.5582066607),622104.4767723386,34,37652.48386946589
128,242,A2,6003.2529459,0,POINT (622390.9863429217 471649.479697437),622372.3407375128,43,1513.0785084300742
0,920,,0.0,0,POINT (622557.9713806146 477377.5720088077),622556.6063999981,42,497.9351377832334
234,960,S1B,19601.0745683,0,POINT (623018.7774562048 500291.7920384266),623015.2782621897,40,2837.417509090843
111,190,A2,2142.13243067,0,POINT (623185.1053815696 475410.3910077999),623165.8861992988,44,2341.86691900186
230,311,S1A,16087.2434382,0,POINT (623241.8360777737 474316.3037737325),623241.8360329904,45,1466.3916663859413
112,318,A2,15991.4857825,1,POINT (623410.1522467852 462171.4625943705),623395.6342421592,38,30432.732953836792
138,421,A22,11813.8264144,0,POINT (623905.9321417237 493020.5815565721),623905.9321265663,41,7854.196269432019
227,392,S1A,12173.5529021,0,POINT (624024.286348452 474667.0472106669),624024.2863409369,45,2380.0821846587537
99,273,A2,11936.0403321,0,POINT (624157.8052310122 466060.1841512334),624140.0420744632,43,7444.210727610919
0,708,,0.0,0,POINT (624969.9312366188 476957.6668775579),624968.6207000017,46,2168.5189916208255
139,742,A22,8417.23302677,0,POINT (625669.6638075699 490118.606660968),625669.6637899235,41,11250.789653083939
151,524,A3,9421.06124585,1,POINT (626471.6087889033 455194.5621639731),626471.6087907702,47,10055.542085387591
140,775,A22,5862.2048159,0,POINT (627021.596491306 487951.6590241292),627021.5965242414,41,13805.81786573962
0,750,,0.0,0,POINT (627426.5734535683 478945.5687094413),627430.9183000028,46,5989.830193810801
0,928,,0.0,0,POINT (628290.876049648 480533.791937882),628296.1801000014,46,7956.9467900201425
142,907,A22,3668.74715433,0,POINT (628382.4811359504 486232.7020434054),628382.4811187846,41,15999.275535337902
239,485,S31,23608.9147174,0,POINT (628704.5057149201 426819.0787587565),628695.4402347239,48,7760.436779257214
0,627,,0.0,0,POINT (628773.2053736869 481212.4386893722),628769.8844999969,46,8801.327044951488
242,3094,S31,17099.0301577,0,POINT (629169.0113053431 432377.0728884005),629162.3571926825,48,1257.205970106223
258,538,S4,1416.91402885,0,POINT (629772.710511924 433419.8396557638),629775.4381649856,39,16427.27341979569
0,1076,,0.0,0,POINT (629778.1766518578 482331.0341573887),629782.2778000012,50,900.6610913870643
153,55,A3,17080.5593615,0,POINT (630282.6253586831 448761.8831094939),630282.6253832517,47,17715.04019863462
0,940,,0.0,0,POINT (630667.3121304027 483312.3990696706),630674.4567999989,50,2225.247106310284
146,734,A22,348.452158017536,0,POINT (630713.2561458325 483872.8011665798),630713.2561655174,41,19319.570522996943
161,86,A4,2761.62546641,0,POINT (630963.2373313863 480748.291526029),630933.6998733247,51,2021.3758964531933
233,800,S1B,10556.7073895,0,POINT (631277.1762470751 499004.6040142711),631275.0463761456,40,11903.801754074582
238,98,S31,36953.0224377,0,POINT (631566.5832875287 414494.6464018491),631564.4771652747,48,21099.004079543192
228,329,S1A,5628.08917078,1,POINT (631766.5721600795 474120.4234390209),631766.5721596043,45,10425.54592778362
0,949,,0.0,0,POINT (631766.0248476409 486139.2507254396),631767.5988000035,54,2718.238431411462
240,104,S31,39183.4610831,0,POINT (631821.4384886379 412319.6110208836),631813.897623205,48,23332.193779878813
157,47,A4,5121.99139471,0,POINT (632389.8188219797 479011.446618815),632381.1482014187,51,4503.920270877001
236,620,S2,5155.2482775,0,POINT (633224.8455051148 489025.4792825692),633224.8454872142,54,5981.874912065582
165,35,A5,1247.22890493,0,POINT (633433.1593454144 500805.114476634),633433.1593525347,55,1886.0655317465166
241,532,S31,10150.9760569,0,POINT (633535.9105596127 437540.6541302821),633528.3212156267,53,5690.751404587794
229,335,S1A,5007.85272233,1,POINT (633847.9138943111 473991.3708163568),633847.9138994953,45,12545.782373857905
232,891,S1A,1047.28964024,0,POINT (634245.4133857564 474219.5351079653),634245.4133929827,45,13006.345451946632
152,526,A3,26315.2548265,0,POINT (634559.3804626244 441318.1080711285),634559.3804640225,47,26949.735666875695
231,344,S1A,812.423546001537,0,POINT (634648.2083793177 476190.1356457397),634648.2084195209,45,15241.211558308867
