,nb_cs,nb_poles,costs,non_covered_energy,perc_not_charged,datetime_of_calculation
0,54.0,458.0,54046000.0,6477.469994,0.05442530434556918,2022-02-09 14:46:14.201943
1,56.0,817.0,99719000.0,7804.1793099999995,0.05442529561273712,2022-02-09 14:58:56.857218
2,54.0,701.0,84907000.0,6780.965859,0.05442530008087267,2022-02-09 15:09:50.318777
3,53.0,565.0,67595000.0,8156.813211999998,0.05442529599428321,2022-02-09 15:27:42.760373
