,nb_cs,nb_poles,costs,non_covered_energy,perc_not_charged,datetime_of_calculation
0,54.0,700.0,84780000.0,6780.965859,0.05442530008087267,2022-02-09 13:13:01.395235
1,54.0,564.0,67508000.0,8156.813211999998,0.05442529599428321,2022-02-09 13:29:39.895921
