,nb_cs,nb_poles,costs,non_covered_energy,perc_not_charged,datetime_of_calculation
0,54.0,458.0,54046000.0,6477.469994,0.05442530434556918,2022-02-09 04:01:09.131067
1,55.0,815.0,99425000.0,7804.1793099999995,0.05442529561273712,2022-02-09 04:16:27.404037
