,nb_cs,nb_poles,costs,non_covered_energy,perc_not_charged,datetime_of_calculation
0,57.0,680.0,82320000.0,6581.523388,0.05442529035146275,2022-02-15 19:23:34.853073
1,55.0,549.0,65603000.0,7916.907154999999,0.05442529707988116,2022-02-15 19:44:10.716452
