Time of calculation: 20210915-134852; value of objective: 12468.538675398726;  acc=20;  ec=0.25;  e_tax=0.15;  cfix=50000;  cvar=10000;  eta=0.011;  hours_of_constant_charging=20;  i=0.05;  T=10
highway,name,asfinag_position,direction,asfinag_type,traffic_flow,traffic_flow_0,traffic_flow_1,energy_demand,energy_demand_0,energy_demand_1,pXi_dir,pYi_dir,pYi_dir_0,pYi_dir_1,pE_charged,pE_charged_0,pE_charged_1,pE_input,pE_input_0,pE_input_1,pE_output,pE_output_0,pE_output_1
A1,'Parkplatz Großraum’,27.42,2.0,2.0,25490.00000000002,12193.00000000001,13297.00000000001,59974.325349551335,45433.23590445468,14541.089445096652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.7175788450646,499.76559494900147,159.95198389606315
A1,'Steinhäusl',32.7,2.0,0.0,63195.99999999913,31485.99999999933,31709.9999999998,111561.50482266714,34431.882550071685,77129.62227259546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.7175788450646,499.76559494900147,159.95198389606315,1886.8941318944032,878.51630299979,1008.3778288946132
A1,'Kesselhof',44.88,1.0,1.0,30234.999996719125,0.0,30234.999996719125,109130.95569981833,0.0,109130.95569981833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.3778288946132,0.0,1008.3778288946132,2208.818341592615,0.0,2208.818341592615
A1,'Kirchstetten',44.88,0.0,1.0,29897.99999542764,29897.99999542764,0.0,72732.0809427628,72732.0809427628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.51630299979,878.51630299979,0.0,1678.5691933701808,1678.5691933701808,0.0
A1,'St. Pölten',62.9,2.0,0.0,71148.0,35583.0,35565.0,227454.84943410664,128422.41740026572,99032.43203384092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3887.387534962796,1678.5691933701808,2208.818341592615,6389.390878737969,3091.2157847731037,3298.175093964865
A1,'Schallaburg',76.81,1.0,1.0,29188.0,0.0,29188.0,136934.36037638868,0.0,136934.36037638868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3298.175093964865,0.0,3298.175093964865,4804.45305810514,0.0,4804.45305810514
A1,'Roggendorf',76.82,0.0,1.0,28377.0,28377.0,0.0,78562.33219617409,78562.33219617409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3091.2157847731037,3091.2157847731037,0.0,3955.4014389310187,3955.4014389310187,0.0
A1,'Ornding',88.04,0.0,1.0,27048.0,27048.0,0.0,60488.07492270462,60488.07492270462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3955.4014389310187,3955.4014389310187,0.0,4620.770263080769,4620.770263080769,0.0
A1,'Ybbs',100.32,1.0,0.0,27161.40445083877,0.0,27161.40445083877,104129.25066774894,0.0,104129.25066774894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4804.45305810514,0.0,4804.45305810514,5949.874815450379,0.0,5949.874815450379
A1,'Kemmelbach',101.38,0.0,0.0,26898.000000000207,26898.000000000207,0.0,72226.10016870651,72226.10016870651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4620.770263080769,4620.770263080769,0.0,5415.25736493654,5415.25736493654,0.0
A1,'Viehdorf',118.17,0.0,1.0,25545.0,25545.0,0.0,92117.57063469278,92117.57063469278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5415.25736493654,5415.25736493654,0.0,6428.550641918161,6428.550641918161,0.0
A1,'Amstetten',119.36,1.0,1.0,25407.0,0.0,25407.0,56128.53142795883,0.0,56128.53142795883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5949.874815450379,0.0,5949.874815450379,6567.288661157926,0.0,6567.288661157926
A1,'Parkplatz Zeillern’,124.31,0.0,2.0,24685.0,24685.0,0.0,24100.57479449837,24100.57479449837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6428.550641918161,6428.550641918161,0.0,6693.656964657643,6693.656964657643,0.0
A1,'Oed',130.52,1.0,2.0,26849.69206306653,0.0,26849.69206306653,69822.67372138443,0.0,69822.67372138443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6567.288661157926,0.0,6567.288661157926,7335.338072093155,0.0,7335.338072093155
A1,'Strengberg',136.0,0.0,0.0,25773.0,25773.0,0.0,60567.28709144443,60567.28709144443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6693.656964657643,6693.656964657643,0.0,7359.897122663531,7359.897122663531,0.0
A1,'Haag',143.54,1.0,0.0,28172.0,0.0,28172.0,72532.38382040594,0.0,72532.38382040594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7335.338072093155,0.0,7335.338072093155,8133.19429411762,0.0,8133.19429411762
A1,'Ennsblick',147.1,0.0,2.0,27181.0,27181.0,0.0,59900.9099344678,59900.9099344678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7359.897122663531,7359.897122663531,0.0,8018.807131942677,8018.807131942677,0.0
A1,'Parkplatz Ennsdorf’,152.88,0.0,2.0,26232.408315204048,26232.408315204048,0.0,30328.56812345904,30328.56812345904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8018.807131942677,8018.807131942677,0.0,8352.421381300726,8352.421381300726,0.0
A1,'Enns Süd',156.19,1.0,1.0,29648.737115098505,0.0,29648.737115098505,86236.6993060754,0.0,86236.6993060754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8133.19429411762,0.0,8133.19429411762,9081.79798648445,0.0,9081.79798648445
A1,'Enns Nord',156.79,0.0,1.0,29791.88732837659,29791.88732837659,0.0,22744.768825614865,22744.768825614865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8352.421381300726,8352.421381300726,0.0,8602.61383838249,8602.61383838249,0.0
A1,'Ansfelden Süd',170.93,1.0,0.0,46681.64620523784,0.0,46681.64620523784,108599.64670259466,0.0,108599.64670259466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9081.79798648445,0.0,9081.79798648445,10276.39410021299,0.0,10276.39410021299
A1,'Ansfelden Nord',171.01,0.0,0.0,48225.58896718505,48225.58896718505,0.0,137729.45647842763,137729.45647842763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8602.61383838249,8602.61383838249,0.0,10117.637859645192,10117.637859645192,0.0
A1,'Allhaming Süd',182.59,1.0,1.0,22273.0,0.0,22273.0,132032.00498622254,0.0,132032.00498622254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10276.39410021299,0.0,10276.39410021299,11728.746155061439,0.0,11728.746155061439
A1,'Allhaming Nord',182.6,0.0,1.0,22478.0,22478.0,0.0,52074.59618392183,52074.59618392183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10117.637859645192,10117.637859645192,0.0,10690.458417668333,10690.458417668333,0.0
A1,'Lindach Nord',212.26,0.0,0.0,24091.0,24091.0,0.0,143292.1869458095,143292.1869458095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10690.458417668333,10690.458417668333,0.0,12266.672474072237,12266.672474072237,0.0
A1,'Lindach Süd',212.27,1.0,0.0,24205.0,0.0,24205.0,88500.71292866017,0.0,88500.71292866017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11728.746155061439,0.0,11728.746155061439,12702.2539972767,0.0,12702.2539972767
A1,'Hainbach Süd',230.7,1.0,1.0,16641.0,0.0,16641.0,43626.88664048988,0.0,43626.88664048988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12702.2539972767,0.0,12702.2539972767,13182.149750322089,0.0,13182.149750322089
A1,'Hainbach Nord',230.72,0.0,1.0,15023.0,15023.0,0.0,55447.073726717535,55447.073726717535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12266.672474072237,12266.672474072237,0.0,12876.59028506613,12876.59028506613,0.0
A1,'Straß',243.67,1.0,1.0,16828.67483549712,0.0,16828.67483549712,52286.93331258195,0.0,52286.93331258195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13182.149750322089,0.0,13182.149750322089,13757.30601676049,0.0,13757.30601676049
A1,'Wildenhag Nord',243.76,0.0,2.0,17111.546808170722,17111.546808170722,0.0,44396.07377615938,44396.07377615938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12876.59028506613,12876.59028506613,0.0,13364.947096603883,13364.947096603883,0.0
A1,'Oberwang',251.03,0.0,1.0,15727.0,15727.0,0.0,23256.052200310536,23256.052200310536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13364.947096603883,13364.947096603883,0.0,13620.763670807299,13620.763670807299,0.0
