Time of calculation: 20210907-163450; value of objective: 243.48575668262788;  acc=20;  ec=0.25;  e_tax=0.15;  cfix=50000;  cvar=10000;  eta=0.003;  cars=20;  i=0.05;  T=10
highway,name,dist_along_highway,direction,asfinag_type,traffic_flow,traffic_flow_1,energy_demand,energy_demand_1,pXi_dir,pYi_dir,pYi_dir_1,pE_charged,pE_charged_1,pE_input,pE_input_1,pE_output,pE_output_1,traffic_flow_0,energy_demand_0,pYi_dir_0,pE_charged_0,pE_input_0,pE_output_0
A1,'Parkplatz Großraum’,18630.868491944,2.0,2.0,25490.00000000002,13297.00000000001,59974.325349551305,14541.089445096624,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,179.92297604865394,43.62326833528987,12193.00000000001,45433.23590445468,-0.0,0.0,0.0,136.29970771336406
A1,'Steinhäusl',24098.6768115261,2.0,0.0,63195.99999999913,31709.9999999998,111561.50482266734,77129.62227259565,1.0,2.0,1.0,514.607490516656,275.0121351530768,179.92297604865394,43.62326833528987,0.0,0.0,31485.99999999933,34431.882550071685,1.0,239.59535536357913,136.29970771336406,0.0
A1,'Kesselhof',36260.395870592,1.0,1.0,30234.999996719125,30234.999996719125,109130.9556998184,109130.9556998184,1.0,1.0,1.0,327.3928670994552,327.3928670994552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Kirchstetten',36262.0457582593,0.0,1.0,29897.99999542764,0.0,72732.0809427628,0.0,1.0,1.0,0.0,202.73950614672302,0.0,0.0,0.0,15.456736681565388,0.0,29897.99999542764,72732.0809427628,1.0,202.73950614672302,0.0,15.456736681565388
A1,'St. Pölten',54307.519355239,2.0,0.0,71148.0,35565.0,227454.84943410664,99032.43203384092,1.0,2.0,1.0,697.0972961015227,297.0972961015228,15.456736681565388,0.0,0.7239888823625904,0.0,35583.0,128422.41740026572,1.0,400.0,15.456736681565388,0.7239888823625904
A1,'Roggendorf',68150.1264307181,0.0,1.0,28377.0,0.0,78562.33219617409,0.0,1.0,1.0,0.0,236.41098547088487,0.0,0.7239888823625904,0.0,0.0,0.0,28377.0,78562.33219617409,1.0,236.41098547088487,0.7239888823625904,0.0
A1,'Schallaburg',68230.25688284212,1.0,1.0,29188.0,29188.0,136934.36037638842,136934.36037638842,1.0,1.0,1.0,400.0,400.0,0.0,0.0,10.803081129165264,10.803081129165264,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Ornding',79331.7433566839,0.0,1.0,27048.0,0.0,60488.07492270462,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.46422476811387,0.0,27048.0,60488.07492270462,-0.0,0.0,0.0,181.46422476811387
A1,'Ybbs',91687.56131897827,1.0,0.0,27161.40445083877,27161.40445083877,104129.25066774736,104129.25066774736,1.0,1.0,1.0,294.3159335630184,294.3159335630184,10.803081129165264,10.803081129165264,28.87489956938896,28.87489956938896,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Kemmelbach',92757.6672485543,0.0,0.0,26898.000000000207,0.0,72226.10016870651,0.0,1.0,1.0,0.0,384.2037309148369,0.0,181.46422476811387,0.0,13.938794359396525,0.0,26898.000000000207,72226.10016870651,1.0,384.2037309148369,181.46422476811387,13.938794359396525
A1,'Viehdorf',110788.117558731,0.0,1.0,25545.0,0.0,92117.57063469278,0.0,1.0,1.0,0.0,165.33273679369296,0.0,13.938794359396525,0.0,124.95876946978188,0.0,25545.0,92117.57063469278,1.0,165.33273679369296,13.938794359396525,124.95876946978188
A1,'Amstetten',110856.16706177368,1.0,1.0,25407.0,25407.0,56128.53142796268,56128.53142796268,1.0,0.0,-0.0,0.0,0.0,28.87489956938896,28.87489956938896,197.26049385327698,197.26049385327698,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Parkplatz Zeillern’,115669.740972646,0.0,2.0,24685.0,0.0,24100.57479449837,0.0,0.0,0.0,0.0,0.0,0.0,124.95876946978188,0.0,197.260493853277,0.0,24685.0,24100.57479449837,0.0,0.0,124.95876946978188,197.260493853277
A1,'Oed',121902.04643123144,1.0,2.0,26849.692063066555,26849.692063066555,69822.67372138261,69822.67372138261,1.0,1.0,1.0,400.0,400.0,197.26049385327698,197.26049385327698,6.728515017424826,6.728515017424826,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Strengberg',127419.883969473,0.0,0.0,25773.0,0.0,60567.28709144443,0.0,1.0,1.0,0.0,181.7018612743333,0.0,197.260493853277,0.0,197.26049385327698,0.0,25773.0,60567.28709144443,1.0,181.7018612743333,197.260493853277,197.26049385327698
A1,'Haag',134904.5556513331,1.0,0.0,28172.0,28172.0,72532.38382040545,72532.38382040545,1.0,1.0,1.0,224.32566647864118,224.32566647864118,6.728515017424826,6.728515017424826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Ennsblick',138438.777669938,0.0,2.0,27181.0,0.0,59900.9099344678,0.0,1.0,1.0,0.0,338.9227406506251,0.0,197.26049385327698,0.0,38.04048300605528,0.0,27181.0,59900.9099344678,1.0,338.9227406506251,197.26049385327698,38.04048300605528
