highway,name,asfinag_position,direction,asfinag_type,traffic_flow,traffic_flow_0,traffic_flow_1,energy_demand,energy_demand_0,energy_demand_1,pYi_dir,pYi_dir_0,pYi_dir_1,pE_charged,pE_charged_0,pE_charged_1,pE_input,pE_input_0,pE_input_1,pE_output,pE_output_0,pE_output_1,pXi
A2,'Dreiländereck Süd',374.17,2.0,0.0,29010.99995582863,9394.99999993558,19615.999955893047,113634.3848593006,63912.37234872594,49722.012510574656,0.0,0.0,0.0,0.0,-99997799.25091219,99997799.25091219,-99997836.05891608,-99998151.34607469,315.2871586105604,-99997211.06979935,-0.5771145779780795,-99997210.49268477,0
A2,'Dreiländereck Nord',374.27,2.0,0.0,24357.99999982947,9394.999999829468,14963.000000000002,57429.86785277845,104.92992358564643,57324.937929192805,0.0,0.0,0.0,1.7429758747411483e-09,1.7429758747411483e-09,0.0,-0.5771145779780795,-0.5771145779780795,0.0,315.2871586105604,0.0,315.2871586105604,0
A21,'Alland',14.68,2.0,0.0,40163.5,20093.0,20070.5,103417.58750904436,49420.33889377227,53997.24861527208,0.0,0.0,0.0,0.0,-296.9848673839964,296.9848673839964,0.0,0.0,0.0,568.7967312997439,568.7967312997439,0.0,0
A21,'Hinterbrühl',26.99,0.0,1.0,19730.962284466663,19730.962284466663,0.0,44502.271823291965,44502.271823291965,0.0,1.0,1.0,0.0,813.5592263278497,813.5592263278497,0.0,568.7967312997439,568.7967312997439,0.0,0.0,0.0,0.0,1
A22,'Korneuburg West',18.04,1.0,0.0,32131.000000493023,0.0,32131.000000493023,63932.21893438356,0.0,63932.21893438356,1.0,0.0,1.0,401.1808715582133,0.0,401.1808715582133,49.553667419103746,0.0,49.553667419103746,0.0,0.0,0.0,1
A22,'Korneuburg Ost',18.12,0.0,0.0,32321.000000000007,32321.000000000007,0.0,116866.4197787237,116866.4197787237,0.0,1.0,1.0,0.0,642.7653087829804,642.7653087829804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A22,'Stockerau',28.09,1.0,0.0,30190.007584098337,0.0,30190.007584098337,9009.757712564318,0.0,9009.757712564318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.553667419103746,0.0,49.553667419103746,0
A25,'Pucking',5.97,0.0,1.0,21620.0,21620.0,0.0,25350.64141680889,25350.64141680889,0.0,1.0,1.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,-860.5714722075511,-860.5714722075511,0.0,1
A25,'Wels',13.06,2.0,0.0,49975.503210327646,25078.48219887029,24897.02101145736,71240.92245977157,35488.490093098524,35752.43236667305,0.0,0.0,0.0,-468.7463986788075,-665.3847766955092,196.63837801670175,-860.5714722075511,-860.5714722075511,0.0,0.0,0.0,0.0,0
A3,'Hornstein',28.0,2.0,0.0,35088.0,17427.0,17661.0,114520.76259901357,66852.17460927166,47668.58798974191,1.0,1.0,0.0,629.8641942945746,367.6869603509941,262.17723394358046,0.0,0.0,0.0,0.0,0.0,0.0,1
A4,'Simmering',2.45,0.0,0.0,35371.78969176939,35371.78969176939,0.0,22257.83857434953,22257.83857434953,0.0,-99997.0,-99997.0,0.0,-99997000.0,-99997000.0,0.0,0.0,0.0,0.0,99997122.41811216,99997122.41811216,0.0,0
A4,'Fischamend',22.33,0.0,1.0,28227.0,28227.0,0.0,112756.86408974236,112756.86408974236,0.0,0.0,0.0,0.0,-551.8329043255146,-551.8329043255146,0.0,99997122.41811216,99997122.41811216,0.0,99998294.41376898,99998294.41376898,0.0,0
A4,'Maria Ellend',22.48,1.0,1.0,27990.0,0.0,27990.0,32591.644875563223,0.0,32591.644875563223,0.0,0.0,0.0,-8.526512829121202e-14,0.0,-8.526512829121202e-14,-179.2540468155978,0.0,-179.2540468155978,0.0,0.0,0.0,0
