Time of calculation: 20210928-120248; value of objective: 552.5212124219993;  acc=20.0;  ec=0.25;  e_tax=0.15;  cfix=50000;  cvar=10000;  eta=0.011; mu=0.7; tf_at_peak=0.2;  hours_of_constant_charging=20;  i=0.05;  T=10
highway,name,asfinag_position,direction,asfinag_type,traffic_flow,traffic_flow_0,traffic_flow_1,energy_demand,energy_demand_0,energy_demand_1,pXi_dir,pYi_dir,pYi_dir_0,pYi_dir_1,pE_charged,pE_charged_0,pE_charged_1,pE_input,pE_input_0,pE_input_1,pE_output,pE_output_0,pE_output_1
A1,'Parkplatz Großraum’,27.42,2.0,2.0,25490.0,12193.0,13297.0,59974.3253495514,45433.2359044547,14541.0894450967,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.36046103830914,69.96718329286023,22.393277745448916
A1,'Steinhäusl',32.7,2.0,0.0,63195.9999999991,31485.9999999993,31709.9999999998,111561.5048226672,34431.8825500717,77129.6222725955,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,92.36046103830914,69.96718329286023,22.393277745448916,264.1651784652169,122.99228241997065,141.17289604524626
A1,'Kirchstetten',44.88,0.0,1.0,29897.9999954276,29897.9999954276,0.0,72732.0809427628,72732.0809427628,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,122.99228241997065,122.99228241997065,0.0,234.99968707182535,234.99968707182535,0.0
A1,'Kesselhof',44.88,1.0,1.0,30234.9999967191,0.0,30234.9999967191,109130.955699818,0.0,109130.955699818,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,141.17289604524626,0.0,141.17289604524626,309.23456782296626,0.0,309.23456782296626
A1,'St. Pölten',62.9,2.0,1.0,71148.0,35583.0,35565.0,227454.8494341069,128422.417400266,99032.4320338409,1.0,2.0,1.0,1.0,687.9210184581525,416.4693003503278,271.4517181078247,544.2342548947915,234.99968707182535,309.23456782296626,206.593704565164,16.300909517907485,190.2927950472565
A1,'Schallaburg',76.81,1.0,1.0,29188.0,0.0,29188.0,136934.360376389,0.0,136934.360376389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.2927950472565,0.0,190.2927950472565,401.17171002689554,0.0,401.17171002689554
A1,'Roggendorf',76.82,0.0,1.0,28377.0,28377.0,0.0,78562.3321961741,78562.3321961741,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,16.300909517907485,16.300909517907485,0.0,137.2869011000156,137.2869011000156,0.0
A1,'Ornding',88.04,0.0,1.0,27048.0,27048.0,0.0,60488.0749227046,60488.0749227046,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,137.2869011000156,137.2869011000156,0.0,230.4385364809807,230.4385364809807,0.0
A1,'Ybbs',100.32,1.0,0.0,27161.4044508388,0.0,27161.4044508388,104129.250667749,0.0,104129.250667749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.17171002689554,0.0,401.17171002689554,561.530756055229,0.0,561.530756055229
A1,'Kemmelbach',101.38,0.0,0.0,26898.0000000002,26898.0000000002,0.0,72226.1001687065,72226.1001687065,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,230.4385364809807,230.4385364809807,0.0,341.6667307407887,341.6667307407887,0.0
A1,'Viehdorf',118.17,0.0,1.0,25545.0,25545.0,0.0,92117.5706346928,92117.5706346928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.6667307407887,341.6667307407887,0.0,483.5277895182156,483.5277895182156,0.0
A1,'Amstetten',119.36,1.0,1.0,25407.0,0.0,25407.0,56128.5314279588,0.0,56128.5314279588,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,561.530756055229,0.0,561.530756055229,647.9686944542856,0.0,647.9686944542856
A1,'Parkplatz Zeillern’,124.31,0.0,2.0,24685.0,24685.0,0.0,24100.5747944984,24100.5747944984,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,483.5277895182156,483.5277895182156,0.0,520.6426747017431,520.6426747017431,0.0
A1,'Oed',130.52,1.0,2.0,26849.6920630665,0.0,26849.6920630665,69822.6737213844,0.0,69822.6737213844,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,647.9686944542856,0.0,647.9686944542856,755.4956119852175,0.0,755.4956119852175
A1,'Strengberg',136.0,0.0,0.0,25773.0,25773.0,0.0,60567.2870914444,60567.2870914444,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,520.6426747017431,520.6426747017431,0.0,613.9162968225676,613.9162968225676,0.0
A1,'Haag',143.54,1.0,0.0,28172.0,0.0,28172.0,72532.3838204059,0.0,72532.3838204059,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,755.4956119852175,0.0,755.4956119852175,867.1954830686426,0.0,867.1954830686426
A1,'Ennsblick',147.1,0.0,2.0,27181.0,27181.0,0.0,59900.9099344678,59900.9099344678,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,613.9162968225676,613.9162968225676,0.0,706.1636981216479,706.1636981216479,0.0
A1,'Parkplatz Ennsdorf’,152.88,0.0,2.0,26232.408315204,26232.408315204,0.0,30328.568123459,30328.568123459,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,706.1636981216479,706.1636981216479,0.0,752.8696930317749,752.8696930317749,0.0
A1,'Enns Süd',156.19,1.0,1.0,29648.7371150985,0.0,29648.7371150985,86236.6993060754,0.0,86236.6993060754,1.0,1.0,0.0,1.0,1000.0000000000013,0.0,1000.0000000000013,867.1954830686426,0.0,867.1954830686426,0.0,0.0,0.0
A1,'Enns Nord',156.79,0.0,1.0,29791.8873283766,29791.8873283766,0.0,22744.7688256149,22744.7688256149,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,752.8696930317749,752.8696930317749,0.0,787.8966370232217,787.8966370232217,0.0
A1,'Ansfelden Süd',170.93,1.0,0.0,46681.6462052378,0.0,46681.6462052378,108599.646702595,0.0,108599.646702595,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.24345592199438,0.0,167.24345592199438
A1,'Ansfelden Nord',171.01,0.0,0.0,48225.5889671851,48225.5889671851,0.0,137729.456478428,137729.456478428,0.0,1.0,1.0,1.0,0.0,1000.0000000000009,1000.0000000000009,0.0,787.8966370232217,787.8966370232217,0.0,0.0,0.0,0.0
A1,'Allhaming Süd',182.59,1.0,1.0,22273.0,0.0,22273.0,132032.004986223,0.0,132032.004986223,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,167.24345592199438,0.0,167.24345592199438,370.57274360077724,0.0,370.57274360077724
A1,'Allhaming Nord',182.6,0.0,1.0,22478.0,22478.0,0.0,52074.5961839218,52074.5961839218,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.19487812323916,80.19487812323916,0.0
A1,'Lindach Nord',212.26,0.0,0.0,24091.0,24091.0,0.0,143292.18694581,143292.18694581,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,80.19487812323916,80.19487812323916,0.0,300.8648460197853,300.8648460197853,0.0
A1,'Lindach Süd',212.27,1.0,0.0,24205.0,0.0,24205.0,88500.7129286602,0.0,88500.7129286602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.57274360077724,0.0,370.57274360077724,506.86384151091397,0.0,506.86384151091397
A1,'Hainbach Süd',230.7,1.0,1.0,16641.0,0.0,16641.0,43626.8866404899,0.0,43626.8866404899,1.0,1.0,0.0,1.0,574.0492469372699,0.0,574.0492469372699,506.86384151091397,0.0,506.86384151091397,0.0,0.0,0.0
A1,'Hainbach Nord',230.72,0.0,1.0,15023.0,15023.0,0.0,55447.0737267175,55447.0737267175,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,300.8648460197853,300.8648460197853,0.0,386.25333955892967,386.25333955892967,0.0
A1,'Straß',243.67,1.0,1.0,16828.6748354971,0.0,16828.6748354971,52286.933312582,0.0,52286.933312582,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5218773013761,0.0,80.5218773013761
A1,'Wildenhag Nord',243.76,0.0,2.0,17111.5468081707,17111.5468081707,0.0,44396.0737761594,44396.0737761594,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,386.25333955892967,386.25333955892967,0.0,454.6232931742146,454.6232931742146,0.0
A1,'Oberwang',251.03,0.0,1.0,15727.0,15727.0,0.0,23256.0522003105,23256.0522003105,0.0,1.0,1.0,1.0,0.0,490.4376135626933,490.4376135626933,0.0,454.6232931742146,454.6232931742146,0.0,0.0,0.0,0.0
A1,'Mondsee',259.23,2.0,0.0,31060.001681777,15727.0008823286,15333.0007994484,60471.650280389,25342.3953371595,35129.2549432295,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,80.5218773013761,0.0,80.5218773013761,173.64821873317447,39.02728881922542,134.62092991394906
