highway,name,asfinag_position,direction,asfinag_type,traffic_flow,traffic_flow_0,traffic_flow_1,energy_demand,energy_demand_0,energy_demand_1,pXi_dir,pYi_dir,pYi_dir_0,pYi_dir_1,pE_charged,pE_charged_0,pE_charged_1,pE_input,pE_input_0,pE_input_1,pE_output,pE_output_0,pE_output_1,X
A1,'Lindach Süd',212.27,1.0,0.0,24205.0,0.0,24205.0,88500.71292866017,0.0,88500.71292866017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444.6793093380993,0.0,1444.6793093380993,1931.4332304457303,0.0,1931.4332304457303,-0.0
A1,'Hainbach Süd',230.7,1.0,1.0,16641.0,0.0,16641.0,43626.88664048988,0.0,43626.88664048988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204.731432815405,0.0,1204.731432815405,1444.6793093380993,0.0,1444.6793093380993,1.0
A1,'Hainbach Nord',230.72,0.0,1.0,15023.0,15023.0,0.0,55447.073726717535,55447.073726717535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6588.848524450483,6588.848524450483,0.0,6893.807429947429,6893.807429947429,0.0,-0.0
A1,'Straß',243.67,1.0,1.0,16828.67483549712,0.0,16828.67483549712,52286.93331258195,0.0,52286.93331258195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917.1532995962043,0.0,917.1532995962043,1204.731432815405,0.0,1204.731432815405,1.0
A1,'Oberwang',251.03,0.0,1.0,15727.0,15727.0,0.0,64059.905884903295,64059.905884903295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6893.807429947429,6893.807429947429,0.0,7246.136912314398,7246.136912314398,0.0,1.0
A1,'Mondsee',259.23,2.0,0.0,31060.001681777,15727.000882328592,15333.000799448411,108891.47151975876,25342.39533715945,83549.07618259931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7703.770292906306,7246.136912314398,457.63338059190806,8302.673386264978,7385.520086668775,917.1532995962043,-0.0
A1,'Söllheim',286.46,1.0,0.0,28864.537464121862,0.0,28864.537464121862,82339.63927517904,0.0,82339.63927517904,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4.765364578423387,0.0,4.765364578423387,457.63338059190806,0.0,457.63338059190806,-0.0
A1,'Kasern',287.89,0.0,0.0,38922.8495638266,38922.8495638266,0.0,223019.90593909277,223019.90593909277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7385.520086668775,7385.520086668775,0.0,8612.129569333785,8612.129569333785,0.0,-0.0
A1,'Walserberg Süd',300.71,1.0,0.0,14880.00000000295,0.0,14880.00000000295,866.4299233497069,0.0,866.4299233497069,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.765364578423387,0.0,4.765364578423387,1.0
A1,'Walserberg Nord',300.73,0.0,0.0,12964.000000008587,12964.000000008587,0.0,33079.84748626592,33079.84748626592,0.0,1.0,9.0,9.0,0.0,8794.068730508248,8794.068730508248,0.0,8612.129569333785,8612.129569333785,0.0,0.0,0.0,0.0,-0.0
A10,'Golling Ost',28.76,1.0,0.0,19647.00094772099,0.0,19647.00094772099,119966.62316808572,0.0,119966.62316808572,1.0,3.0,0.0,3.0,2185.564488110721,0.0,2185.564488110721,1525.7480606862493,0.0,1525.7480606862493,0.0,0.0,0.0,1.0
A10,'Golling West',28.82,0.0,0.0,19875.000668287423,19875.000668287423,0.0,104378.50480107158,104378.50480107158,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0817764058937,574.0817764058937,0.0,-0.0
A10,'Eben Süd',59.21,2.0,0.0,31555.3674870556,15997.416619605658,15557.95086744994,63864.366982730906,73.98398827676816,63790.382994454136,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1748.5870212221394,574.0817764058937,1174.5052448162455,2099.8410396271593,574.4886883414159,1525.3523512857432,-0.0
A10,'Eben Nord',59.32,2.0,0.0,31554.16119307871,15997.1632592005,15556.997933878209,97642.35981166828,97570.41264793991,71.94716372837226,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2099.8410396271593,574.4886883414159,1525.3523512857432,2636.874018591335,1111.1259579050854,1525.7480606862493,-0.0
A10,'Tauernalm',79.79,2.0,0.0,21522.867721662667,10903.654559151322,10619.213162511343,88819.6820605424,44706.93514161317,44112.74691892924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2043.01109466722,1111.1259579050854,931.8851367621346,2531.5193460002033,1357.0141011839578,1174.5052448162455,0.0
A10,'Lungau',97.91,0.0,0.0,10877.0,10877.0,0.0,39524.43281357246,39524.43281357246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.0141011839578,1357.0141011839578,0.0,1574.3984816586062,1574.3984816586062,0.0,-0.0
A10,'Lanschütz',100.6,1.0,1.0,10558.5,0.0,10558.5,53393.23087724362,0.0,53393.23087724362,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,638.2223669372947,0.0,638.2223669372947,931.8851367621346,0.0,931.8851367621346,-0.0
A10,'Eisentratten',125.92,2.0,0.0,14180.999999999998,6877.999999999999,7302.999999999999,90988.98323942441,38359.86860817266,52629.11463125176,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1923.1607181240163,1574.3984816586062,348.76223646541007,2423.6001259408504,1785.3777590035559,638.2223669372947,0.0
A10,'Feistritz an der Drau',162.01,2.0,0.0,29679.0,14929.0,14750.0,170997.24647957023,107585.93075858656,63411.31572098366,1.0,3.0,3.0,-0.0,2377.1003781757818,2377.1003781757818,0.0,1785.3777590035559,1785.3777590035559,0.0,348.76223646541007,0.0,348.76223646541007,-0.0
A11,'Rosegg',9.04,2.0,0.0,9108.5,4306.5,4802.0,19444.03423128799,7806.040740767851,11637.99349052014,1.0,2.0,1.0,1.0,106.94218827208395,42.933224074223176,64.00896419786078,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
A12,'Angath Süd',14.1,2.0,0.0,39222.99999999994,19907.99999999997,19314.99999999997,56148.10872631689,56144.28825076325,3.820475553634762,0.0,3.0,-0.0,3.0,2891.8966100655703,0.0,2891.8966100655703,2891.8755974500255,0.0,2891.8755974500255,308.79358537919785,308.79358537919785,0.0,-0.0
A12,'Angath Nord',14.22,2.0,0.0,39222.99999999994,19907.99999999997,19314.99999999997,86003.9180407436,3.93776998818332,85999.98027075542,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2727.6692913400684,308.79358537919785,2418.8757059608706,3200.6908405641584,308.81524311413284,2891.8755974500255,1.0
A12,'Münster Nord',35.71,0.0,1.0,18334.0,18334.0,0.0,79565.35290639894,79565.35290639894,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,308.81524311413284,308.81524311413284,0.0,746.424684099327,746.424684099327,0.0,0.0
A12,'Münster Süd',36.25,1.0,1.0,18162.0,0.0,18162.0,51027.0984567292,0.0,51027.0984567292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2138.22666444886,0.0,2138.22666444886,2418.8757059608706,0.0,2418.8757059608706,-0.0
A12,'Vomp',50.47,1.0,0.0,24431.999999991072,0.0,24431.999999991072,22234.356307397185,0.0,22234.356307397185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.9377047581756,0.0,2015.9377047581756,2138.22666444886,0.0,2138.22666444886,-0.0
A12,'Weer',54.8,0.0,0.0,24110.000189607712,24110.000189607712,0.0,91922.39487971723,91922.39487971723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.424684099327,746.424684099327,0.0,1251.9978559377719,1251.9978559377719,0.0,-0.0
A12,'Weer Süd',55.0,1.0,1.0,24141.001987531265,0.0,24141.001987531265,197089.950526282,0.0,197089.950526282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.9429768636247,0.0,931.9429768636247,2015.9377047581756,0.0,2015.9377047581756,0.0
A12,'Ampaß',72.07,0.0,0.0,35539.999996608014,35539.999996608014,0.0,123154.22328142951,123154.22328142951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1251.9978559377719,1251.9978559377719,0.0,1929.3460839856343,1929.3460839856343,0.0,1.0
A12,'Zirl-Inzing',91.77,0.0,1.0,20799.0,20799.0,0.0,82023.58476167452,82023.58476167452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1929.3460839856343,1929.3460839856343,0.0,2380.475800174844,2380.475800174844,0.0,1.0
A12,'Pettnau',95.81,2.0,0.0,37922.0,18889.0,19033.0,165593.5507511032,14638.245573299051,150955.30517780414,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2482.164598560546,2380.475800174844,101.6887983857019,3392.9291276916138,2460.986150827989,931.9429768636247,1.0
A12,'Mils',135.51,2.0,0.0,19502.000000000833,10262.00000000003,9240.000000000804,99879.26500112754,81390.39256736355,18488.872433763983,1.0,3.0,3.0,-0.0,2908.6333099484887,2908.6333099484887,0.0,2460.986150827989,2460.986150827989,0.0,101.6887983857019,0.0,101.6887983857019,0.0
A13,'Europabrücke',8.27,2.0,0.0,41638.0,21023.0,20615.0,70370.3325587005,34547.02051314864,35823.31204555185,0.0,1.0,-0.0,1.0,464.359466920605,0.0,464.359466920605,267.33125067006983,0.0,267.33125067006983,190.0086128223175,190.0086128223175,0.0,1.0
A13,'Matrei West',16.79,0.0,0.0,15161.0,15161.0,0.0,25846.426928735076,25846.426928735076,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,190.0086128223175,190.0086128223175,0.0,332.1639609303604,332.1639609303604,0.0,-0.0
A13,'Matrei Ost',16.95,2.0,0.0,29983.0,15161.0,14822.0,36929.252580801745,499.30355502003806,36429.94902578171,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,399.1304919586309,332.1639609303604,66.96653102827048,602.2413811530405,334.9101304829706,267.33125067006983,-0.0
A13,'Nößlach',26.91,2.0,1.0,12027.916375220364,12027.916375220364,0.0,26003.24170150209,26003.24170150209,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,334.9101304829706,334.9101304829706,0.0,477.9279598412321,477.9279598412321,0.0,1.0
A13,'Gries Ost',29.15,1.0,0.0,11601.99774413572,0.0,11601.99774413572,11387.01827145676,0.0,11387.01827145676,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4.337930535258301,0.0,4.337930535258301,66.96653102827048,0.0,66.96653102827048,-0.0
A13,'Gries West',29.54,0.0,0.0,12036.99974796117,12036.99974796117,0.0,4238.013247571624,4238.013247571624,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,477.9279598412321,477.9279598412321,0.0,501.23703270287604,501.23703270287604,0.0,0.0
A13,'Brennersee',33.44,0.0,0.0,12037.0,12037.0,0.0,9408.316380843364,9408.316380843364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.23703270287604,501.23703270287604,0.0,552.9827727975145,552.9827727975145,0.0,-0.0
A13,'Brennerpaß',34.16,2.0,0.0,23639.0,12037.0,11602.0,2518.3592467820863,1729.6446040078497,788.7146427742366,1.0,1.0,1.0,-0.0,562.4958181195576,562.4958181195576,0.0,552.9827727975145,552.9827727975145,0.0,4.337930535258301,0.0,4.337930535258301,-0.0
A14,'Hörbranz’,0.0,2.0,1.0,11914.47538487758,11914.47538487758,0.0,580.5002038524873,580.5002038524873,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19275112118868,3.19275112118868,0.0,-0.0
A14,'Hohenems',24.48,2.0,0.0,53333.40958305029,26852.092271153047,26481.317311897245,325972.7230756362,129158.23498549042,196814.48809014575,1.0,3.0,1.0,2.0,1796.0427280371878,713.563043541386,1082.4796844958016,3.19275112118868,3.19275112118868,0.0,0.0,0.0,0.0,-0.0
A2,'Guntramsdorf',14.43,2.0,0.0,106539.0608322543,54671.885978190505,51867.17485406379,341487.5079237672,158457.9372379927,183029.57068577447,0.0,8.0,-0.0,8.0,7610.232652413739,0.0,7610.232652413739,6603.570013641979,0.0,6603.570013641979,871.5186548089598,871.5186548089598,0.0,0.0
A2,'Leobersdorf',32.08,1.0,1.0,39540.0,0.0,39540.0,56942.74699600472,0.0,56942.74699600472,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,6290.384905163954,0.0,6290.384905163954,6603.570013641979,0.0,6603.570013641979,-0.0
A2,'Triestingtal',32.08,0.0,1.0,40445.0,40445.0,0.0,143069.6923848394,143069.6923848394,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,871.5186548089598,871.5186548089598,0.0,1658.4019629255765,1658.4019629255765,0.0,-0.0
A2,'Föhrenberg',39.31,1.0,0.0,39539.98215618593,0.0,39539.98215618593,93778.97588690832,0.0,93778.97588690832,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,5774.600537785957,0.0,5774.600537785957,6290.384905163954,0.0,6290.384905163954,1.0
A2,'Bad Fischau',40.93,0.0,0.0,37535.00000001001,37535.00000001001,0.0,66634.96786186735,66634.96786186735,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1658.4019629255765,1658.4019629255765,0.0,2024.894286165847,2024.894286165847,0.0,-0.0
A2,'Steinfeld',50.35,0.0,1.0,32434.00031526797,32434.00031526797,0.0,59928.40402750363,59928.40402750363,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2024.894286165847,2024.894286165847,0.0,2354.500508317117,2354.500508317117,0.0,1.0
A2,'Wr. Neustadt',51.18,1.0,1.0,31158.00000000052,0.0,31158.00000000052,172010.8435859857,0.0,172010.8435859857,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4828.540898063036,0.0,4828.540898063036,5774.600537785957,0.0,5774.600537785957,1.0
A2,'Zöbern',78.76,2.0,0.0,34076.0,17853.0,16223.0,127688.39957479399,101778.6326400082,25909.766934785785,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,7040.537688238832,2354.500508317117,4686.037179921715,7742.823885900198,2914.2829878371617,4828.540898063036,-0.0
A2,'Schäffern Ost',86.7,1.0,1.0,16223.0,0.0,16223.0,61123.2530374171,0.0,61123.2530374171,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4349.859288215921,0.0,4349.859288215921,4686.037179921715,0.0,4686.037179921715,-0.0
A2,'Loipersdorf',105.5,2.0,0.0,27899.0,14612.0,13287.0,154018.46142676251,78390.34012413416,75628.12130262834,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,6848.187608888627,2914.2829878371617,3933.9046210514653,7695.28914673582,3345.4298585198994,4349.859288215921,-0.0
A2,'Hainersdorf',133.87,0.0,1.0,16034.999999999998,16034.999999999998,0.0,90554.39668407534,90554.39668407534,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,3345.4298585198994,3345.4298585198994,0.0,3843.4790402823137,3843.4790402823137,0.0,1.0
A2,'Bad Blumau',134.06,1.0,1.0,14879.0,0.0,14879.0,59355.30955245131,0.0,59355.30955245131,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,3607.450418512983,0.0,3607.450418512983,3933.9046210514653,0.0,3933.9046210514653,1.0
A2,'Arnwiesen',154.1,2.0,0.0,36495.0010822289,19529.0004964994,16966.000585729496,135214.80430038154,78775.931104602,56438.87319577954,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,7140.515656218509,3843.4790402823137,3297.0366159361956,7884.197079870608,4276.746661357624,3607.450418512983,-0.0
A2,'Laßnitzhöhe Nord',170.16,0.0,1.0,27470.0,27470.0,0.0,89210.41764080411,89210.41764080411,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,4276.746661357624,4276.746661357624,0.0,4767.403958382047,4767.403958382047,0.0,-0.0
A2,'Laßnitzhöhe Süd',170.65,1.0,1.0,29743.0,0.0,29743.0,119872.94775894134,0.0,119872.94775894134,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2637.7354032620183,0.0,2637.7354032620183,3297.0366159361956,0.0,3297.0366159361956,-0.0
A2,'Kaiserwald',190.77,2.0,0.0,42649.00410506857,21967.00248080555,20682.001624263023,212311.14271654858,90269.44009665956,122041.70261988904,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,6733.909997234676,4767.403958382047,1966.5060388526288,7901.621282175693,5263.885878913674,2637.7354032620183,1.0
A2,'Herzogberg Nord',220.13,0.0,1.0,8807.00000002098,8807.00000002098,0.0,51848.951152018446,51848.951152018446,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5263.885878913674,5263.885878913674,0.0,5549.055110249776,5549.055110249776,0.0,-0.0
A2,'Herzogberg Süd',220.19,1.0,1.0,8120.999999999229,0.0,8120.999999999229,24362.120249568077,0.0,24362.120249568077,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1832.5143774800044,0.0,1832.5143774800044,1966.5060388526288,0.0,1966.5060388526288,1.0
A2,'Pack',235.21,2.0,0.0,16928.0,8807.0,8120.999999999999,107246.45859213948,26540.01416042541,80706.44443171406,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,6937.6840433553525,5549.055110249776,1388.628933105577,7527.53956561212,5695.0251881321155,1832.5143774800044,-0.0
A2,'Völkermarkt',285.09,2.0,0.0,21133.0,10779.0,10354.0,137900.08595592296,107121.63089883584,30778.45505708712,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,6914.372618423713,5695.0251881321155,1219.347430291598,7672.82309118129,6284.194158075713,1388.628933105577,-0.0
A2,'Grafenstein Süd',300.0,1.0,1.0,13587.999999999998,0.0,13587.999999999998,81445.24169896843,0.0,81445.24169896843,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,771.3986009472715,0.0,771.3986009472715,1219.347430291598,0.0,1219.347430291598,-0.0
A2,'Grafenstein Nord',300.0,0.0,1.0,13362.0,13362.0,0.0,39644.441582321415,39644.441582321415,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,6284.194158075713,6284.194158075713,0.0,6502.238586778481,6502.238586778481,0.0,1.0
A2,'Wörthersee',340.13,2.0,0.0,38076.99999701492,19452.999998289542,18623.999998725383,149916.98024786788,116709.63960631324,33207.340641554634,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,7090.996814197201,6502.238586778481,588.7582274187209,7915.540205560475,7144.1416046132035,771.3986009472715,-0.0
A2,'Dreiländereck Süd',374.17,2.0,0.0,29010.99995582863,9394.99999993558,19615.999955893047,113634.3848593006,63912.37234872594,49722.012510574656,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,7459.428763223764,7144.1416046132035,315.2871586105604,8084.417879949917,7495.659652531196,588.7582274187209,-0.0
A2,'Dreiländereck Nord',374.27,2.0,0.0,24357.99999982947,9394.999999829468,14963.000000000002,57429.86785277845,104.92992358564643,57324.937929192805,1.0,8.0,8.0,-0.0,7496.236767110917,7496.236767110917,0.0,7495.659652531196,7495.659652531196,0.0,315.2871586105604,0.0,315.2871586105604,-0.0
A21,'Alland',14.68,2.0,0.0,40163.5,20093.0,20070.5,103417.58750904436,49420.33889377227,53997.24861527208,0.0,1.0,-0.0,1.0,296.9848673839964,0.0,296.9848673839964,0.0,0.0,0.0,271.8118639157475,271.8118639157475,0.0,-0.0
A21,'Hinterbrühl',26.99,0.0,1.0,19730.962284466663,19730.962284466663,0.0,44502.271823291965,44502.271823291965,0.0,1.0,1.0,1.0,0.0,516.5743589438533,516.5743589438533,0.0,271.8118639157475,271.8118639157475,0.0,0.0,0.0,0.0,1.0
A22,'Korneuburg West',18.04,1.0,0.0,32131.000000493023,0.0,32131.000000493023,63932.21893438356,0.0,63932.21893438356,1.0,1.0,0.0,1.0,401.1808715582133,0.0,401.1808715582133,49.553667419103746,0.0,49.553667419103746,0.0,0.0,0.0,-0.0
A22,'Korneuburg Ost',18.12,0.0,0.0,32321.000000000007,32321.000000000007,0.0,116866.4197787237,116866.4197787237,0.0,1.0,1.0,1.0,0.0,642.7653087829804,642.7653087829804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A22,'Stockerau',28.09,1.0,0.0,30190.007584098337,0.0,30190.007584098337,9009.757712564318,0.0,9009.757712564318,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.553667419103746,0.0,49.553667419103746,0.0
A25,'Pucking',5.97,0.0,1.0,21620.0,21620.0,0.0,25350.64141680889,25350.64141680889,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.42852779244888,139.42852779244888,0.0,1.0
A25,'Wels',13.06,2.0,0.0,49975.503210327646,25078.48219887029,24897.02101145736,71240.92245977157,35488.490093098524,35752.43236667305,1.0,2.0,1.0,1.0,531.2536013211925,334.61522330449077,196.63837801670175,139.42852779244888,139.42852779244888,0.0,0.0,0.0,0.0,1.0
A3,'Hornstein',28.0,2.0,0.0,35088.0,17427.0,17661.0,114520.76259901357,66852.17460927166,47668.58798974191,1.0,2.0,1.0,1.0,629.8641942945746,367.6869603509941,262.17723394358046,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
A4,'Simmering',2.45,0.0,0.0,35371.78969176939,35371.78969176939,0.0,22257.83857434953,22257.83857434953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.41811215892241,122.41811215892241,0.0,-0.0
A4,'Fischamend',22.33,0.0,1.0,28227.0,28227.0,0.0,112756.86408974236,112756.86408974236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.41811215892241,122.41811215892241,0.0,742.5808646525054,742.5808646525054,0.0,1.0
A4,'Maria Ellend',22.48,1.0,1.0,27990.0,0.0,27990.0,32591.644875563223,0.0,32591.644875563223,1.0,2.0,0.0,2.0,1127.8546931755927,0.0,1127.8546931755927,948.600646359995,0.0,948.600646359995,0.0,0.0,0.0,-0.0
A4,'Göttlesbrunn',28.04,2.0,0.0,47550.0,24272.0,23278.0,199378.60737736453,28046.547072865586,171332.06030449894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.8551793377563,742.5808646525054,6.2743146852509355,1845.437519913261,896.8368735532661,948.600646359995,1.0
