Time of calculation: 20210928-130651; value of objective: -743.7482061154503;  acc=20.0;  ec=0.25;  e_tax=0.15;  cfix=50000;  cvar=10000;  eta=0.011; mu=0.8; tf_at_peak=0.14;  hours_of_constant_charging=20;  i=0.05;  T=10
highway,name,asfinag_position,direction,asfinag_type,traffic_flow,traffic_flow_0,traffic_flow_1,energy_demand,energy_demand_0,energy_demand_1,pXi_dir,pYi_dir,pYi_dir_0,pYi_dir_1,pE_charged,pE_charged_0,pE_charged_1,pE_input,pE_input_0,pE_input_1,pE_output,pE_output_0,pE_output_1
A1,'Parkplatz Großraum’,27.42,2.0,2.0,25490.0,12193.0,13297.0,59974.3253495514,45433.2359044547,14541.0894450967,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.88836883064734,55.9737466342882,17.914622196359137
A1,'Steinhäusl',32.7,2.0,0.0,63195.9999999991,31485.9999999993,31709.9999999998,111561.5048226672,34431.8825500717,77129.6222725955,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,73.88836883064734,55.9737466342882,17.914622196359137,211.33214277217382,98.39382593597679,112.93831683619705
A1,'Kirchstetten',44.88,0.0,1.0,29897.9999954276,29897.9999954276,0.0,72732.0809427628,72732.0809427628,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,98.39382593597679,98.39382593597679,0.0,187.99974965746082,187.99974965746082,0.0
A1,'Kesselhof',44.88,1.0,1.0,30234.9999967191,0.0,30234.9999967191,109130.955699818,0.0,109130.955699818,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,112.93831683619705,0.0,112.93831683619705,247.38765425837306,0.0,247.38765425837306
A1,'St. Pölten',62.9,2.0,1.0,71148.0,35583.0,35565.0,227454.8494341069,128422.417400266,99032.4320338409,1.0,12.0,6.0,6.0,586.6164919702319,300.0000000000001,286.6164919702318,435.3874039158339,187.99974965746082,247.38765425837306,128.99528644842178,46.216167894588466,82.77911855383331
A1,'Schallaburg',76.81,1.0,1.0,29188.0,0.0,29188.0,136934.360376389,0.0,136934.360376389,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,82.77911855383331,0.0,82.77911855383331,251.4822505375446,0.0,251.4822505375446
A1,'Roggendorf',76.82,0.0,1.0,28377.0,28377.0,0.0,78562.3321961741,78562.3321961741,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,46.216167894588466,46.216167894588466,0.0,143.00496116027495,143.00496116027495,0.0
A1,'Ornding',88.04,0.0,1.0,27048.0,27048.0,0.0,60488.0749227046,60488.0749227046,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,143.00496116027495,143.00496116027495,0.0,217.526269465047,217.526269465047,0.0
A1,'Ybbs',100.32,1.0,0.0,27161.4044508388,0.0,27161.4044508388,104129.250667749,0.0,104129.250667749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.4822505375446,0.0,251.4822505375446,379.76948736021143,0.0,379.76948736021143
A1,'Kemmelbach',101.38,0.0,0.0,26898.0000000002,26898.0000000002,0.0,72226.1001687065,72226.1001687065,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,217.526269465047,217.526269465047,0.0,306.50882487289334,306.50882487289334,0.0
