Autobahn,Name,Standort,Richtung,Art,Fluss,Fluss_0,Energiebedarf,Energiebedarf_0,pXi_dir,pYi_dir,pYi_dir_0,pE_charged,pE_charged_0,pE_input,pE_input_0,pE_output,pE_output_0,Fluss_1,Energiebedarf_1,pYi_dir_1,pE_charged_1,pE_input_1,pE_output_1
'A09','Kalwang',106.26,0.0,1.0,10938.5,10938.5,26755.6,26755.6,1.0,1.0,1.0,181.9158,181.9158,163.6118079310345,163.6118079310345,61.96280793103449,61.96280793103449,0.0,0.0,0.0,0.0,0.0,0.0
'A09','Ardning West',66.04,0.0,2.0,7526.8,7526.8,16559.0,16559.0,-0.0,0.0,-0.0,0.0,0.0,89.3121,89.3121,138.9891,138.9891,0.0,0.0,0.0,0.0,0.0,0.0
'A09','Feldkirchen',186.97,1.0,2.0,29468.6,0.0,147461.0,0.0,1.0,1.0,0.0,400.0,0.0,121.22880793103451,0.0,163.6118079310345,0.0,29468.6,147461.0,1.0,400.0,121.22880793103451,163.6118079310345
'A09','Rottenmann/Süd',78.18,0.0,2.0,11271.6,11271.6,27367.4,27367.4,1.0,1.0,1.0,160.65069206896553,160.65069206896553,138.9891,138.9891,60.44060793103449,60.44060793103449,0.0,0.0,0.0,0.0,0.0,0.0
'A09','Premstätten',192.48,0.0,1.0,29891.5,29891.5,139593.3,139593.3,1.0,1.0,1.0,400.0000000000002,400.0000000000002,144.83190793103472,144.83190793103472,163.6118079310345,163.6118079310345,0.0,0.0,0.0,0.0,0.0,0.0
'A09','Gaishorn',92.11,1.0,1.0,12223.7,0.0,15670.8,0.0,1.0,0.0,0.0,0.0,0.0,116.59940793103446,0.0,163.61180793103446,0.0,12223.7,15670.8,0.0,0.0,116.59940793103446,163.61180793103446
'A09','St. Michael',135.01,0.0,2.0,13232.9,13232.9,36390.6,36390.6,1.0,1.0,1.0,245.259,245.259,163.6118079310345,163.6118079310345,27.52460793103452,27.52460793103452,0.0,0.0,0.0,0.0,0.0,0.0
'A09','Maisdorf/Ost',12.66,1.0,2.0,12209.9,0.0,30915.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,92.7465,0.0,12209.9,30915.5,0.0,0.0,0.0,92.7465
'A09','Eggenfeld',169.13,0.0,2.0,22115.1,22115.1,31757.3,31757.3,-0.0,0.0,-0.0,0.0,0.0,49.56000793103472,49.56000793103472,144.83190793103472,144.83190793103472,0.0,0.0,0.0,0.0,0.0,0.0
'A09','Kammern Süd',121.26,2.0,0.0,23995.199999999997,11294.3,34086.2,33883.0,0.0,0.0,0.0,0.0,0.0,61.96280793103449,61.96280793103449,164.2214079310345,163.6118079310345,12700.9,203.2,-0.0,0.0,0.0,0.6096
'A09','Trieben',85.7,2.0,0.0,23072.4,10848.7,35361.1,16316.5,-0.0,0.0,-0.0,0.0,0.0,119.90621586206896,60.44060793103449,225.98951586206897,109.39010793103449,12223.7,19044.6,0.0,0.0,59.46560793103448,116.59940793103446
'A09','Gralla Ost',211.45,1.0,0.0,22788.5,0.0,68046.3,0.0,1.0,1.0,0.0,204.1389,0.0,0.0,0.0,0.0,0.0,22788.5,68046.3,1.0,204.1389,0.0,0.0
'A09','Pyhrn-Priel West',55.04,0.0,1.0,7968.6,7968.6,29770.7,29770.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.3121,89.3121,0.0,0.0,0.0,0.0,0.0,0.0
'A09','Thalerhof',196.52,1.0,2.0,25429.7,0.0,48570.7,0.0,1.0,1.0,0.0,309.32390793103446,0.0,163.6118079310345,0.0,0.0,0.0,25429.7,48570.7,1.0,309.32390793103446,163.6118079310345,0.0
'A09','Übelbach 1',154.16,1.0,2.0,13465.8,0.0,40020.3,0.0,1.0,1.0,0.0,210.9101920689653,0.0,149.13899999999978,0.0,58.289707931034506,0.0,13465.8,40020.3,1.0,210.9101920689653,149.13899999999978,58.289707931034506
'A09','Deutschfeistritz',161.95,2.0,0.0,25437.5,11971.7,39440.100000000006,18460.4,1.0,1.0,1.0,169.43299999999977,169.43299999999977,221.901515862069,163.6118079310345,170.7888158620692,49.56000793103472,13465.8,20979.7,0.0,0.0,58.289707931034506,121.22880793103451
'A09','St. Pankraz',36.36,2.0,0.0,20088.3,9088.3,95091.4,42951.4,1.0,2.0,1.0,460.25520000000006,211.08870000000002,174.981,82.2345,0.0,0.0,11000.0,52140.0,1.0,249.1665,92.7465,0.0
'A09','Ardning Ost',65.96,1.0,2.0,9076.7,0.0,53734.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,161.202,0.0,9076.7,53734.0,0.0,0.0,0.0,161.202
'A09','Hinterlainsach/Ost',139.16,0.0,2.0,11151.5,11151.5,9255.7,9255.7,-0.0,0.0,-0.0,0.0,0.0,27.52460793103452,27.52460793103452,55.29170793103452,55.29170793103452,0.0,0.0,0.0,0.0,0.0,0.0
'A09','Hinterlainsach/West',139.3,1.0,2.0,12622.3,0.0,9214.3,0.0,1.0,0.0,0.0,0.0,0.0,121.49609999999979,0.0,149.13899999999978,0.0,12622.3,9214.3,-0.0,0.0,121.49609999999979,149.13899999999978
'A09','Treglwang',94.03,0.0,2.0,10848.7,10848.7,18073.9,18073.9,0.0,0.0,0.0,0.0,0.0,109.39010793103449,109.39010793103449,163.6118079310345,163.6118079310345,0.0,0.0,0.0,0.0,0.0,0.0
'A10','Buchberg',46.5,0.0,2.0,35799.0,35799.0,44104.4,44104.4,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,132.3132,132.3132,0.0,0.0,0.0,0.0,0.0,0.0
'A10','Seeboden',141.72,1.0,2.0,20457.0,0.0,64644.1,0.0,1.0,1.0,0.0,347.55959999999993,0.0,163.6118079310345,0.0,9.984507931034557,0.0,20457.0,64644.1,1.0,347.55959999999993,163.6118079310345,9.984507931034557
'A10','Rohr',71.25,0.0,2.0,21809.0,21809.0,52036.3,52036.3,1.0,1.0,1.0,158.1501,158.1501,2.0412,2.0412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'A10','Lanschütz',100.6,1.0,1.0,18238.9,0.0,75910.2,0.0,1.0,1.0,0.0,391.3424079310345,0.0,163.6118079310345,0.0,0.0,0.0,18238.9,75910.2,1.0,391.3424079310345,163.6118079310345,0.0
'A10','Wolfsberg',142.25,0.0,2.0,18559.6,18559.6,60615.7,60615.7,1.0,1.0,1.0,315.8832,315.8832,134.03609999999998,134.03609999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'A10','Hohenwerfen',40.34,0.0,2.0,35799.0,35799.0,82481.0,82481.0,1.0,1.0,1.0,247.443,247.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'A10','Eben Nord',59.32,2.0,0.0,63139.2,30928.5,1389.0,680.4,-0.0,0.0,-0.0,0.0,0.0,161.4860079310345,0.0,165.6530079310345,2.0412,32210.7,708.6,-0.0,0.0,161.4860079310345,163.6118079310345
'A10','Untersberg/Ost',4.37,1.0,2.0,76136.3,0.0,66543.1,0.0,1.0,1.0,0.0,199.62930000000003,0.0,0.0,0.0,0.0,0.0,76136.3,66543.1,1.0,199.62930000000003,0.0,0.0
'A10','Bruderloch',17.53,1.0,2.0,52276.1,0.0,137590.6,0.0,1.0,1.0,0.0,400.0,0.0,0.0,0.0,12.771799999999985,0.0,52276.1,137590.6,1.0,400.0,0.0,12.771799999999985
'A10','Lungau',97.91,0.0,0.0,16285.0,16285.0,59016.9,59016.9,1.0,1.0,1.0,111.70419206896545,111.70419206896545,98.26529999999994,98.26529999999994,163.6118079310345,163.6118079310345,0.0,0.0,0.0,0.0,0.0,0.0
'A10','Eisentratten',125.92,2.0,0.0,35113.7,16584.5,138510.4,44678.7,0.0,1.0,0.0,117.88329206896549,0.0,0.0,0.0,297.64790793103447,134.03609999999998,18529.2,93831.7,1.0,117.88329206896549,0.0,163.6118079310345
'A10','Feistritz an der Drau',162.01,2.0,0.0,49887.4,24538.2,136114.1,96975.0,1.0,2.0,1.0,571.9541079310345,290.925,163.61180793103455,0.0,0.0,0.0,25349.2,39139.1,1.0,281.02910793103456,163.61180793103455,0.0
'A10','Tauernalm',79.79,2.0,0.0,39077.4,19177.5,114225.4,32755.1,0.0,1.0,0.0,244.41090000000003,0.0,163.6118079310345,0.0,261.8771079310344,98.26529999999994,19899.9,81470.3,1.0,244.41090000000003,163.6118079310345,163.6118079310345
'A10','Rennweg',112.45,0.0,2.0,15465.3,15465.3,44973.1,44973.1,1.0,1.0,1.0,298.5311079310345,298.5311079310345,163.6118079310345,163.6118079310345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'A10','Eben Süd',59.21,2.0,0.0,63139.2,30928.5,274783.69999999995,78620.4,1.0,3.0,1.0,958.7900999999999,368.1744,295.9250079310345,132.3132,161.4860079310345,0.0,32210.7,196163.3,2.0,590.6157,163.6118079310345,161.4860079310345
'A10','Golling West',28.82,0.0,0.0,47112.4,47112.4,231227.9,231227.9,1.0,2.0,2.0,693.6837,693.6837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'A10','Kamering',154.29,1.0,2.0,20369.6,0.0,51209.1,0.0,1.0,0.0,0.0,0.0,0.0,9.984507931034557,0.0,163.61180793103455,0.0,20369.6,51209.1,0.0,0.0,9.984507931034557,163.61180793103455
'A10','Glanegg/West',4.28,0.0,2.0,79078.4,79078.4,67691.1,67691.1,1.0,1.0,1.0,203.07330000000002,203.07330000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'A10','Golling Ost',28.76,1.0,0.0,47115.8,0.0,105822.1,0.0,1.0,1.0,0.0,166.62629206896554,0.0,12.771799999999985,0.0,163.6118079310345,0.0,47115.8,105822.1,1.0,166.62629206896554,12.771799999999985,163.6118079310345
'A11','Rosegg',9.04,2.0,0.0,157427.0,79388.1,251695.6,143533.7,1.0,3.0,2.0,830.6011000000001,430.60110000000003,75.51429999999999,0.0,0.0,0.0,78038.9,108161.9,1.0,400.0,75.51429999999999,0.0
'A11','St. Niklas/Nord',2.11,1.0,2.0,76136.3,0.0,32129.5,0.0,1.0,1.0,0.0,20.87420000000003,0.0,0.0,0.0,75.51429999999999,0.0,76136.3,32129.5,1.0,20.87420000000003,0.0,75.51429999999999
'A12','Haiming Süd',118.5,1.0,2.0,18529.2,0.0,56328.7,0.0,1.0,1.0,0.0,244.3827,0.0,75.3966,0.0,0.0,0.0,18529.2,56328.7,1.0,244.3827,75.3966,0.0
'A12','Telfs Süd',103.3,1.0,2.0,16777.2,0.0,25132.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.3966,0.0,16777.2,25132.2,0.0,0.0,0.0,75.3966
'A12','Imst Süd',133.49,1.0,2.0,18332.6,0.0,54961.1,0.0,1.0,1.0,0.0,164.8833,0.0,0.0,0.0,0.0,0.0,18332.6,54961.1,1.0,164.8833,0.0,0.0
'A12','Langkampfen Süd',9.32,1.0,2.0,77953.1,0.0,145304.6,0.0,1.0,1.0,0.0,272.30199206896555,0.0,0.0,0.0,163.6118079310345,0.0,77953.1,145304.6,1.0,272.30199206896555,0.0,163.6118079310345
'A12','Vomp',50.47,1.0,0.0,32210.7,0.0,91607.3,0.0,1.0,1.0,0.0,400.0,0.0,163.61180793103472,0.0,38.433707931034746,0.0,32210.7,91607.3,1.0,400.0,163.61180793103472,38.433707931034746
'A12','Kronburg Zams',142.7,0.0,2.0,18559.6,18559.6,26688.7,26688.7,1.0,1.0,1.0,169.86940793103446,169.86940793103446,89.80330793103445,89.80330793103445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'A12','Volders/Karlskirche',64.18,1.0,2.0,22784.3,0.0,41831.9,0.0,1.0,1.0,0.0,251.47810793103477,0.0,125.98240793103476,0.0,0.0,0.0,22784.3,41831.9,1.0,251.47810793103477,125.98240793103476,0.0
'A12','Zirl-Inzing',91.77,0.0,1.0,16285.0,16285.0,18760.3,18760.3,1.0,1.0,1.0,165.53520000000594,165.53520000000594,163.6118079310345,163.6118079310345,54.357507931028536,54.357507931028536,0.0,0.0,0.0,0.0,0.0,0.0
'A12','Angath Süd',14.1,2.0,0.0,105107.70000000001,52708.4,198731.40000000002,148637.7,1.0,2.0,1.0,707.9465999999998,400.0,163.6118079310345,0.0,51.85940793103475,45.91310000000004,52399.3,50093.7,1.0,307.94659999999976,163.6118079310345,5.946307931034712
'A12','Imst Nord',133.84,0.0,2.0,16894.1,16894.1,103087.9,103087.9,1.0,1.0,1.0,400.0,400.0,163.6118079310345,163.6118079310345,72.87550793103446,72.87550793103446,0.0,0.0,0.0,0.0,0.0,0.0
'A12','Weer',54.8,0.0,0.0,30928.5,30928.5,118085.2,118085.2,1.0,2.0,2.0,498.2635920689655,498.2635920689655,157.39929999999998,157.39929999999998,13.391307931034476,13.391307931034476,0.0,0.0,0.0,0.0,0.0,0.0
'A12','Hall in Tirol',66.28,0.0,2.0,21809.0,21809.0,50073.5,50073.5,0.0,0.0,0.0,0.0,0.0,13.391307931034476,13.391307931034476,163.6118079310345,163.6118079310345,0.0,0.0,0.0,0.0,0.0,0.0
'A12','Weer Süd',55.0,1.0,1.0,32210.7,0.0,29182.9,0.0,1.0,0.0,0.0,0.0,0.0,38.433707931034746,0.0,125.98240793103476,0.0,32210.7,29182.9,0.0,0.0,38.433707931034746,125.98240793103476
'A12','Angath Nord',14.22,2.0,0.0,104962.29999999999,52636.7,2519.1,1263.3,0.0,0.0,0.0,0.0,0.0,51.85940793103475,45.91310000000004,59.41670793103474,49.70300000000003,52325.6,1255.8,-0.0,0.0,5.946307931034712,9.713707931034712
'A12','Ampaß',72.07,0.0,0.0,21809.0,21809.0,25254.8,25254.8,1.0,1.0,1.0,236.16449999999998,236.16449999999998,163.6118079310345,163.6118079310345,3.2117079310345105,3.2117079310345105,0.0,0.0,0.0,0.0,0.0,0.0
'A12','Telfs Nord',103.33,0.0,2.0,15465.3,15465.3,23259.8,23259.8,0.0,0.0,0.0,0.0,0.0,93.83240793103451,93.83240793103451,163.6118079310345,163.6118079310345,0.0,0.0,0.0,0.0,0.0,0.0
'A12','Pettnau',95.81,2.0,0.0,34523.9,16285.0,69407.0,13158.3,0.0,1.0,0.0,168.74609999999998,0.0,54.357507931028536,54.357507931028536,93.83240793103451,93.83240793103451,18238.9,56248.7,1.0,168.74609999999998,0.0,0.0
'A12','Kematen',86.01,0.0,2.0,19177.5,19177.5,53466.7,53466.7,0.0,0.0,0.0,0.0,0.0,3.2117079310345105,3.2117079310345105,163.6118079310345,163.6118079310345,0.0,0.0,0.0,0.0,0.0,0.0
'A12','Mils',135.51,2.0,0.0,35226.7,16894.1,13049.0,5642.6,0.0,1.0,0.0,22.2192,0.0,72.87550793103446,72.87550793103446,89.80330793103445,89.80330793103445,18332.6,7406.4,1.0,22.2192,0.0,0.0
'A12','Münster Süd',36.25,1.0,1.0,41904.8,0.0,184632.7,0.0,1.0,1.0,0.0,400.0,0.0,9.713707931034712,0.0,163.61180793103472,0.0,41904.8,184632.7,1.0,400.0,9.713707931034712,163.61180793103472
'A12','Sieglanger',80.39,1.0,2.0,19899.9,0.0,64515.6,0.0,1.0,1.0,0.0,193.5468,0.0,0.0,0.0,0.0,0.0,19899.9,64515.6,1.0,193.5468,0.0,0.0
'A12','Münster Nord',35.71,0.0,1.0,39374.6,39374.6,169232.1,169232.1,1.0,1.0,1.0,400.00000000000006,400.00000000000006,49.70300000000003,49.70300000000003,157.39929999999998,157.39929999999998,0.0,0.0,0.0,0.0,0.0,0.0
'A13','Wipptalerhof Ost',22.41,1.0,2.0,18001.4,0.0,19657.5,0.0,1.0,1.0,0.0,98.77350000000001,0.0,39.801,0.0,0.0,0.0,18001.4,19657.5,1.0,98.77350000000001,39.801,0.0
'A13','Europabrücke',8.27,2.0,0.0,54017.600000000006,25838.7,57098.4,10490.5,-0.0,0.0,-0.0,0.0,0.0,96.74010000000001,96.74010000000001,268.0353,128.2116,28178.9,46607.9,-0.0,0.0,0.0,139.8237
'A13','Gries Ost',29.15,1.0,0.0,19283.1,0.0,5476.4,0.0,1.0,0.0,0.0,0.0,0.0,58.55579999999948,0.0,74.98499999999947,0.0,19283.1,5476.4,-0.0,0.0,58.55579999999948,74.98499999999947
'A13','Matrei Ost',16.95,2.0,0.0,43172.5,20298.4,13916.5,649.5,-0.0,0.0,-0.0,0.0,0.0,161.66330793103458,161.66330793103458,203.4128079310346,163.61180793103458,22874.1,13267.0,-0.0,0.0,0.0,39.801
'A13','Nößlach West',26.91,2.0,1.0,36544.3,18298.1,27961.9,15919.4,-0.0,0.0,-0.0,0.0,0.0,57.56720793103398,44.60630793103449,141.45290793103396,92.3645079310345,18246.2,12042.5,-0.0,0.0,12.960899999999484,49.08839999999948
'A13','Wipptalerhof West',22.56,0.0,2.0,18324.9,18324.9,20560.6,20560.6,1.0,1.0,1.0,180.68730000000008,180.68730000000008,163.61180793103458,163.61180793103458,44.60630793103449,44.60630793103449,0.0,0.0,0.0,0.0,0.0,0.0
'A13','Patsch',6.24,0.0,2.0,25838.7,25838.7,25787.0,25787.0,-0.0,0.0,-0.0,0.0,0.0,19.3791,19.3791,96.74010000000001,96.74010000000001,0.0,0.0,0.0,0.0,0.0,0.0
'A13','Brennersee',33.44,0.0,0.0,18184.6,18184.6,3055.0,3055.0,-0.0,0.0,-0.0,0.0,0.0,154.4468079310345,154.4468079310345,163.61180793103452,163.61180793103452,0.0,0.0,0.0,0.0,0.0,0.0
'A13','Gschleirs',14.05,1.0,2.0,22874.1,0.0,26442.4,0.0,1.0,1.0,0.0,219.1509,0.0,139.8237,0.0,0.0,0.0,22874.1,26442.4,1.0,219.1509,139.8237,0.0
'A13','Nößlach Ost',27.73,1.0,2.0,19242.8,0.0,3155.8,0.0,1.0,0.0,0.0,0.0,0.0,49.08839999999948,0.0,58.55579999999948,0.0,19242.8,3155.8,-0.0,0.0,49.08839999999948,58.55579999999948
'A13','Berg Isel',1.25,0.0,2.0,25838.7,25838.7,6459.7,6459.7,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,19.3791,19.3791,0.0,0.0,0.0,0.0,0.0,0.0
'A13','Brennerpaß',34.16,2.0,0.0,37467.7,18184.6,21940.3,2618.6,1.0,2.0,1.0,304.417707931034,171.4676079310345,238.596807931034,163.61180793103452,0.0,0.0,19283.1,19321.7,1.0,132.95009999999948,74.98499999999947,0.0
'A13','Plon',23.61,1.0,2.0,18001.4,0.0,4320.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.960899999999484,0.0,18001.4,4320.3,-0.0,0.0,0.0,12.960899999999484
'A13','Matrei West',16.79,0.0,0.0,20298.4,20298.4,34588.5,34588.5,1.0,1.0,1.0,70.31379206896543,70.31379206896543,128.2116,128.2116,161.66330793103458,161.66330793103458,0.0,0.0,0.0,0.0,0.0,0.0
'A13','Gries West',29.54,0.0,0.0,18184.6,18184.6,9565.1,9565.1,-0.0,0.0,-0.0,0.0,0.0,92.3645079310345,92.3645079310345,121.0598079310345,121.0598079310345,0.0,0.0,0.0,0.0,0.0,0.0
'A13','Brennersee - Fröhlich',32.6,0.0,2.0,18184.6,18184.6,11129.0,11129.0,-0.0,0.0,-0.0,0.0,0.0,121.0598079310345,121.0598079310345,154.4468079310345,154.4468079310345,0.0,0.0,0.0,0.0,0.0,0.0
'A14','Dornbirn West',15.07,1.0,2.0,27252.2,0.0,82138.3,0.0,1.0,1.0,0.0,244.32189206896555,0.0,0.0,0.0,2.093007931034464,0.0,27252.2,82138.3,1.0,244.32189206896555,0.0,2.093007931034464
'A14','Nüziders',55.2,1.0,2.0,13860.4,0.0,23146.8,0.0,1.0,1.0,0.0,177.21869999999998,0.0,107.77829999999999,0.0,0.0,0.0,13860.4,23146.8,1.0,177.21869999999998,107.77829999999999,0.0
'A14','Hohenems',24.48,2.0,0.0,56557.9,27950.2,105324.0,51484.4,1.0,1.0,1.0,318.06500793103453,318.06500793103453,165.70481586206895,163.6118079310345,163.6118079310345,0.0,28607.7,53839.6,0.0,0.0,2.093007931034464,163.6118079310345
'A14','Schlins Ost',46.85,1.0,2.0,13785.9,0.0,35926.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,107.77829999999999,0.0,13785.9,35926.1,0.0,0.0,0.0,107.77829999999999
'A14','Rankweil West',33.46,0.0,2.0,22493.7,22493.7,40398.6,40398.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.19579999999999,121.19579999999999,0.0,0.0,0.0,0.0,0.0,0.0
'A14','Dornbirn Ost',15.27,0.0,2.0,26498.3,26498.3,80925.7,80925.7,1.0,1.0,1.0,79.1652920689655,79.1652920689655,0.0,0.0,163.6118079310345,163.6118079310345,0.0,0.0,0.0,0.0,0.0,0.0
'A14','Schlins West',46.72,0.0,2.0,13355.7,13355.7,35419.2,35419.2,1.0,1.0,1.0,227.4534,227.4534,121.19579999999999,121.19579999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'A14','Rankweil Ost',33.82,1.0,2.0,21626.3,0.0,40397.8,0.0,1.0,1.0,0.0,284.8052079310345,0.0,163.6118079310345,0.0,0.0,0.0,21626.3,40397.8,1.0,284.8052079310345,163.6118079310345,0.0
'A21','Sparbach',26.99,1.0,2.0,23869.6,0.0,33560.6,0.0,1.0,1.0,0.0,173.82030000000003,0.0,73.13850000000004,0.0,0.0,0.0,23869.6,33560.6,1.0,173.82030000000003,73.13850000000004,0.0
'A21','Hinterbrühl',26.99,0.0,1.0,21466.1,21466.1,52849.5,52849.5,1.0,1.0,1.0,158.5485,158.5485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'A21','Dornbach',19.96,1.0,2.0,23086.6,0.0,24379.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.13850000000004,0.0,23086.6,24379.5,0.0,0.0,0.0,73.13850000000004
'A21','Alland',14.68,2.0,0.0,44161.6,21084.0,129658.5,61902.7,1.0,2.0,1.0,388.9755,185.7081,0.0,0.0,0.0,0.0,23077.6,67755.8,1.0,203.2674,0.0,0.0
'A22','Korneuburg Ost',18.12,0.0,0.0,31493.9,31493.9,114134.0,114134.0,1.0,1.0,1.0,342.402,342.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'A22','Stockerau',28.09,1.0,0.0,29258.4,0.0,58809.4,0.0,1.0,1.0,0.0,176.4282,0.0,0.0,0.0,0.0,0.0,29258.4,58809.4,1.0,176.4282,0.0,0.0
'A22','Korneuburg West',18.04,1.0,0.0,31303.8,0.0,112944.0,0.0,1.0,1.0,0.0,338.832,0.0,0.0,0.0,0.0,0.0,31303.8,112944.0,1.0,338.832,0.0,0.0
'A25','Sinnersdorf/Nord',5.97,0.0,2.0,27000.0,27000.0,32238.0,32238.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,96.714,96.714,0.0,0.0,0.0,0.0,0.0,0.0
'A25','Sinnersdorf/Süd',6.11,1.0,2.0,25000.0,0.0,30550.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,91.65,0.0,25000.0,30550.0,-0.0,0.0,0.0,91.65
'A25','Wels',13.06,2.0,0.0,52458.0,27060.0,53541.6,18238.4,1.0,2.0,1.0,409.61400000000003,212.05440000000002,248.9892,157.3392,0.0,0.0,25398.0,35303.2,1.0,197.5596,91.65,0.0
'A25','Traunau/Nord',9.69,0.0,2.0,27161.9,27161.9,20208.4,20208.4,0.0,0.0,-0.0,0.0,0.0,96.714,96.714,157.3392,157.3392,0.0,0.0,0.0,0.0,0.0,0.0
'S01','Schwechat',9.85,2.0,0.0,69313.20000000001,35128.3,136547.0,69202.8,1.0,2.0,1.0,409.641,207.60840000000002,0.0,0.0,0.0,0.0,34184.9,67344.2,1.0,202.0326,0.0,0.0
'S01','Deutsch Wagram',39.05,2.0,0.0,30874.5,15600.9,180307.3,91109.5,1.0,2.0,1.0,540.9219,273.3285,0.0,0.0,0.0,0.0,15273.6,89197.8,1.0,267.59340000000003,0.0,0.0
'S04','Pöttsching',5.43,2.0,0.0,20490.1,10314.1,22252.2,11201.1,1.0,2.0,1.0,66.7566,33.603300000000004,0.0,0.0,0.0,0.0,10176.0,11051.1,1.0,33.1533,0.0,0.0
'S05','Zaina',6.3,0.0,2.0,16321.8,16321.8,20565.4,20565.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,61.696200000000005,61.696200000000005,0.0,0.0,0.0,0.0,0.0,0.0
'S05','Grafenwörth',32.85,2.0,0.0,24009.4,12017.9,142599.5,63815.2,1.0,2.0,1.0,489.49469999999997,253.1418,61.696200000000005,61.696200000000005,0.0,0.0,11991.5,78784.3,1.0,236.3529,0.0,0.0
'S06','Schwöbing Süd',48.57,1.0,0.0,9245.4,0.0,46226.9,0.0,1.0,1.0,0.0,260.0679,0.0,121.3872,0.0,0.0,0.0,9245.4,46226.9,1.0,260.0679,121.3872,0.0
'S06','Gloggnitz Süd',17.81,1.0,2.0,7838.2,0.0,22871.9,0.0,1.0,0.0,0.0,0.0,0.0,25.6827,0.0,94.2984,0.0,7838.2,22871.9,-0.0,0.0,25.6827,94.2984
'S06','Schwöbing Nord',48.55,0.0,0.0,9208.4,9208.4,46005.1,46005.1,1.0,1.0,1.0,258.7026000000001,258.7026000000001,120.68730000000004,120.68730000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'S06','St. Marein',68.99,0.0,0.0,11881.3,11881.3,48570.8,48570.8,1.0,1.0,1.0,145.7124,145.7124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'S06','Gloggnitz Nord',18.44,0.0,2.0,7830.9,7830.9,23837.2,23837.2,-0.0,0.0,-0.0,0.0,0.0,25.0722,25.0722,96.58380000000004,96.58380000000004,0.0,0.0,0.0,0.0,0.0,0.0
'S06','Kapfenberg Süd',72.45,1.0,0.0,12525.6,0.0,59822.4,0.0,1.0,1.0,0.0,179.46720000000002,0.0,0.0,0.0,0.0,0.0,12525.6,59822.4,1.0,179.46720000000002,0.0,0.0
'S06','Schottwien',23.57,2.0,0.0,15669.099999999999,7830.9,17064.1,8034.5,-0.0,0.0,-0.0,0.0,0.0,190.88220000000004,96.58380000000004,242.07450000000006,120.68730000000004,7838.2,9029.6,-0.0,0.0,94.2984,121.3872
'S06','Natschbach',3.22,2.0,0.0,26270.699999999997,12977.3,16918.3,8357.4,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,50.7549,25.0722,13293.4,8560.9,-0.0,0.0,0.0,25.6827
'S16','Klösterle',44.17,1.0,0.0,5086.4,0.0,25706.8,0.0,1.0,0.0,0.0,0.0,0.0,60.68070000000001,0.0,137.80110000000002,0.0,5086.4,25706.8,-0.0,0.0,60.68070000000001,137.80110000000002
'S16','Radin Nord',59.03,0.0,2.0,6040.9,6040.9,4881.1,4881.1,1.0,1.0,1.0,178.25510793103453,178.25510793103453,163.61180793103452,163.61180793103452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'S16','Innerbraz',54.99,0.0,0.0,6040.9,6040.9,43603.4,43603.4,1.0,1.0,1.0,27.769892068965504,27.769892068965504,60.5715,60.5715,163.61180793103452,163.61180793103452,0.0,0.0,0.0,0.0,0.0,0.0
'S16','Schnann',18.9,2.0,0.0,10692.4,5341.4,40417.4,20190.5,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,121.25220000000002,60.5715,5351.0,20226.9,-0.0,0.0,0.0,60.68070000000001
'S16','Radin Süd',59.01,1.0,2.0,5564.8,0.0,16516.4,0.0,1.0,1.0,0.0,187.35030000000003,0.0,137.80110000000002,0.0,0.0,0.0,5564.8,16516.4,1.0,187.35030000000003,137.80110000000002,0.0
