highway,name,asfinag_position,direction,asfinag_type,traffic_flow,traffic_flow_0,traffic_flow_1,energy_demand,energy_demand_0,energy_demand_1,pXi_dir,pYi_dir,pYi_dir_0,pYi_dir_1,pE_charged,pE_charged_0,pE_charged_1,pE_input,pE_input_0,pE_input_1,pE_output,pE_output_0,pE_output_1
A1,'Parkplatz Großraum’,27.42,2.0,2.0,25490.0,12193.0,13297.0,59974.3253495514,45433.2359044547,14541.0894450967,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.8023051915457,349.83591646430114,111.96638872724458
A1,'Steinhäusl',32.7,2.0,0.0,63195.9999999991,31485.9999999993,31709.9999999998,111561.5048226672,34431.8825500717,77129.6222725955,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,461.8023051915457,349.83591646430114,111.96638872724458,1320.8258923260837,614.9614120998532,705.8644802262306
A1,'Kirchstetten',44.88,0.0,1.0,29897.9999954276,29897.9999954276,0.0,72732.0809427628,72732.0809427628,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,614.9614120998532,614.9614120998532,0.0,1174.9984353591267,1174.9984353591267,0.0
A1,'Kesselhof',44.88,1.0,1.0,30234.9999967191,0.0,30234.9999967191,109130.955699818,0.0,109130.955699818,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,705.8644802262306,0.0,705.8644802262306,1546.17283911483,0.0,1546.17283911483
A1,'St. Pölten',62.9,2.0,1.0,71148.0,35583.0,35565.0,227454.8494341069,128422.417400266,99032.4320338409,1.0,3.0,2.0,1.0,2440.07410126667,1586.670731850576,853.403369416094,2721.1712744739566,1174.9984353591267,1546.17283911483,2032.4995138499098,577.180317490599,1455.3191963593108
A1,'Schallaburg',76.81,1.0,1.0,29188.0,0.0,29188.0,136934.360376389,0.0,136934.360376389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455.3191963593108,0.0,1455.3191963593108,2509.713771257505,0.0,2509.713771257505
A1,'Roggendorf',76.82,0.0,1.0,28377.0,28377.0,0.0,78562.3321961741,78562.3321961741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.180317490599,577.180317490599,0.0,1182.1102754011395,1182.1102754011395,0.0
A1,'Ornding',88.04,0.0,1.0,27048.0,27048.0,0.0,60488.0749227046,60488.0749227046,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1182.1102754011395,1182.1102754011395,0.0,1647.868452305965,1647.868452305965,0.0
A1,'Ybbs',100.32,1.0,0.0,27161.4044508388,0.0,27161.4044508388,104129.250667749,0.0,104129.250667749,1.0,3.0,0.0,3.0,3000.0,0.0,3000.0,2509.713771257505,0.0,2509.713771257505,311.5090013991728,0.0,311.5090013991728
A1,'Kemmelbach',101.38,0.0,0.0,26898.0000000002,26898.0000000002,0.0,72226.1001687065,72226.1001687065,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1647.868452305965,1647.868452305965,0.0,2204.009423605005,2204.009423605005,0.0
