Time of calculation: 20210907-165223; value of objective: 117.75200789802466;  acc=20;  ec=0.25;  e_tax=0.15;  cfix=50000;  cvar=10000;  eta=0.003;  cars=20;  i=0.05;  T=10
highway,name,dist_along_highway,direction,asfinag_type,traffic_flow,traffic_flow_0,traffic_flow_1,energy_demand,energy_demand_0,energy_demand_1,pXi_dir,pYi_dir,pYi_dir_0,pYi_dir_1,pE_charged,pE_charged_0,pE_charged_1,pE_input,pE_input_0,pE_input_1,pE_output,pE_output_0,pE_output_1
A13,'Brennerpaß',34101.6339834305,2.0,0.0,23639.0,12037.0,11602.0,2518.35924678212,1729.6446040078497,788.7146427742703,1.0,2.0,1.0,1.0,282.1497968159174,142.48629334980907,139.66350346610835,274.5947190755711,137.29735953778552,137.29735953778555,0.0,0.0,0.0
A14,'Hörbranz’,243.611315270031,2.0,1.0,11914.47538487758,11914.47538487758,0.0,580.5002038524873,580.5002038524873,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7415006115574618,1.7415006115574618,0.0
A14,'Dornbirn Ost',14950.2843690996,0.0,2.0,22911.03673497288,22911.03673497288,0.0,67389.02531710501,67389.02531710501,0.0,1.0,1.0,1.0,0.0,203.9085765628725,203.9085765628725,0.0,1.7415006115574618,1.7415006115574618,0.0,0.0,0.0,0.0
A14,'Dornbirn West',15133.748470007851,1.0,2.0,22722.016745829165,0.0,22722.016745829165,41625.833131294086,0.0,41625.833131294086,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.87749939388226,0.0,124.87749939388226
A14,'Hohenems',24293.5500837741,2.0,0.0,53333.40958305027,26852.092271153047,26481.317311897223,99887.79432069209,50177.24661686807,49710.54770382402,1.0,2.0,1.0,1.0,424.5408823559586,150.53173985060423,274.00914250535436,124.87749939388226,0.0,124.87749939388226,0.0,0.0,0.0
A14,'Rankweil West',33309.0188255742,0.0,2.0,22794.137882745563,22794.137882745563,0.0,41099.967515634846,41099.967515634846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.29990254690453,123.29990254690453,0.0
A14,'Rankweil Ost',33679.515879646875,1.0,2.0,21949.59270656767,0.0,21949.59270656767,56638.93075952544,0.0,56638.93075952544,1.0,1.0,0.0,1.0,101.27986156653006,0.0,101.27986156653006,0.0,0.0,0.0,68.63693071204628,0.0,68.63693071204628
A14,'Schlins Ost',46581.56183482721,1.0,2.0,13492.0,0.0,13492.0,22886.80960857976,0.0,22886.80960857976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.63693071204628,0.0,68.63693071204628,137.29735953778555,0.0,137.29735953778555
A14,'Schlins West',46706.4427723299,0.0,2.0,13115.0,13115.0,0.0,35141.4430123402,35141.4430123402,0.0,1.0,1.0,1.0,0.0,228.72423158392513,228.72423158392513,0.0,123.29990254690453,123.29990254690453,0.0,0.0,0.0,0.0
A14,'Nüziders',55063.184132699935,1.0,2.0,13282.144454187704,0.0,13282.144454187704,16978.23001179576,0.0,16978.23001179576,1.0,1.0,0.0,1.0,188.23204957317284,0.0,188.23204957317284,137.29735953778555,0.0,137.29735953778555,0.0,0.0,0.0
A2,'Guntramsdorf',14491.7204156085,2.0,0.0,106539.06083225424,54671.885978190505,51867.174854063735,341487.50792376685,158457.9372379927,183029.57068577415,1.0,3.0,1.0,2.0,779.0768818502479,367.2855293307109,411.791352519537,0.0,0.0,0.0,245.3856419210527,108.0882823832672,137.2973595377855
A2,'Leobersdorf',32135.78635912251,1.0,1.0,39540.0,0.0,39540.0,56942.7469960044,0.0,56942.7469960044,1.0,1.0,0.0,1.0,308.12560052579875,0.0,308.12560052579875,137.2973595377855,0.0,137.2973595377855,0.0,0.0,0.0
A2,'Triestingtal',32178.6647084555,0.0,1.0,40445.0,40445.0,0.0,143069.6923848394,143069.6923848394,0.0,1.0,1.0,1.0,0.0,400.0,400.0,0.0,108.0882823832672,108.0882823832672,0.0,137.29735953778552,137.29735953778552,0.0
A2,'Föhrenberg',39336.43721850597,1.0,0.0,39539.98215618593,0.0,39539.98215618593,93778.97588690846,0.0,93778.97588690846,1.0,1.0,0.0,1.0,144.03956812293987,0.0,144.03956812293987,0.0,0.0,0.0,137.29735953778552,0.0,137.29735953778552
A2,'Bad Fischau',41055.0424707906,0.0,0.0,37535.00000001001,37535.00000001001,0.0,66634.96786186735,66634.96786186735,0.0,1.0,1.0,1.0,0.0,337.2022631233876,337.2022631233876,0.0,137.29735953778552,137.29735953778552,0.0,0.0,0.0,0.0
A2,'Steinfeld',50293.5581403013,0.0,1.0,32434.00031526797,32434.00031526797,0.0,59928.40402750363,59928.40402750363,0.0,1.0,1.0,1.0,0.0,179.7852120825109,179.7852120825109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2,'Wr. Neustadt',51195.19015325369,1.0,1.0,31158.00000000052,0.0,31158.00000000052,64946.245808602434,0.0,64946.245808602434,1.0,1.0,0.0,1.0,332.1360969635928,0.0,332.1360969635928,137.29735953778552,0.0,137.29735953778552,0.0,0.0,0.0
A2,'Witzelsberg',60871.6252483588,0.0,2.0,21168.0000351488,21168.0000351488,0.0,44783.30498303353,44783.30498303353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.3499149491006,134.3499149491006,0.0
A2,'Gleissenfeld',61617.27209185715,1.0,2.0,18726.0,0.0,18726.0,64345.96758390277,0.0,64345.96758390277,1.0,1.0,0.0,1.0,193.03790275170832,0.0,193.03790275170832,0.0,0.0,0.0,0.0,0.0,0.0
A2,'Zöbern',78798.1883537131,2.0,0.0,34076.0,17853.0,16222.999999999998,89918.35315876396,64008.58622397808,25909.76693478588,1.0,1.0,1.0,0.0,326.3756736210348,326.3756736210348,0.0,134.3499149491006,134.3499149491006,0.0,77.72930080435764,0.0,77.72930080435764
A2,'Schäffern Ost',86783.69255601408,1.0,1.0,16223.0,0.0,16223.0,36516.98737256809,0.0,36516.98737256809,1.0,1.0,0.0,1.0,187.28026292206192,0.0,187.28026292206192,77.72930080435764,0.0,77.72930080435764,0.0,0.0,0.0
A2,'Pinkafeld/Ost',98038.38878130166,1.0,2.0,14325.0,0.0,14325.0,21727.470606480947,0.0,21727.470606480947,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.1824118194427,0.0,65.1824118194427
A2,'Pinkafeld/West',98046.5759014359,0.0,2.0,15628.999999999998,15628.999999999998,0.0,60166.60979667192,60166.60979667192,0.0,1.0,1.0,1.0,0.0,176.35083249877468,176.35083249877468,0.0,0.0,0.0,0.0,4.148996891241069,4.148996891241069,0.0
A2,'Loipersdorf',105622.148155292,2.0,0.0,27899.0,14612.0,13287.0,41927.32661100403,22138.85235466905,19788.474256334976,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,69.33140871068377,4.148996891241069,65.1824118194427,195.11338854369586,70.56555395524822,124.54783458844764
A2,'St. Johann/Süd',113068.7027787336,1.0,2.0,13287.000477266132,0.0,13287.000477266132,55839.649052042776,0.0,55839.649052042776,1.0,1.0,0.0,1.0,292.06678174457596,0.0,292.06678174457596,124.54783458844764,0.0,124.54783458844764,0.0,0.0,0.0
A2,'St. Johann/Nord',113233.643056353,0.0,2.0,14612.067329295864,14612.067329295864,0.0,22243.9351941791,22243.9351941791,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,70.56555395524822,70.56555395524822,0.0,137.29735953778552,137.29735953778552,0.0
A2,'Hainersdorf',133858.629815434,0.0,1.0,16034.999999999998,16034.999999999998,0.0,66144.33253637272,66144.33253637272,0.0,1.0,1.0,1.0,0.0,335.73035714690366,335.73035714690366,0.0,137.29735953778552,137.29735953778552,0.0,0.0,0.0,0.0
A2,'Bad Blumau',134081.5902049001,1.0,1.0,14879.0,0.0,14879.0,39913.51522050828,0.0,39913.51522050828,1.0,1.0,0.0,1.0,119.74054566152483,0.0,119.74054566152483,0.0,0.0,0.0,0.0,0.0,0.0
A2,'Ilztal/Nord ',147494.29106534377,1.0,2.0,16946.156088329924,0.0,16946.156088329924,22142.864532986783,0.0,22142.864532986783,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.42859359896033,0.0,66.42859359896033
A2,'Arnwiesen',154027.591129845,2.0,0.0,36495.0010822289,19529.0004964994,16966.000585729496,135214.80430038273,78775.931104602,56438.87319578073,1.0,2.0,1.0,1.0,472.07300650010853,236.327793313806,235.74521318630252,66.42859359896033,0.0,66.42859359896033,0.0,0.0,0.0
A2,'Laßnitzhöhe Nord',170265.381017141,0.0,1.0,27470.0,27470.0,0.0,89210.41764080411,89210.41764080411,0.0,1.0,1.0,1.0,0.0,267.63125292241233,267.63125292241233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2,'Laßnitzhöhe Süd',170660.52501152034,1.0,1.0,29743.0,0.0,29743.0,119872.94775893964,0.0,119872.94775893964,1.0,1.0,0.0,1.0,359.61884327681895,0.0,359.61884327681895,0.0,0.0,0.0,0.0,0.0,0.0
A2,'Kaiserwald',190811.98043951,2.0,0.0,42649.00410506857,21967.00248080555,20682.001624263023,212311.14271654992,90269.44009665956,122041.70261989038,1.0,2.0,1.0,1.0,499.6360686118643,133.51096075219314,366.1251078596711,0.0,0.0,0.0,137.29735953778552,137.29735953778552,0.0
A2,'Herzogberg Nord',220248.196603865,0.0,1.0,8807.00000002098,8807.00000002098,0.0,51848.951152018446,51848.951152018446,0.0,1.0,1.0,1.0,0.0,271.7054175395915,271.7054175395915,0.0,137.29735953778552,137.29735953778552,0.0,21.13879545424932,21.13879545424932,0.0
A2,'Herzogberg Süd',220316.30619024337,1.0,1.0,8120.999999999229,0.0,8120.999999999229,24362.12024956784,0.0,24362.12024956784,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.08636074870353,0.0,73.08636074870353
A2,'Pack',235315.764538704,2.0,0.0,16928.0,8807.0,8121.0,38160.31715828317,26540.01416042541,11620.30299785776,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,94.22515620295285,21.13879545424932,73.08636074870353,208.70610767780235,100.75883793552555,107.9472697422768
A2,'Twimberg Süd',242470.24243419603,1.0,2.0,9188.999999999998,0.0,9188.999999999998,32127.247870774765,0.0,32127.247870774765,1.0,1.0,0.0,1.0,125.68566684298071,0.0,125.68566684298071,107.9472697422768,0.0,107.9472697422768,78.6433465116204,0.0,78.6433465116204
A2,'Twimberg Nord',242509.803050667,0.0,2.0,8465.0,8465.0,0.0,12179.507200753324,12179.507200753324,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,100.75883793552555,100.75883793552555,0.0,137.29735953778552,137.29735953778552,0.0
A2,'Fischering',259951.60486252053,1.0,2.0,10919.0,0.0,10919.0,19551.33767538838,0.0,19551.33767538838,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,78.6433465116204,0.0,78.6433465116204,137.29735953778552,0.0,137.29735953778552
A2,'St. Ändra',262955.564385614,0.0,2.0,11358.00000168869,11358.00000168869,0.0,46444.591455370966,46444.591455370966,0.0,1.0,1.0,1.0,0.0,276.63113390389844,276.63113390389844,0.0,137.29735953778552,137.29735953778552,0.0,0.0,0.0,0.0
A2,'Gönitz/Süd',268904.5024151299,1.0,2.0,11607.0,0.0,11607.0,37377.393330790575,0.0,37377.393330790575,1.0,1.0,0.0,1.0,249.42953953015726,0.0,249.42953953015726,137.29735953778552,0.0,137.29735953778552,0.0,0.0,0.0
A2,'Gönitz/Nord',268950.328363809,0.0,2.0,12420.0,12420.0,0.0,14890.993721836305,14890.993721836305,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.672981165508915,44.672981165508915,0.0
A2,'Haimburg Nord',279134.371458674,0.0,2.0,10779.0,10779.0,0.0,21954.76010391007,21954.76010391007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.672981165508915,44.672981165508915,0.0,110.53726147723913,110.53726147723913,0.0
A2,'Völkermarkt',285005.731557368,2.0,0.0,21133.0,10779.0,10354.0,43435.933157853426,12657.478100764496,30778.45505708893,1.0,1.0,1.0,0.0,148.50969577953262,148.50969577953262,0.0,110.53726147723913,110.53726147723913,0.0,92.33536517126682,0.0,92.33536517126682
A2,'Grafenstein Nord',299840.502393441,0.0,1.0,13362.0,13362.0,0.0,39644.441582321415,39644.441582321415,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.93332474696419,118.93332474696419,0.0
A2,'Grafenstein Süd',299868.8062420735,1.0,1.0,13588.0,0.0,13588.0,64499.09491933329,0.0,64499.09491933329,1.0,1.0,0.0,1.0,221.06275095028337,0.0,221.06275095028337,92.33536517126682,0.0,92.33536517126682,64.76989897898332,0.0,64.76989897898332
A2,'Krumpendorf/Nord',319007.818757861,0.0,2.0,19027.00404912327,19027.00404912327,0.0,72939.3212153292,72939.3212153292,0.0,1.0,1.0,1.0,0.0,200.45392885516625,200.45392885516625,0.0,118.93332474696419,118.93332474696419,0.0,137.29735953778552,137.29735953778552,0.0
A2,'Karawankenblick/Süd',323602.6504131558,1.0,2.0,19384.999372588507,0.0,19384.999372588507,24175.820186267407,0.0,24175.820186267407,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,64.76989897898332,0.0,64.76989897898332,137.29735953778555,0.0,137.29735953778555
A2,'Wörthersee',329838.353526062,2.0,0.0,38076.99999701492,19452.999998289542,18623.99999872538,75344.6192070109,42137.27856545779,33207.340641553106,1.0,2.0,1.0,1.0,317.80428432821543,218.18226240355608,99.62202192465935,274.5947190755711,137.29735953778552,137.29735953778555,182.82429236838834,45.5269328306028,137.29735953778552
A2,'Sternberg/Nord',338742.74377299,0.0,2.0,17176.999989573145,17176.999989573145,0.0,30590.1422357276,30590.1422357276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5269328306028,45.5269328306028,0.0,137.2973595377856,137.2973595377856,0.0
A2,'Sternberg/Süd',338753.5545150617,1.0,2.0,19615.999955893047,0.0,19615.999955893047,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,137.29735953778552,0.0,137.29735953778552,137.29735953778552,0.0,137.29735953778552
A2,'Federaun/Nord',351427.395415953,0.0,2.0,16516.999999999996,16516.999999999996,0.0,41902.47823736397,41902.47823736397,0.0,1.0,1.0,1.0,0.0,195.74712262578853,195.74712262578853,0.0,137.2973595377856,137.2973595377856,0.0,67.25767162408899,67.25767162408899,0.0
A2,'Federaun/Süd',352548.7130626719,1.0,2.0,14962.99999999167,0.0,14962.99999999167,53969.28273959185,0.0,53969.28273959185,1.0,1.0,0.0,1.0,299.2052077565611,0.0,299.2052077565611,137.29735953778552,0.0,137.29735953778552,0.0,0.0,0.0
A2,'Dreiländereck Süd',363852.388836953,2.0,0.0,29010.99995582863,9394.99999993558,19615.999955893047,73068.57514847304,23346.56263789885,49722.0125105742,-0.0,1.0,-0.0,1.0,149.1660375317226,0.0,149.1660375317226,67.25767162408899,67.25767162408899,0.0,137.29735953778555,137.29735953778555,0.0
A2,'Dreiländereck Nord',363908.232330081,2.0,0.0,24357.999999829466,9394.999999829468,14963.0,3460.5851131577715,104.92992358564643,3355.655189572125,1.0,2.0,1.0,1.0,147.67911487725885,137.61214930854248,10.066965568716375,137.29735953778555,137.29735953778555,0.0,0.0,0.0,0.0
A21,'Alland',13443.6090856171,2.0,0.0,38347.01545025679,19649.001272009093,18698.014178247697,72808.10192312147,52830.69840473668,19977.403518384792,1.0,1.0,1.0,-0.0,158.49209521421005,158.49209521421005,0.0,0.0,0.0,0.0,59.93221055515438,0.0,59.93221055515438
A21,'Dornbach',18785.72812776258,1.0,2.0,19947.846112205218,0.0,19947.846112205218,28123.65630230806,0.0,28123.65630230806,1.0,1.0,0.0,1.0,144.30317946207856,0.0,144.30317946207856,59.93221055515438,0.0,59.93221055515438,0.0,0.0,0.0
A21,'Hinterbrühl',25761.7696153155,0.0,1.0,20093.0,20093.0,0.0,49501.759904646,49501.759904646,0.0,1.0,1.0,1.0,0.0,148.505279713938,148.505279713938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A21,'Sparbach',25835.024614238988,1.0,2.0,20048.0,0.0,20048.0,44928.76590709927,0.0,44928.76590709927,1.0,1.0,0.0,1.0,134.7862977212978,0.0,134.7862977212978,0.0,0.0,0.0,0.0,0.0,0.0
A22,'Korneuburg Ost',18079.0228920398,0.0,0.0,32321.000000000007,32321.000000000007,0.0,116866.4197787237,116866.4197787237,0.0,1.0,1.0,1.0,0.0,350.59925933617114,350.59925933617114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A22,'Korneuburg West',18079.022892039822,1.0,0.0,32131.000000493023,0.0,32131.000000493023,63932.21893438343,0.0,63932.21893438343,1.0,1.0,0.0,1.0,191.7966568031503,0.0,191.7966568031503,0.0,0.0,0.0,0.0,0.0,0.0
A22,'Stockerau',28027.704684296903,1.0,0.0,30190.007584098334,0.0,30190.007584098334,9009.757712564297,0.0,9009.757712564297,1.0,1.0,0.0,1.0,27.02927313769289,0.0,27.02927313769289,0.0,0.0,0.0,0.0,0.0,0.0
A25,'Pucking',5862.77553580224,0.0,1.0,21620.0,21620.0,0.0,25350.64141680889,25350.64141680889,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.05192425042667,76.05192425042667,0.0
A25,'Sinnersdorf/Süd',6125.71571093971,1.0,2.0,21271.0,0.0,21271.0,28981.93257809431,0.0,28981.93257809431,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.94579773428293,0.0,86.94579773428293
A25,'Wels',12938.2615663518,2.0,0.0,49975.50321032763,25078.48219887029,24897.021011457346,71240.92245977133,35488.490093098524,35752.4323666728,1.0,2.0,1.0,1.0,376.7204893640236,182.51739452972225,194.20309483430134,162.99772198470959,76.05192425042667,86.94579773428293,0.0,0.0,0.0
A3,'Hornstein',19180.6319530819,2.0,0.0,35088.0,17427.0,17661.0,114520.76259901363,66852.17460927166,47668.587989741965,1.0,2.0,1.0,1.0,343.5622877970409,200.556523827815,143.0057639692259,0.0,0.0,0.0,0.0,0.0,0.0
A5,'Hochleithen',10075.3962511859,2.0,0.0,35611.2,17306.5,18304.7,171050.44466718292,34873.96904422976,136176.47562295318,1.0,3.0,1.0,2.0,513.1513340015488,104.62190713268927,408.52942686885956,0.0,0.0,0.0,0.0,0.0,0.0
