Time of calculation: 20210907-165223; value of objective: 117.75200789802466;  acc=20;  ec=0.25;  e_tax=0.15;  cfix=50000;  cvar=10000;  eta=0.003;  cars=20;  i=0.05;  T=10
highway,name,dist_along_highway,direction,asfinag_type,traffic_flow,traffic_flow_0,traffic_flow_1,energy_demand,energy_demand_0,energy_demand_1,pXi_dir,pYi_dir,pYi_dir_0,pYi_dir_1,pE_charged,pE_charged_0,pE_charged_1,pE_input,pE_input_0,pE_input_1,pE_output,pE_output_0,pE_output_1
A12,'Zirl-Inzing',91908.2028374514,0.0,1.0,12.040962292989608,12.040962292989608,0.0,14.27690215484344,14.27690215484344,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04283070646453032,0.04283070646453032,0.0
A12,'Pettnau',95783.0097550487,2.0,0.0,110.94908174423618,55.26010321034831,55.68897853388787,126.29895509263295,42.8244460373196,83.47450905531335,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.04283070646453032,0.04283070646453032,0.0,0.42172757174242925,0.17130404457648915,0.2504235271659401
A12,'Telfs Süd',103277.71618107129,1.0,2.0,13364.77793940172,0.0,13364.77793940172,40593.43969968125,0.0,40593.43969968125,1.0,1.0,0.0,1.0,122.03074262620969,0.0,122.03074262620969,0.2504235271659401,0.0,0.2504235271659401,0.0,0.0,0.0
A12,'Telfs Nord',103285.022651291,0.0,2.0,14213.46393941228,14213.46393941228,0.0,21325.917954749177,21325.917954749177,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.17130404457648915,0.17130404457648915,0.0,64.14905790882402,64.14905790882402,0.0
A12,'Haiming Süd',118464.44052611433,1.0,2.0,10702.0,0.0,10702.0,32071.44946573905,0.0,32071.44946573905,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.21434839721697,0.0,96.21434839721697
A12,'Imst Süd',133448.2984338601,1.0,2.0,9240.0,0.0,9240.0,3679.211043330161,0.0,3679.211043330161,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,96.21434839721697,0.0,96.21434839721697,107.25198152720745,0.0,107.25198152720745
A12,'Imst Nord',133786.71793032,0.0,2.0,10262.0,10262.0,0.0,62601.679390679135,62601.679390679135,0.0,1.0,1.0,1.0,0.0,251.95409608086143,251.95409608086143,0.0,64.14905790882402,64.14905790882402,0.0,0.0,0.0,0.0
A12,'Mils',135439.213500597,2.0,0.0,19502.000000000833,10262.00000000003,9240.000000000804,21880.454342200093,3391.5819084364844,18488.87243376361,0.0,1.0,0.0,1.0,162.71859882849827,0.0,162.71859882849827,107.25198152720745,0.0,107.25198152720745,10.17474572530945,10.17474572530945,0.0
A12,'Kronburg Zams',142654.069747162,0.0,2.0,10312.0,10312.0,0.0,14879.919522915665,14879.919522915665,0.0,1.0,1.0,1.0,0.0,54.81450429405645,54.81450429405645,0.0,10.17474572530945,10.17474572530945,0.0,0.0,0.0,0.0
A13,'Patsch',6206.23253742273,0.0,2.0,21023.0,21023.0,0.0,26094.725326847616,26094.725326847616,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.28417598054286,78.28417598054286,0.0
A13,'Europabrücke',8216.48207038687,2.0,0.0,41638.0,21023.0,20615.0,32388.52662410629,8452.295186301024,23936.231437805265,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,78.28417598054286,78.28417598054286,0.0,175.44975585286173,103.64106153944593,71.8086943134158
A13,'Gschleirs',14022.01964928701,1.0,2.0,14822.0,0.0,14822.0,8546.704281737466,0.0,8546.704281737466,1.0,1.0,0.0,1.0,88.16857683777027,0.0,88.16857683777027,71.8086943134158,0.0,71.8086943134158,9.280230320857932,0.0,9.280230320857932
A13,'Matrei West',16740.4669423396,0.0,0.0,15161.0,15161.0,0.0,25846.426928735076,25846.426928735076,0.0,1.0,1.0,1.0,0.0,162.94083791219515,162.94083791219515,0.0,103.64106153944593,103.64106153944593,0.0,18.239504413455993,18.239504413455993,0.0
A13,'Matrei Ost',16905.1340338969,2.0,0.0,29983.0,15161.0,14822.0,16734.88229651622,499.30355502003806,16235.578741496183,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,27.519734734313925,18.239504413455993,9.280230320857932,77.7243816238626,19.737415078516108,57.98696654534648
A13,'Wipptalerhof Ost',22381.98558614899,1.0,2.0,10896.000000000471,0.0,10896.000000000471,2559.258804025108,0.0,2559.258804025108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.98696654534648,0.0,57.98696654534648,65.66474295742181,0.0,65.66474295742181
A13,'Wipptalerhof West',22510.6658632038,0.0,2.0,11615.000000000608,11615.000000000608,0.0,13021.650439480618,13021.650439480618,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,19.737415078516108,19.737415078516108,0.0,58.802366396957964,58.802366396957964,0.0
A13,'Plon',23556.38848814284,1.0,2.0,10896.000000525348,0.0,10896.000000525348,9061.729580812427,0.0,9061.729580812427,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,65.66474295742181,0.0,65.66474295742181,92.84993169985898,0.0,92.84993169985898
A13,'Nößlach',27714.6711516779,2.0,1.0,23614.719600115088,12027.916375220364,11586.803224894726,15947.459093046526,12518.668085194196,3428.791007852329,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,151.65229809681693,58.802366396957964,92.84993169985898,199.49467537595626,96.35837065254056,103.13630472341572
A13,'Gries Ost',29194.281593531843,1.0,0.0,11601.99774413572,0.0,11601.99774413572,11387.018271456627,0.0,11387.018271456627,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,103.13630472341572,0.0,103.13630472341572,137.29735953778555,0.0,137.29735953778555
A13,'Gries West',29475.082108025,0.0,0.0,12036.99974796117,12036.99974796117,0.0,4238.013247571624,4238.013247571624,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,96.35837065254056,96.35837065254056,0.0,109.07241039525543,109.07241039525543,0.0
A13,'Brennersee - Fröhlich',32553.8800139104,0.0,2.0,12036.999999999998,12036.999999999998,0.0,7411.89807862851,7411.89807862851,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,109.07241039525543,109.07241039525543,0.0,131.30810463114096,131.30810463114096,0.0
A13,'Brennersee',33383.1640141658,0.0,0.0,12037.0,12037.0,0.0,1996.4183022148509,1996.4183022148509,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,131.30810463114096,131.30810463114096,0.0,137.29735953778552,137.29735953778552,0.0
