Time of calculation: 20220111-155511; value of objective: -19463735.336826663;  acc=27.333333333333332;  cfix=37000;  cvar=60000;  eta=0.016;  mu=0.1859430513361825;  i=
segment_id,dir,type_ID,POI_ID,traffic_flow,traffic_flow_0,traffic_flow_1,energy_demand,energy_demand_0,energy_demand_1,dist_along_segment,pois_type,pYi_dir,pYi_dir_0,pYi_dir_1,pE_charged,pE_charged_0,pE_charged_1,pE_input,pE_input_0,pE_input_1,pE_output,pE_output_0,pE_output_1,not_covered,not_covered_0,not_covered_1,pXi
0.0,2.0,0.0,0.0,26540.636112053,13243.0239038645,13297.6122081885,4423.92123143818,0.0,4423.92123143818,0.0,link,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.35824748954538,0.0,39.35824748954538,0.0,0.0,0.0,0
0.0,2.0,1.0,1.0,26594.7769799282,13269.4415749127,13325.3354050155,810.003976920776,31.774775427221,778.229201493555,239.715824101164,ra,4.0,0.0,4.0,251.43669561462715,0.2826902672457234,251.15400534738143,244.23034285124402,0.0,244.23034285124402,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,2.0,0.0,2.0,45891.0713847726,24132.5354848012,21758.5358999714,10453.07839190074,5371.86342144895,5081.21497045179,24427.462160298,ra,0.0,0.0,0.0,0.0,0.0,0.0,199.02435795860382,0.0,199.02435795860382,292.0221363666748,47.79179351543078,244.23034285124402,0.0,0.0,0.0,0
0.0,1.0,2.0,3.0,5594.60627343411,0.0,5594.60627343411,2065.98540498995,0.0,2065.98540498995,68504.6013106114,ra,0.0,0.0,0.0,0.0,0.0,0.0,180.6439301377973,0.0,180.6439301377973,199.02435795860382,0.0,199.02435795860382,0.0,0.0,0.0,0
0.0,0.0,3.0,4.0,4553.08388931748,4553.08388931748,0.0,7187.4483251383,7187.4483251383,0.0,79329.1374904099,ra,0.0,0.0,0.0,0.0,0.0,0.0,47.79179351543078,47.79179351543078,0.0,111.73627968503374,111.73627968503374,0.0,0.0,0.0,0.0,0
0.0,2.0,4.0,5.0,7895.539602766939,4645.32330643337,3250.21629633357,2342.9750495919798,1038.66179081139,1304.31325878059,104473.71241617,ra,0.0,0.0,0.0,0.0,0.0,0.0,280.77614154101553,111.73627968503374,169.0398618559818,301.6208598439435,120.9769297061462,180.6439301377973,0.0,0.0,0.0,0
0.0,2.0,5.0,6.0,19815.36822147166,9562.72950758806,10252.6387138836,7959.02626511719,2076.95503589247,5882.07122922472,133409.21035476,ra,0.0,0.0,0.0,0.0,0.0,0.0,237.68583830152946,120.9769297061462,116.70890859538326,308.4948127679302,139.45495091194843,169.0398618559818,0.0,0.0,0.0,0
0.0,2.0,6.0,7.0,38420.413170467305,19234.6634945469,19185.7496759204,10291.73164091456,4957.10120865155,5334.63043226301,173065.413799776,ra,0.0,0.0,0.0,0.0,0.0,0.0,208.70331628468233,139.45495091194843,69.2483653727339,300.2656429691059,183.55673437372266,116.70890859538326,0.0,0.0,0.0,0
0.0,1.0,7.0,8.0,21229.4573799075,0.0,21229.4573799075,31.9071906889248,0.0,31.9071906889248,176940.22069629,ra,0.0,0.0,0.0,0.0,0.0,0.0,68.9644970482017,0.0,68.9644970482017,69.2483653727339,0.0,69.2483653727339,0.0,0.0,0.0,0
0.0,2.0,0.0,9.0,50605.7308716768,25638.9023938735,24966.8284778033,5210.17855174236,5210.17855174236,0.0,194059.964946131,link,0.0,0.0,0.0,0.0,0.0,0.0,252.52123142192437,183.55673437372266,68.9644970482017,298.87456507690274,229.91006802870106,68.9644970482017,0.0,0.0,0.0,0
