Time of calculation: 20210907-164921; value of objective: 138.52276212812922;  acc=20;  ec=0.25;  e_tax=0.15;  cfix=50000;  cvar=10000;  eta=0.003;  cars=20;  i=0.05;  T=10
highway,name,dist_along_highway,direction,asfinag_type,traffic_flow,traffic_flow_0,energy_demand,energy_demand_0,pXi_dir,pYi_dir,pYi_dir_0,pE_charged,pE_charged_0,pE_input,pE_input_0,pE_output,pE_output_0,traffic_flow_1,energy_demand_1,pYi_dir_1,pE_charged_1,pE_input_1,pE_output_1
A1,'Parkplatz Großraum’,18630.868491944,2.0,2.0,25490.00000000002,12193.00000000001,59974.325349551305,45433.23590445468,1.0,1.0,1.0,136.29970771336406,136.29970771336406,0.0,0.0,43.62326833528987,0.0,13297.00000000001,14541.089445096624,-0.0,0.0,0.0,43.62326833528987
A1,'Steinhäusl',24098.6768115261,2.0,0.0,63195.99999999913,31485.99999999933,111561.50482266734,34431.882550071685,0.0,1.0,0.0,275.0121351530768,0.0,43.62326833528987,0.0,103.29564765021507,103.29564765021507,31709.9999999998,77129.62227259565,1.0,275.0121351530768,43.62326833528987,0.0
A1,'Kesselhof',36260.395870592,1.0,1.0,30234.999996719125,0.0,109130.9556998184,0.0,1.0,1.0,0.0,327.3928670994552,0.0,0.0,0.0,0.0,0.0,30234.999996719125,109130.9556998184,1.0,327.3928670994552,0.0,0.0
A1,'Kirchstetten',36262.0457582593,0.0,1.0,29897.99999542764,29897.99999542764,72732.0809427628,72732.0809427628,1.0,1.0,1.0,321.4918904785035,321.4918904785035,103.29564765021507,103.29564765021507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,'St. Pölten',54307.519355239,2.0,0.0,71148.0,35583.0,227454.84943410664,128422.41740026572,1.0,2.0,1.0,546.6523649689027,249.55506886737996,0.0,0.0,135.71218333341724,135.71218333341724,35565.0,99032.43203384092,1.0,297.0972961015228,0.0,0.0
A1,'Roggendorf',68150.1264307181,0.0,1.0,28377.0,28377.0,78562.33219617409,78562.33219617409,1.0,1.0,1.0,371.39917992193955,371.39917992193955,135.71218333341724,135.71218333341724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Schallaburg',68230.25688284212,1.0,1.0,29188.0,0.0,136934.36037638842,0.0,1.0,1.0,0.0,400.0,0.0,0.0,0.0,10.803081129165264,0.0,29188.0,136934.36037638842,1.0,400.0,0.0,10.803081129165264
A1,'Ornding',79331.7433566839,0.0,1.0,27048.0,27048.0,60488.07492270462,60488.07492270462,1.0,1.0,1.0,181.46422476811387,181.46422476811387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Ybbs',91687.56131897827,1.0,0.0,27161.40445083877,0.0,104129.25066774736,0.0,1.0,1.0,0.0,187.47864979899012,0.0,10.803081129165264,0.0,135.71218333341724,0.0,27161.40445083877,104129.25066774736,1.0,187.47864979899012,10.803081129165264,135.71218333341724
A1,'Kemmelbach',92757.6672485543,0.0,0.0,26898.000000000207,26898.000000000207,72226.10016870651,72226.10016870651,1.0,1.0,1.0,216.67830050611954,216.67830050611954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Viehdorf',110788.117558731,0.0,1.0,25545.0,25545.0,92117.57063469278,92117.57063469278,1.0,1.0,1.0,276.3527119040783,276.3527119040783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Amstetten',110856.16706177368,1.0,1.0,25407.0,0.0,56128.53142796268,0.0,1.0,1.0,0.0,304.09777761730527,0.0,135.71218333341724,0.0,0.0,0.0,25407.0,56128.53142796268,1.0,304.09777761730527,135.71218333341724,0.0
A1,'Parkplatz Zeillern’,115669.740972646,0.0,2.0,24685.0,24685.0,24100.57479449837,24100.57479449837,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,72.30172438349511,72.30172438349511,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Oed',121902.04643123144,1.0,2.0,26849.692063066555,0.0,69822.67372138261,0.0,1.0,1.0,0.0,209.46802116414784,0.0,0.0,0.0,0.0,0.0,26849.692063066555,69822.67372138261,1.0,209.46802116414784,0.0,0.0
A1,'Strengberg',127419.883969473,0.0,0.0,25773.0,25773.0,60567.28709144443,60567.28709144443,1.0,1.0,1.0,254.0035856578284,254.0035856578284,72.30172438349511,72.30172438349511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Haag',134904.5556513331,1.0,0.0,28172.0,0.0,72532.38382040545,0.0,1.0,1.0,0.0,217.59715146121636,0.0,0.0,0.0,0.0,0.0,28172.0,72532.38382040545,1.0,217.59715146121636,0.0,0.0
A1,'Ennsblick',138438.777669938,0.0,2.0,27181.0,27181.0,59900.9099344678,59900.9099344678,1.0,1.0,1.0,43.99054646998616,43.99054646998616,0.0,0.0,135.71218333341724,135.71218333341724,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Parkplatz Ennsdorf’,144219.521808836,0.0,2.0,26232.408315204048,26232.408315204048,30328.56812345904,30328.56812345904,1.0,1.0,1.0,172.40838028250465,172.40838028250465,135.71218333341724,135.71218333341724,54.28950742128974,54.28950742128974,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Enns Süd',147777.689227296,1.0,1.0,29648.737115098505,0.0,86236.69930607454,0.0,1.0,1.0,0.0,258.71009791822365,0.0,0.0,0.0,0.0,0.0,29648.737115098505,86236.69930607454,1.0,258.71009791822365,0.0,0.0
