Time of calculation: 20210909-171544; value of objective: 1886.8194784343061;  acc=20;  ec=0.25;  e_tax=0.15;  cfix=50000;  cvar=10000;  eta=0.003;  cars=20;  i=0.05;  T=40
highway,name,asfinag_position,direction,asfinag_type,traffic_flow,traffic_flow_0,traffic_flow_1,energy_demand,energy_demand_0,energy_demand_1,pXi_dir,pYi_dir,pYi_dir_0,pYi_dir_1,pE_charged,pE_charged_0,pE_charged_1,pE_input,pE_input_0,pE_input_1,pE_output,pE_output_0,pE_output_1
A1,'Parkplatz Großraum’,27.42,2.0,2.0,25490.00000000002,12193.00000000001,13297.00000000001,59974.325349551335,45433.23590445468,14541.089445096652,1.0,1.0,1.0,-0.0,115.69817867855458,115.69817867855458,0.0,0.0,0.0,0.0,64.22479737009942,20.601529034809474,43.62326833528996
A1,'Steinhäusl',32.7,2.0,0.0,63195.99999999913,31485.99999999933,31709.9999999998,111561.50482266714,34431.882550071685,77129.62227259546,0.0,1.0,0.0,1.0,275.0121351530763,0.0,275.0121351530763,64.22479737009942,20.601529034809474,43.62326833528996,123.89717668502455,123.89717668502455,0.0
A1,'Kirchstetten',44.88,0.0,1.0,29897.99999542764,29897.99999542764,0.0,72732.0809427628,72732.0809427628,0.0,1.0,1.0,1.0,0.0,342.09341951331294,342.09341951331294,0.0,123.89717668502455,123.89717668502455,0.0,0.0,0.0,0.0
A1,'Kesselhof',44.88,1.0,1.0,30234.999996719125,0.0,30234.999996719125,109130.95569981833,0.0,109130.95569981833,1.0,1.0,0.0,1.0,327.392867099455,0.0,327.392867099455,0.0,0.0,0.0,0.0,0.0,0.0
A1,'St. Pölten',62.9,2.0,0.0,71148.0,35583.0,35565.0,227454.84943410664,128422.41740026572,99032.43203384092,1.0,2.0,1.0,1.0,558.4673716172954,261.37007551577267,297.0972961015228,0.0,0.0,0.0,123.89717668502455,123.89717668502455,0.0
A1,'Schallaburg',76.81,1.0,1.0,29188.0,0.0,29188.0,136934.36037638868,0.0,136934.36037638868,1.0,1.0,0.0,1.0,400.0,0.0,400.0,0.0,0.0,0.0,10.803081129166074,0.0,10.803081129166074
A1,'Roggendorf',76.82,0.0,1.0,28377.0,28377.0,0.0,78562.33219617409,78562.33219617409,0.0,1.0,1.0,1.0,0.0,359.5841732735468,359.5841732735468,0.0,123.89717668502455,123.89717668502455,0.0,0.0,0.0,0.0
A1,'Ornding',88.04,0.0,1.0,27048.0,27048.0,0.0,60488.07492270462,60488.07492270462,0.0,1.0,1.0,1.0,0.0,181.46422476811387,181.46422476811387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,'Ybbs',100.32,1.0,0.0,27161.40445083877,0.0,27161.40445083877,104129.25066774894,0.0,104129.25066774894,1.0,1.0,0.0,1.0,199.29365644738834,0.0,199.29365644738834,10.803081129166074,0.0,10.803081129166074,123.89717668502455,0.0,123.89717668502455
A1,'Kemmelbach',101.38,0.0,0.0,26898.000000000207,26898.000000000207,0.0,72226.10016870651,72226.10016870651,0.0,1.0,1.0,1.0,0.0,216.67830050611954,216.67830050611954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
