Unnamed: 0,[km],Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Kfz/24h,Kfz/24h.1,Kfz/24h.2,Kfz/24h.3,Kfz/24h.4,Kfz/24h.5,Kfz/24h.6,Unnamed: 14,Unnamed: 15
A01,15.891,Pressbaum,955,Wien Auhof - Preßbaum,Staatsgrenze Walserberg,Kfz,14631.0,15427.0,14854.0,14813.0,17546.0,13838.0,13149.0,"83,6 % Tage geschätzt",
A01,15.891,Pressbaum,955,Wien Auhof - Preßbaum,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",258.2,357.333333333333,375.333333333333,364.818181818182,323.25,117.0,104.142857142857,Messung,
A01,15.891,Pressbaum,955,Wien Auhof - Preßbaum,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",14372.8666666667,15070.2777777778,14479.0,14448.6363636364,17223.25,13721.4,13044.8571428571,"83,6 % Tage geschätzt",
A01,15.891,Pressbaum,955,Preßbaum - Wien Auhof,Wien/Auhof,Kfz,14862.0,15268.0,14765.0,15159.0,15946.0,13178.0,15021.0,"83,8 % Tage geschätzt",
A01,15.891,Pressbaum,955,Preßbaum - Wien Auhof,Wien/Auhof,"Kfz > 3,5t hzG",330.833333333333,462.444444444444,453.666666666667,479.909090909091,421.0,166.8,109.571428571429,Messung,
A01,15.891,Pressbaum,955,Preßbaum - Wien Auhof,Wien/Auhof,"Kfz <= 3,5t hzG",14531.5666666667,14805.8333333333,14311.6666666667,14679.0909090909,15525.0,13011.4,14912.1428571429,"83,8 % Tage geschätzt",
A01,15.891,Pressbaum,955,gesamt,gesamt,Kfz,29493.0,30695.0,29619.0,29972.0,33492.0,27016.0,28170.0,"83,7 % Tage geschätzt",
A01,15.891,Pressbaum,955,gesamt,gesamt,"Kfz > 3,5t hzG",589.033333333333,819.777777777778,829.0,844.727272727273,744.25,283.8,213.714285714286,Messung,
A01,15.891,Pressbaum,955,gesamt,gesamt,"Kfz <= 3,5t hzG",28904.4333333333,29876.1111111111,28790.6666666667,29127.7272727273,32748.25,26732.8,27957.0,"83,7 % Tage geschätzt",
A01,26.833,Kn. Steinhäusl,751,Preßbaum - Kn. Steinhäusl,Staatsgrenze Walserberg,Kfz,12950.0,13816.0,12750.0,13377.0,15823.0,12327.0,11168.0,Messung,
A01,26.833,Kn. Steinhäusl,751,Preßbaum - Kn. Steinhäusl,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",319.866666666667,458.111111111111,483.666666666667,477.090909090909,386.75,123.2,104.857142857143,Messung,
A01,26.833,Kn. Steinhäusl,751,Preßbaum - Kn. Steinhäusl,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",12630.2333333333,13358.0,12266.3333333333,12900.0,15436.25,12203.8,11063.4285714286,Messung,
A01,26.833,Kn. Steinhäusl,751,Kn. Steinhäusl - Preßbaum,Wien/Auhof,Kfz,14429.0,14697.0,14512.0,14853.0,14409.0,11969.0,15495.0,Messung,
A01,26.833,Kn. Steinhäusl,751,Kn. Steinhäusl - Preßbaum,Wien/Auhof,"Kfz > 3,5t hzG",399.766666666667,573.5,570.666666666667,604.181818181818,491.25,175.8,113.0,Messung,
A01,26.833,Kn. Steinhäusl,751,Kn. Steinhäusl - Preßbaum,Wien/Auhof,"Kfz <= 3,5t hzG",14029.4,14124.4444444444,13941.6666666667,14249.3636363636,13918.0,11793.4,15382.1428571429,Messung,
A01,26.833,Kn. Steinhäusl,751,gesamt,gesamt,Kfz,27379.0,28513.0,27262.0,28230.0,30232.0,24296.0,26663.0,Messung,
A01,26.833,Kn. Steinhäusl,751,gesamt,gesamt,"Kfz > 3,5t hzG",719.633333333333,1031.61111111111,1054.33333333333,1081.27272727273,878.0,299.0,217.857142857143,Messung,
A01,26.833,Kn. Steinhäusl,751,gesamt,gesamt,"Kfz <= 3,5t hzG",26659.6333333333,27482.4444444444,26208.0,27149.3636363636,29354.25,23997.2,26445.5714285714,Messung,
A01,33.195,Altlengbach,385,Kn. Steinhäusl - Altlengbach,Staatsgrenze Walserberg,Kfz,39392.0,40684.0,44900.0,39423.0,40990.0,33317.0,40408.0,Messung,
A01,33.195,Altlengbach,385,Kn. Steinhäusl - Altlengbach,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",4468.26666666667,6597.16666666667,8340.33333333333,6733.90909090909,4913.75,1826.2,881.142857142857,Messung,
A01,33.195,Altlengbach,385,Kn. Steinhäusl - Altlengbach,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",34923.8,34087.1111111111,36559.6666666667,32689.1818181818,36077.0,31491.0,39527.2857142857,Messung,
A01,33.195,Altlengbach,385,Altlengbach - Kn. Steinhäusl,Wien/Auhof,Kfz,39300.0,41426.0,36024.0,41061.0,46483.0,37640.0,35019.0,Messung,
A01,33.195,Altlengbach,385,Altlengbach - Kn. Steinhäusl,Wien/Auhof,"Kfz > 3,5t hzG",4642.36666666667,6570.83333333333,5317.33333333333,6836.36363636364,6780.75,3228.2,693.571428571429,Messung,
A01,33.195,Altlengbach,385,Altlengbach - Kn. Steinhäusl,Wien/Auhof,"Kfz <= 3,5t hzG",34658.3,34856.0,30707.3333333333,34225.0,39702.75,34412.4,34325.5714285714,Messung,
A01,33.195,Altlengbach,385,gesamt,gesamt,Kfz,78692.0,82110.0,80924.0,80484.0,87473.0,70957.0,75427.0,Messung,
A01,33.195,Altlengbach,385,gesamt,gesamt,"Kfz > 3,5t hzG",9110.63333333333,13168.0,13657.6666666667,13570.2727272727,11694.5,5054.4,1574.71428571429,Messung,
A01,33.195,Altlengbach,385,gesamt,gesamt,"Kfz <= 3,5t hzG",69582.1,68943.1111111111,67267.0,66914.1818181818,75779.75,65903.4,73852.8571428571,Messung,
A01,37.81,HASt St. Christophen,754,Altlengbach - St. Christophen,Staatsgrenze Walserberg,Kfz,36450.0,37243.0,41728.0,35875.0,37641.0,31217.0,38149.0,"2,5 % Tage geschätzt",
