Unnamed: 0,[km],Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Kfz/24h,Kfz/24h.1,Kfz/24h.2,Kfz/24h.3,Kfz/24h.4,Kfz/24h.5,Kfz/24h.6,Unnamed: 14,Unnamed: 15
A01,15.891,Pressbaum,955,Wien Auhof - Preßbaum,Staatsgrenze Walserberg,Kfz,13921.0,14476.0,13184.0,14169.0,16247.0,13528.0,12242.0,Messung,
A01,15.891,Pressbaum,955,Wien Auhof - Preßbaum,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",301.806451612903,382.095238095238,410.0,381.666666666667,360.8,150.5,121.666666666667,Messung,
A01,15.891,Pressbaum,955,Wien Auhof - Preßbaum,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",13619.9032258065,14094.2857142857,12774.75,13787.3333333333,15886.6,13378.0,12120.8333333333,Messung,
A01,15.891,Pressbaum,955,Preßbaum - Wien Auhof,Wien/Auhof,Kfz,13923.0,14359.0,14103.0,14303.0,14701.0,12795.0,13149.0,Messung,
A01,15.891,Pressbaum,955,Preßbaum - Wien Auhof,Wien/Auhof,"Kfz > 3,5t hzG",357.838709677419,458.619047619048,451.0,481.25,410.4,182.5,122.0,Messung,
A01,15.891,Pressbaum,955,Preßbaum - Wien Auhof,Wien/Auhof,"Kfz <= 3,5t hzG",13565.7741935484,13901.1428571429,13652.5,13821.75,14290.6,12612.75,13027.3333333333,Messung,
A01,15.891,Pressbaum,955,gesamt,gesamt,Kfz,27844.0,28835.0,27287.0,28472.0,30948.0,26323.0,25391.0,Messung,
A01,15.891,Pressbaum,955,gesamt,gesamt,"Kfz > 3,5t hzG",659.645161290323,840.714285714286,861.0,862.916666666667,771.2,333.0,243.666666666667,Messung,
A01,15.891,Pressbaum,955,gesamt,gesamt,"Kfz <= 3,5t hzG",27185.6774193548,27995.4285714286,26427.25,27609.0833333333,30177.2,25990.75,25148.1666666667,Messung,
A01,26.833,Kn. Steinhäusl,751,Preßbaum - Kn. Steinhäusl,Staatsgrenze Walserberg,Kfz,12878.0,13316.0,12051.0,13048.0,14970.0,12549.0,11567.0,Messung,
A01,26.833,Kn. Steinhäusl,751,Preßbaum - Kn. Steinhäusl,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",352.935483870968,456.190476190476,493.25,463.166666666667,409.8,155.5,123.166666666667,Messung,
