Unnamed: 0,[km],Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Kfz/24h,Kfz/24h.1,Kfz/24h.2,Kfz/24h.3,Kfz/24h.4,Kfz/24h.5,Kfz/24h.6,Unnamed: 14,Unnamed: 15
A01,15.891,Pressbaum,955,Wien Auhof - Preßbaum,Staatsgrenze Walserberg,Kfz,12467.0,12904.0,11871.0,12606.0,14830.0,12173.0,10578.0,"0,3 % Tage geschätzt",
A01,15.891,Pressbaum,955,Wien Auhof - Preßbaum,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",248.214285714286,317.1,350.5,319.583333333333,276.25,83.0,69.0,Messung,
A01,15.891,Pressbaum,955,Wien Auhof - Preßbaum,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",12219.3571428571,12587.15,11520.75,12286.9166666667,14554.25,12090.0,10509.75,"0,3 % Tage geschätzt",
A01,15.891,Pressbaum,955,Preßbaum - Wien Auhof,Wien/Auhof,Kfz,12866.0,12999.0,12636.0,12977.0,13429.0,12419.0,12649.0,"0,3 % Tage geschätzt",
A01,15.891,Pressbaum,955,Preßbaum - Wien Auhof,Wien/Auhof,"Kfz > 3,5t hzG",311.214285714286,393.05,390.75,411.416666666667,340.25,153.75,59.5,Messung,
A01,15.891,Pressbaum,955,Preßbaum - Wien Auhof,Wien/Auhof,"Kfz <= 3,5t hzG",12555.2142857143,12606.15,12245.25,12565.5833333333,13088.75,12266.0,12589.75,"0,3 % Tage geschätzt",
A01,15.891,Pressbaum,955,gesamt,gesamt,Kfz,25333.0,25903.0,24507.0,25583.0,28259.0,24592.0,23227.0,"0,3 % Tage geschätzt",
A01,15.891,Pressbaum,955,gesamt,gesamt,"Kfz > 3,5t hzG",559.428571428571,710.15,741.25,731.0,616.5,236.75,128.5,Messung,
A01,15.891,Pressbaum,955,gesamt,gesamt,"Kfz <= 3,5t hzG",24774.5714285714,25193.3,23766.0,24852.5,27643.0,24356.0,23099.5,"0,3 % Tage geschätzt",
A01,26.833,Kn. Steinhäusl,751,Preßbaum - Kn. Steinhäusl,Staatsgrenze Walserberg,Kfz,11687.0,12007.0,10977.0,11593.0,14279.0,11582.0,10195.0,"0,7 % Tage geschätzt",
A01,26.833,Kn. Steinhäusl,751,Preßbaum - Kn. Steinhäusl,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",287.25,370.85,398.25,381.25,312.25,87.75,68.75,Messung,
A01,26.833,Kn. Steinhäusl,751,Preßbaum - Kn. Steinhäusl,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",11400.5714285714,11636.45,10579.5,11212.0,13966.75,11494.75,10127.0,"0,7 % Tage geschätzt",
