Unnamed: 0,[km],Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Kfz/24h,Kfz/24h.1,Kfz/24h.2,Kfz/24h.3,Kfz/24h.4,Kfz/24h.5,Kfz/24h.6,Unnamed: 14,Unnamed: 15
A01,15.891,Pressbaum,955,Wien Auhof - Preßbaum,Staatsgrenze Walserberg,Kfz,13046.0,13471.0,12662.0,13125.0,15317.0,12135.0,12257.0,Messung,
A01,15.891,Pressbaum,955,Wien Auhof - Preßbaum,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",239.0,311.0,338.0,314.0,274.0,101.0,91.0,Messung,
A01,15.891,Pressbaum,955,Wien Auhof - Preßbaum,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",12807.0,13160.0,12324.0,12811.0,15043.0,12034.0,12166.0,Messung,
A01,15.891,Pressbaum,955,Preßbaum - Wien Auhof,Wien/Auhof,Kfz,13434.0,13809.0,13598.0,13490.0,14978.0,12133.0,13234.0,Messung,
A01,15.891,Pressbaum,955,Preßbaum - Wien Auhof,Wien/Auhof,"Kfz > 3,5t hzG",296.0,388.0,391.0,397.0,356.0,147.0,79.0,Messung,
A01,15.891,Pressbaum,955,Preßbaum - Wien Auhof,Wien/Auhof,"Kfz <= 3,5t hzG",13138.0,13421.0,13207.0,13093.0,14622.0,11986.0,13155.0,Messung,
A01,15.891,Pressbaum,955,gesamt,gesamt,Kfz,26480.0,27280.0,26260.0,26615.0,30295.0,24268.0,25491.0,Messung,
A01,15.891,Pressbaum,955,gesamt,gesamt,"Kfz > 3,5t hzG",535.0,699.0,729.0,711.0,630.0,248.0,170.0,Messung,
A01,15.891,Pressbaum,955,gesamt,gesamt,"Kfz <= 3,5t hzG",25945.0,26581.0,25531.0,25904.0,29665.0,24020.0,25321.0,Messung,
A01,26.833,Kn. Steinhäusl,751,Preßbaum - Kn. Steinhäusl,Staatsgrenze Walserberg,Kfz,12446.0,12828.0,12079.0,12438.0,14749.0,11454.0,11911.0,Messung,
A01,26.833,Kn. Steinhäusl,751,Preßbaum - Kn. Steinhäusl,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",285.0,380.0,416.0,384.0,332.0,103.0,90.0,Messung,
A01,26.833,Kn. Steinhäusl,751,Preßbaum - Kn. Steinhäusl,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",12161.0,12448.0,11663.0,12054.0,14417.0,11351.0,11821.0,Messung,
A01,26.833,Kn. Steinhäusl,751,Kn. Steinhäusl - Preßbaum,Wien/Auhof,Kfz,13799.0,14127.0,13606.0,13979.0,15092.0,12237.0,14051.0,"4,2% Tage geschätzt",
A01,26.833,Kn. Steinhäusl,751,Kn. Steinhäusl - Preßbaum,Wien/Auhof,"Kfz > 3,5t hzG",345.0,460.0,469.0,473.0,413.0,148.0,81.0,Messung,
A01,26.833,Kn. Steinhäusl,751,Kn. Steinhäusl - Preßbaum,Wien/Auhof,"Kfz <= 3,5t hzG",13454.0,13667.0,13137.0,13506.0,14679.0,12089.0,13970.0,"4,2% Tage geschätzt",
A01,26.833,Kn. Steinhäusl,751,gesamt,gesamt,Kfz,26245.0,26955.0,25685.0,26417.0,29841.0,23691.0,25962.0,"2,1% Tage geschätzt",
A01,26.833,Kn. Steinhäusl,751,gesamt,gesamt,"Kfz > 3,5t hzG",630.0,840.0,885.0,857.0,745.0,251.0,171.0,Messung,
A01,26.833,Kn. Steinhäusl,751,gesamt,gesamt,"Kfz <= 3,5t hzG",25615.0,26115.0,24800.0,25560.0,29096.0,23440.0,25791.0,"2,1% Tage geschätzt",
A01,33.195,Altlengbach,385,Kn. Steinhäusl - Altlengbach,Staatsgrenze Walserberg,Kfz,34813.0,35589.0,39242.0,34130.0,36315.0,28194.0,38330.0,Messung,
A01,33.195,Altlengbach,385,Kn. Steinhäusl - Altlengbach,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",4642.0,6307.0,8062.0,6319.0,4515.0,1779.0,849.0,Messung,
