Unnamed: 0,[km],Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Kfz/24h,Kfz/24h.1,Kfz/24h.2,Kfz/24h.3,Kfz/24h.4,Kfz/24h.5,Kfz/24h.6,Unnamed: 14,Unnamed: 15
A01,15.891,Pressbaum,955,Wien Auhof - Preßbaum,Staatsgrenze Walserberg,Kfz,11505.0,12067.0,11066.0,11987.0,13348.0,10817.0,9582.0,Messung,
A01,15.891,Pressbaum,955,Wien Auhof - Preßbaum,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",252.096774193548,311.954545454545,351.25,308.714285714286,284.0,136.75,81.0,Messung,
A01,15.891,Pressbaum,955,Wien Auhof - Preßbaum,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",11253.4516129032,11755.6818181818,10715.0,11679.0,13064.75,10680.75,9501.8,Messung,
A01,15.891,Pressbaum,955,Preßbaum - Wien Auhof,Wien/Auhof,Kfz,11711.0,12191.0,12064.0,12167.0,12399.0,10169.0,10834.0,Messung,
A01,15.891,Pressbaum,955,Preßbaum - Wien Auhof,Wien/Auhof,"Kfz > 3,5t hzG",300.741935483871,372.409090909091,437.5,366.928571428571,326.5,192.25,72.2,Messung,
A01,15.891,Pressbaum,955,Preßbaum - Wien Auhof,Wien/Auhof,"Kfz <= 3,5t hzG",11410.5161290323,11818.6363636364,11627.0,11800.7857142857,12072.75,9976.75,10761.8,Messung,
A01,15.891,Pressbaum,955,gesamt,gesamt,Kfz,23216.0,24258.0,23130.0,24154.0,25747.0,20986.0,20416.0,Messung,
A01,15.891,Pressbaum,955,gesamt,gesamt,"Kfz > 3,5t hzG",552.838709677419,684.363636363636,788.75,675.642857142857,610.5,329.0,153.2,Messung,
A01,15.891,Pressbaum,955,gesamt,gesamt,"Kfz <= 3,5t hzG",22663.9677419355,23574.3181818182,22342.0,23479.7857142857,25137.5,20657.5,20263.6,Messung,
A01,26.833,Kn. Steinhäusl,751,Preßbaum - Kn. Steinhäusl,Staatsgrenze Walserberg,Kfz,10443.0,10874.0,9860.0,10788.0,12190.0,9919.0,8966.0,Messung,
A01,26.833,Kn. Steinhäusl,751,Preßbaum - Kn. Steinhäusl,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",283.516129032258,353.636363636364,391.0,353.785714285714,315.75,147.0,84.2,Messung,
A01,26.833,Kn. Steinhäusl,751,Preßbaum - Kn. Steinhäusl,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",10160.1612903226,10521.1363636364,9469.5,10435.0,11874.25,9772.5,8882.0,Messung,
A01,26.833,Kn. Steinhäusl,751,Kn. Steinhäusl - Preßbaum,Wien/Auhof,Kfz,11755.0,12067.0,12438.0,12029.0,11826.0,10721.0,11209.0,"2,2 % Tage geschätzt",
A01,26.833,Kn. Steinhäusl,751,Kn. Steinhäusl - Preßbaum,Wien/Auhof,"Kfz > 3,5t hzG",341.064516129032,423.318181818182,495.75,418.857142857143,366.5,219.25,76.6,Messung,
A01,26.833,Kn. Steinhäusl,751,Kn. Steinhäusl - Preßbaum,Wien/Auhof,"Kfz <= 3,5t hzG",11413.935483871,11643.6818181818,11943.0,11610.7857142857,11459.5,10501.75,11132.8,"2,2 % Tage geschätzt",
A01,26.833,Kn. Steinhäusl,751,gesamt,gesamt,Kfz,22198.0,22941.0,22298.0,22817.0,24016.0,20640.0,20175.0,"1,1 % Tage geschätzt",
A01,26.833,Kn. Steinhäusl,751,gesamt,gesamt,"Kfz > 3,5t hzG",624.58064516129,776.954545454546,886.75,772.642857142857,682.25,366.25,160.8,Messung,
A01,26.833,Kn. Steinhäusl,751,gesamt,gesamt,"Kfz <= 3,5t hzG",21574.0967741935,22164.8181818182,21412.5,22045.7857142857,23333.75,20274.25,20014.8,"1,1 % Tage geschätzt",
A01,33.195,Altlengbach,385,Kn. Steinhäusl - Altlengbach,Staatsgrenze Walserberg,Kfz,32627.0,32697.0,33273.0,32068.0,34323.0,31007.0,33615.0,Messung,
A01,33.195,Altlengbach,385,Kn. Steinhäusl - Altlengbach,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",4574.74193548387,5924.59090909091,7659.0,5884.64285714286,4330.0,1764.75,883.4,Messung,
A01,33.195,Altlengbach,385,Kn. Steinhäusl - Altlengbach,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",28052.4516129032,26772.5909090909,25614.25,26183.4285714286,29993.0,29242.5,32731.8,Messung,
A01,33.195,Altlengbach,385,Altlengbach - Kn. Steinhäusl,Wien/Auhof,Kfz,28620.0,30799.0,27901.0,30818.0,33631.0,25157.0,21800.0,Messung,
A01,33.195,Altlengbach,385,Altlengbach - Kn. Steinhäusl,Wien/Auhof,"Kfz > 3,5t hzG",4385.22580645161,5553.36363636364,4502.0,5801.64285714286,5735.75,2792.75,519.4,Messung,
A01,33.195,Altlengbach,385,Altlengbach - Kn. Steinhäusl,Wien/Auhof,"Kfz <= 3,5t hzG",24234.8709677419,25246.2272727273,23399.0,25016.9285714286,27896.0,22364.25,21281.4,Messung,
A01,33.195,Altlengbach,385,gesamt,gesamt,Kfz,61247.0,63496.0,61174.0,62886.0,67954.0,56164.0,55415.0,Messung,
A01,33.195,Altlengbach,385,gesamt,gesamt,"Kfz > 3,5t hzG",8959.96774193548,11477.9545454545,12161.0,11686.2857142857,10065.75,4557.5,1402.8,Messung,
A01,33.195,Altlengbach,385,gesamt,gesamt,"Kfz <= 3,5t hzG",52287.3225806452,52018.8181818182,49013.25,51200.3571428571,57889.0,51606.75,54013.2,Messung,
A01,37.81,HASt St. Christophen,754,Altlengbach - St. Christophen,Staatsgrenze Walserberg,Kfz,33525.0,33222.0,34379.0,32521.0,34521.0,32885.0,35370.0,"5,2 % Tage geschätzt",
A01,37.81,HASt St. Christophen,754,Altlengbach - St. Christophen,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",4500.51612903226,5825.22727272727,7556.75,5782.28571428571,4244.0,1758.5,865.4,Messung,
A01,37.81,HASt St. Christophen,754,Altlengbach - St. Christophen,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",29025.0967741935,27397.4545454545,26822.5,26738.8571428571,30277.5,31126.75,34505.4,"5,2 % Tage geschätzt",
A01,37.81,HASt St. Christophen,754,St. Christophen - Altlengbach,Wien/Auhof,Kfz,31061.0,33314.0,30415.0,33356.0,36065.0,27506.0,23993.0,"1,6 % Tage geschätzt",
A01,37.81,HASt St. Christophen,754,St. Christophen - Altlengbach,Wien/Auhof,"Kfz > 3,5t hzG",4313.29032258064,5454.63636363636,4397.75,5698.07142857143,5659.5,2783.25,515.4,Messung,
A01,37.81,HASt St. Christophen,754,St. Christophen - Altlengbach,Wien/Auhof,"Kfz <= 3,5t hzG",26748.1612903226,27859.5,26018.0,27658.0714285714,30406.0,24723.5,23478.0,"1,6 % Tage geschätzt",
A01,37.81,HASt St. Christophen,754,gesamt,gesamt,Kfz,64586.0,66536.0,64794.0,65877.0,70586.0,60391.0,59363.0,"3,4 % Tage geschätzt",
A01,37.81,HASt St. Christophen,754,gesamt,gesamt,"Kfz > 3,5t hzG",8813.8064516129,11279.8636363636,11954.5,11480.3571428571,9903.5,4541.75,1380.8,Messung,
A01,37.81,HASt St. Christophen,754,gesamt,gesamt,"Kfz <= 3,5t hzG",55773.2580645161,55256.9545454545,52840.5,54396.9285714286,60683.5,55850.25,57983.4,"3,4 % Tage geschätzt",
A01,44.4,Sichelbach,403,St. Christophen - Böheimkirchen,Staatsgrenze Walserberg,Kfz,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall,
A01,44.4,Sichelbach,403,St. Christophen - Böheimkirchen,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",4593.0,5958.36363636364,7708.5,5916.07142857143,4356.25,1761.75,850.4,Messung,
A01,44.4,Sichelbach,403,St. Christophen - Böheimkirchen,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall,
