Unnamed: 0,[km],Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Kfz/24h,Kfz/24h.1,Kfz/24h.2,Kfz/24h.3,Kfz/24h.4,Kfz/24h.5,Kfz/24h.6,Unnamed: 14,Unnamed: 15
A01,15.891,Pressbaum,955,Wien Auhof - Preßbaum,Staatsgrenze Walserberg,Kfz,13723.0,14378.0,13014.0,14160.0,16449.0,12998.0,11551.0,Messung,
A01,15.891,Pressbaum,955,Wien Auhof - Preßbaum,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",273.4,350.0,361.25,355.769230769231,320.0,108.25,83.8,Messung,
A01,15.891,Pressbaum,955,Wien Auhof - Preßbaum,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",13449.7,14028.1904761905,12652.75,13804.7692307692,16129.75,12889.75,11468.0,Messung,
A01,15.891,Pressbaum,955,Preßbaum - Wien Auhof,Wien/Auhof,Kfz,14312.0,14786.0,14193.0,14673.0,15744.0,11959.0,14208.0,Messung,
A01,15.891,Pressbaum,955,Preßbaum - Wien Auhof,Wien/Auhof,"Kfz > 3,5t hzG",344.333333333333,441.190476190476,438.5,447.307692307692,424.0,153.25,90.4,Messung,
A01,15.891,Pressbaum,955,Preßbaum - Wien Auhof,Wien/Auhof,"Kfz <= 3,5t hzG",13968.5333333333,14344.8095238095,13754.5,14226.1538461538,15320.75,11806.0,14118.2,Messung,
A01,15.891,Pressbaum,955,gesamt,gesamt,Kfz,28035.0,29164.0,27207.0,28833.0,32193.0,24957.0,25759.0,Messung,
A01,15.891,Pressbaum,955,gesamt,gesamt,"Kfz > 3,5t hzG",617.733333333333,791.190476190476,799.75,803.076923076923,744.0,261.5,174.2,Messung,
A01,15.891,Pressbaum,955,gesamt,gesamt,"Kfz <= 3,5t hzG",27418.2333333333,28373.0,26407.25,28030.9230769231,31450.5,24695.75,25586.2,Messung,
A01,26.833,Kn. Steinhäusl,751,Preßbaum - Kn. Steinhäusl,Staatsgrenze Walserberg,Kfz,12782.0,13354.0,11895.0,13144.0,15498.0,12029.0,10979.0,Messung,
