Time of calculation: 20211213-152221; value of objective: 3388052.5320153246;  acc=3000;  ec=0.25;  e_tax=0.15;  cfix=150000;  cvar=10000;  eta=0.011;  mu=0.4;  i=segment_id,dir,type_ID,POI_ID,traffic_flow,traffic_flow_0,traffic_flow_1,energy_demand,energy_demand_0,energy_demand_1,dist_along_segment,pois_type,pYi_dir,pYi_dir_0,pYi_dir_1,pE_charged,pE_charged_0,pE_charged_1,pE_input,pE_input_0,pE_input_1,pE_output,pE_output_0,pE_output_1,pXi
5.0,0.0,102.0,99.0,23976.5917239922,23976.5917239922,0.0,77264.20880385,77264.20880385,0.0,86198.2118888899,ra,0.0,0.0,0.0,0.0,0.0,0.0,28.282011948171338,28.282011948171338,0.0,52.07938825975714,52.07938825975714,0.0,0
5.0,2.0,4.0,100.0,48295.9987384735,24204.9992554563,24090.9994830172,76993.1805753457,76993.1805753457,0.0,102115.051061861,link,0.0,0.0,0.0,0.0,0.0,0.0,89.93905163187961,52.07938825975714,37.859663372122476,113.6529512490861,75.79328787696362,37.859663372122476,0
6.0,2.0,0.0,101.0,17593.52882743976,9370.08985369332,8223.43897374644,12953.2423996405,0.0,12953.2423996405,0.0,link,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989598659089274,0.0,3.989598659089274,0
6.0,0.0,74.0,102.0,9440.70012643683,9440.70012643683,0.0,2312.55832321132,2312.55832321132,0.0,1229.56192943354,ra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7122679635490866,0.7122679635490866,0.0,0
6.0,1.0,73.0,103.0,8534.074407472,0.0,8534.074407472,24039.8744350828,0.0,24039.8744350828,3961.10953120221,ra,3.0,0.0,3.0,90.50943659237021,0.0,90.50943659237021,83.1051552663647,0.0,83.1051552663647,0.0,0.0,0.0,1
6.0,0.0,72.0,104.0,9685.7540713875,9685.7540713875,0.0,6056.44894270489,6056.44894270489,0.0,4398.31801694572,ra,0.0,0.0,0.0,0.0,0.0,0.0,0.7122679635490866,0.7122679635490866,0.0,2.577654237902193,2.577654237902193,0.0,0
6.0,1.0,78.0,105.0,13533.1360897293,0.0,13533.1360897293,28618.48831192,0.0,28618.48831192,19100.037855584,ra,0.0,0.0,0.0,0.0,0.0,0.0,74.29066086629334,0.0,74.29066086629334,83.1051552663647,0.0,83.1051552663647,0
6.0,0.0,77.0,106.0,14150.2103751211,14150.2103751211,0.0,36073.4762370388,36073.4762370388,0.0,19123.3135023805,ra,0.0,0.0,0.0,0.0,0.0,0.0,2.577654237902193,2.577654237902193,0.0,13.688284918910144,13.688284918910144,0.0,0
6.0,0.0,84.0,107.0,14015.5507215474,14015.5507215474,0.0,20523.6910565088,20523.6910565088,0.0,26419.7471579885,ra,0.0,0.0,0.0,0.0,0.0,0.0,13.688284918910144,13.688284918910144,0.0,20.009581764314852,20.009581764314852,0.0,0
6.0,1.0,85.0,108.0,13577.8216299661,0.0,13577.8216299661,29374.4573384153,0.0,29374.4573384153,26439.3379118163,ra,0.0,0.0,0.0,0.0,0.0,0.0,65.24332800606142,0.0,65.24332800606142,74.29066086629334,0.0,74.29066086629334,0
6.0,0.0,90.0,109.0,14458.3667880935,14458.3667880935,0.0,14488.6025679174,14488.6025679174,0.0,31550.905729363,ra,0.0,0.0,0.0,0.0,0.0,0.0,20.009581764314852,20.009581764314852,0.0,24.47207135523341,24.47207135523341,0.0,0
6.0,1.0,92.0,110.0,14091.1965122171,0.0,14091.1965122171,16065.7534271718,0.0,16065.7534271718,32304.5420789757,ra,0.0,0.0,0.0,0.0,0.0,0.0,60.2950759504925,0.0,60.2950759504925,65.24332800606142,0.0,65.24332800606142,0
6.0,2.0,98.0,111.0,30972.8842403762,15986.2762154003,14986.6080249759,53330.90054941049,33425.7512662432,19905.1492831673,42213.9465999939,ra,0.0,0.0,0.0,0.0,0.0,0.0,78.63636132651038,24.47207135523341,54.16428997127697,95.06227869572882,34.76720274523632,60.2950759504925,0
6.0,1.0,104.0,112.0,17237.3205627434,0.0,17237.3205627434,34298.2284088288,0.0,34298.2284088288,51171.1374208719,ra,0.0,0.0,0.0,0.0,0.0,0.0,43.60043562135772,0.0,43.60043562135772,54.16428997127697,0.0,54.16428997127697,0
6.0,0.0,105.0,113.0,20384.4498952667,20384.4498952667,0.0,47000.4083530959,47000.4083530959,0.0,55341.5561750109,ra,0.0,0.0,0.0,0.0,0.0,0.0,34.76720274523632,34.76720274523632,0.0,49.24332851798985,49.24332851798985,0.0,0
6.0,1.0,106.0,114.0,19799.8525288606,0.0,19799.8525288606,6627.56512262276,0.0,6627.56512262276,57703.6588402105,ra,0.0,0.0,0.0,0.0,0.0,0.0,41.55914556358991,0.0,41.55914556358991,43.60043562135772,0.0,43.60043562135772,0
6.0,0.0,108.0,115.0,22330.7026330019,22330.7026330019,0.0,16822.4294753507,16822.4294753507,0.0,59273.6377198263,ra,0.0,0.0,0.0,0.0,0.0,0.0,49.24332851798985,49.24332851798985,0.0,54.42463679639787,54.42463679639787,0.0,0
6.0,2.0,3.0,116.0,43852.3829830634,22912.2538280909,20940.1291549725,7254.95365633483,7254.95365633483,0.0,60876.2242421798,link,0.0,0.0,0.0,0.0,0.0,0.0,95.98378235998777,54.42463679639787,41.55914556358991,98.2183080861389,56.659162522548996,41.55914556358991,0
7.0,2.0,0.0,117.0,11819.72883309257,5668.99952865367,6150.7293044389,20183.9878116345,0.0,20183.9878116345,0.0,link,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.216668245983427,0.0,6.216668245983427,0
7.0,2.0,96.0,118.0,16750.43996107374,8281.7922636936,8468.64769738014,34855.99460973138,8787.48726450068,26068.5073452307,6667.95544755655,ra,2.0,0.0,2.0,23.84879513726577,2.7065460774662093,21.14224905979956,13.113148797468504,0.0,13.113148797468504,4.440892098500626e-16,4.440892098500626e-16,0.0,1
7.0,2.0,97.0,119.0,16803.00194301874,8309.64474409952,8493.35719891922,179.5115985862136,88.7645506722473,90.7470479139663,6721.47492677825,ra,0.0,0.0,0.0,0.0,0.0,0.0,13.085198706711003,4.440892098500626e-16,13.085198706711003,13.140488279075557,0.027339481607052796,13.113148797468504,0
7.0,0.0,100.0,120.0,13554.3161042731,13554.3161042731,0.0,22068.9577674959,22068.9577674959,0.0,18033.1308843645,ra,0.0,0.0,0.0,0.0,0.0,0.0,0.027339481607052796,0.027339481607052796,0.0,6.824578473995791,6.824578473995791,0.0,0
7.0,1.0,103.0,121.0,15944.2118325408,0.0,15944.2118325408,9291.39730848557,0.0,9291.39730848557,19154.1734195509,ra,1.0,0.0,1.0,16.63938015953707,0.0,16.63938015953707,26.862828495234517,0.0,26.862828495234517,13.085198706711003,0.0,13.085198706711003,1
7.0,2.0,2.0,122.0,31479.2646876848,14962.6751347339,16516.5895529509,21458.7834029422,21458.7834029422,0.0,25294.5418793567,link,0.0,0.0,0.0,0.0,0.0,0.0,33.68740696923031,6.824578473995791,26.862828495234517,40.29671225733651,13.433883762101988,26.862828495234517,0
8.0,2.0,2.0,123.0,14782.3695846428,7482.84754160049,7299.52204304231,11430.7034650488,0.0,11430.7034650488,0.0,link,0.0,0.0,0.0,0.0,0.0,0.0,16.196935653558675,13.675230670890041,2.5217049826686324,19.717592320793706,13.675230670890041,6.042361649903663,0
8.0,1.0,107.0,124.0,6958.35099573627,0.0,6958.35099573627,8187.35383983322,0.0,8187.35383983322,2119.20843181615,ra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5217049826686324,0.0,2.5217049826686324,0
8.0,2.0,111.0,125.0,9208.20636712835,4168.18387658208,5040.02249054627,13642.41603114191,10610.9556704707,3031.46036067121,9055.82449812222,ra,1.0,0.0,1.0,17.877094808481747,16.943405017395015,0.9336897910867328,13.675230670890041,13.675230670890041,0.0,0.0,0.0,0.0,1
8.0,2.0,0.0,126.0,9708.89067456805,5120.67365793185,4588.2170166362,11152.0763011101,11152.0763011101,0.0,21173.6853058851,link,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4348395007419112,3.4348395007419112,0.0,0
9.0,2.0,2.0,127.0,31818.42313617,16104.8835451968,15713.5395909732,24002.8723755815,0.0,24002.8723755815,0.0,link,0.0,0.0,0.0,0.0,0.0,0.0,53.261974467927956,13.430598982460992,39.831375485466964,60.65485915960706,13.430598982460992,47.224260177146064,0
9.0,0.0,109.0,128.0,17929.3338177348,17929.3338177348,0.0,22233.1620305147,22233.1620305147,0.0,6516.74421097716,ra,0.0,0.0,0.0,0.0,0.0,0.0,13.430598982460992,13.430598982460992,0.0,20.278412887859524,20.278412887859524,0.0,0
9.0,1.0,110.0,129.0,16715.7243720159,0.0,16715.7243720159,41226.6104824692,0.0,41226.6104824692,6527.40648559258,ra,0.0,0.0,0.0,0.0,0.0,0.0,27.133579456866443,0.0,27.133579456866443,39.831375485466964,0.0,39.831375485466964,0
9.0,2.0,116.0,130.0,36693.0558776816,18116.8086480647,18576.2472296169,63152.2314406059,31926.6763387178,31225.5551018881,15445.3717833973,ra,1.0,0.0,1.0,38.76020403120216,20.188414863320247,18.57178916788191,56.36631054122634,20.278412887859524,36.08789765336682,37.056993793730804,9.92341433686436,27.133579456866443,1
9.0,0.0,122.0,131.0,18771.2912047982,18771.2912047982,0.0,23153.4482354074,23153.4482354074,0.0,21672.6218089021,ra,0.0,0.0,0.0,0.0,0.0,0.0,9.92341433686436,9.92341433686436,0.0,17.05467639336984,17.05467639336984,0.0,0
9.0,1.0,123.0,132.0,18688.6310780343,0.0,18688.6310780343,21124.15986731,0.0,21124.15986731,26271.1343633983,ra,0.0,0.0,0.0,0.0,0.0,0.0,29.581656414235333,0.0,29.581656414235333,36.08789765336682,0.0,36.08789765336682,0
9.0,2.0,7.0,133.0,31601.8542643027,15291.9117888883,16309.9424754144,39693.1511032681,39693.1511032681,0.0,33157.1268468838,link,0.0,0.0,0.0,0.0,0.0,0.0,46.63633280760517,17.05467639336984,29.581656414235333,58.86182334741175,29.280166933176417,29.581656414235333,0
10.0,2.0,3.0,134.0,31606.6695639389,16070.5474552074,15536.1221087315,876.281378643092,0.0,876.281378643092,0.0,link,0.0,0.0,0.0,0.0,0.0,0.0,70.01982667286984,45.1982024398592,24.821624233010645,70.28972133749193,45.1982024398592,25.091518897632717,0
10.0,2.0,112.0,135.0,20482.292071415,10386.9656808517,10095.3263905633,77199.5674356368,39212.351587896,37987.2158477408,14793.4065314786,ra,1.0,1.0,0.0,49.99999999999999,39.43593224541278,10.564067754587214,68.8838319463529,45.1982024398592,23.68562950649369,42.66129871652903,17.83967448351839,24.821624233010645,1
10.0,2.0,4.0,136.0,20473.6189956967,10382.5344994114,10091.0844962853,901.5928066001,901.5928066001,0.0,15227.5355211014,link,0.0,0.0,0.0,0.0,0.0,0.0,41.52530399001208,17.83967448351839,23.68562950649369,41.80299457444491,18.11736506795122,23.68562950649369,0
11.0,2.0,3.0,137.0,48420.0541429227,24599.8231829302,23820.2309599925,25396.4262763502,0.0,25396.4262763502,0.0,link,0.0,0.0,0.0,0.0,0.0,0.0,92.23385516765613,47.5246439387523,44.70921122890383,100.055954460772,47.5246439387523,52.531310522019695,0
11.0,2.0,113.0,138.0,48814.9931722971,24295.4347117739,24519.5584605232,67768.1645842998,34032.6255473008,33735.539036999,6967.48714814497,ra,1.0,0.0,1.0,50.0,6.787917536506978,43.212082463493026,125.05539160775345,47.5246439387523,77.53074766900116,95.92798629971782,51.21877507081398,44.70921122890383,1
11.0,0.0,117.0,139.0,22023.285967337,22023.285967337,0.0,32076.4664664123,32076.4664664123,0.0,13790.4538038903,ra,0.0,0.0,0.0,0.0,0.0,0.0,51.21877507081398,51.21877507081398,0.0,61.09832674246897,61.09832674246897,0.0,0
11.0,1.0,118.0,140.0,22284.9266194441,0.0,22284.9266194441,33701.8886644055,0.0,33701.8886644055,14053.3882390507,ra,0.0,0.0,0.0,0.0,0.0,0.0,67.15056596036426,0.0,67.15056596036426,77.53074766900116,0.0,77.53074766900116,0
11.0,2.0,5.0,141.0,42919.8251598076,21285.3584845686,21634.466675239,26141.2234576225,26141.2234576225,0.0,19878.6900646546,link,0.0,0.0,0.0,0.0,0.0,0.0,128.24889270283325,61.09832674246897,67.15056596036426,136.30038952778096,69.1498235674167,67.15056596036426,0
12.0,2.0,4.0,142.0,53131.6723320628,26537.1834811746,26594.4888508882,31246.4886001598,0.0,31246.4886001598,0.0,link,0.0,0.0,0.0,0.0,0.0,0.0,92.0044192390628,51.24150635709084,40.762912881971964,101.62833772791203,51.24150635709084,50.386831370821184,0
12.0,0.0,120.0,143.0,22288.895823896,22288.895823896,0.0,67285.1539459114,67285.1539459114,0.0,13722.6357161214,ra,0.0,0.0,0.0,0.0,0.0,0.0,51.24150635709084,51.24150635709084,0.0,71.96533377243155,71.96533377243155,0.0,0
12.0,1.0,119.0,144.0,22492.6689728353,0.0,22492.6689728353,67871.846063942,0.0,67871.846063942,13775.3691799331,ra,1.0,0.0,1.0,49.57655044479205,0.0,49.57655044479205,69.43493473906987,0.0,69.43493473906987,40.762912881971964,0.0,40.762912881971964,1
12.0,2.0,5.0,145.0,44751.0771921405,22273.0392762582,22478.0379158823,31196.8175846597,31196.8175846597,0.0,20725.0958331826,link,0.0,0.0,0.0,0.0,0.0,0.0,141.40026851150142,71.96533377243155,69.43493473906987,151.0088883275766,81.57395358850674,69.43493473906987,0
13.0,2.0,4.0,146.0,25987.610544625597,13119.3784455626,12868.232099063,24107.6698093879,0.0,24107.6698093879,0.0,link,0.0,0.0,0.0,0.0,0.0,0.0,39.0433837480687,38.989615564694596,0.0537681833741049,46.46854604936017,38.989615564694596,7.478930484665579,0
13.0,1.0,115.0,147.0,10655.0818315375,0.0,10655.0818315375,174.572023941899,0.0,174.572023941899,12655.9421841123,ra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0537681833741049,0.0,0.0537681833741049,0
13.0,0.0,114.0,148.0,11183.6183451154,11183.6183451154,0.0,31110.6271871052,31110.6271871052,0.0,12725.5782136216,ra,0.0,0.0,0.0,0.0,0.0,0.0,38.989615564694596,38.989615564694596,0.0,48.571688738323,48.571688738323,0.0,0
13.0,2.0,121.0,149.0,13974.00634747334,7033.00411775856,6941.00222971478,106391.78724612939,44439.8688246501,61951.9184214793,36309.8952864744,ra,3.0,3.0,0.0,119.27623077344396,48.571688738323,70.70454203512097,100.19503989962833,48.571688738323,51.62335116130533,13.687479597992231,13.687479597992231,0.0,1
13.0,1.0,129.0,150.0,7362.49465739319,0.0,7362.49465739319,13229.9521865053,0.0,13229.9521865053,54986.8926639146,ra,0.0,0.0,0.0,0.0,0.0,0.0,47.54852588786169,0.0,47.54852588786169,51.62335116130533,0.0,51.62335116130533,0
13.0,0.0,128.0,151.0,7963.31449008736,7963.31449008736,0.0,27912.16958586,27912.16958586,0.0,55258.2918559062,ra,0.0,0.0,0.0,0.0,0.0,0.0,13.687479597992231,13.687479597992231,0.0,22.28442783043711,22.28442783043711,0.0,0
13.0,1.0,127.0,152.0,11309.7143794641,0.0,11309.7143794641,17886.2152026232,0.0,17886.2152026232,66083.6762164012,ra,0.0,0.0,0.0,0.0,0.0,0.0,42.039571605453744,0.0,42.039571605453744,47.54852588786169,0.0,47.54852588786169,0
13.0,0.0,126.0,153.0,11768.8795544372,11768.8795544372,0.0,18226.4007565125,18226.4007565125,0.0,66152.7749055271,ra,0.0,0.0,0.0,0.0,0.0,0.0,22.28442783043711,22.28442783043711,0.0,27.898159263442963,27.898159263442963,0.0,0
13.0,1.0,131.0,154.0,13063.1309770766,0.0,13063.1309770766,30671.8435925205,0.0,30671.8435925205,77946.0497397112,ra,0.0,0.0,0.0,0.0,0.0,0.0,32.592643778957424,0.0,32.592643778957424,42.039571605453744,0.0,42.039571605453744,0
13.0,0.0,132.0,155.0,13332.5048339698,13332.5048339698,0.0,31866.5990943388,31866.5990943388,0.0,78200.6092463489,ra,0.0,0.0,0.0,0.0,0.0,0.0,27.898159263442963,27.898159263442963,0.0,37.71307178449931,37.71307178449931,0.0,0
13.0,2.0,141.0,156.0,20915.585370117602,10623.7234191176,10291.861951,34934.66004003699,17686.9496121317,17247.7104279053,85720.8848871018,ra,0.0,0.0,0.0,0.0,0.0,0.0,64.99342075166192,37.71307178449931,27.280348967162595,75.7532960439933,43.16065226503588,32.592643778957424,0
13.0,1.0,144.0,157.0,10312.6666929756,0.0,10312.6666929756,26517.4055540081,0.0,26517.4055540081,92148.0377185692,ra,0.0,0.0,0.0,0.0,0.0,0.0,19.1129880565281,0.0,19.1129880565281,27.280348967162595,0.0,27.280348967162595,0
13.0,0.0,146.0,158.0,10682.0887260768,10682.0887260768,0.0,17722.2697365695,17722.2697365695,0.0,94057.5406178836,ra,0.0,0.0,0.0,0.0,0.0,0.0,43.16065226503588,43.16065226503588,0.0,48.619111343899284,48.619111343899284,0.0,0
13.0,0.0,153.0,159.0,10865.4133062023,10865.4133062023,0.0,26782.2661808343,26782.2661808343,0.0,106351.198252807,ra,0.0,0.0,0.0,0.0,0.0,0.0,48.619111343899284,48.619111343899284,0.0,56.868049327596246,56.868049327596246,0.0,0
13.0,1.0,165.0,160.0,10841.3914265234,0.0,10841.3914265234,42880.066834124,0.0,42880.066834124,121193.591490271,ra,0.0,0.0,0.0,0.0,0.0,0.0,5.905927471617906,0.0,5.905927471617906,19.1129880565281,0.0,19.1129880565281,0
13.0,2.0,166.0,161.0,21769.3135715549,10924.7717317326,10844.5418398223,61748.019858066196,31757.2041283557,29990.8157297105,121274.128299309,ra,1.0,1.0,0.0,42.5026461981763,13.687479597992231,28.815166600184067,82.35197215464738,56.868049327596246,25.48392282705114,58.86771607275548,52.96178860113757,5.905927471617906,1
13.0,2.0,8.0,162.0,20326.8379673694,10049.6549230906,10277.1830442788,23999.4133765245,23999.4133765245,0.0,132616.969219855,link,0.0,0.0,0.0,0.0,0.0,0.0,78.4457114281887,52.96178860113757,25.48392282705114,85.83753074815826,60.35360792110711,25.48392282705114,0
14.0,2.0,5.0,163.0,94497.8226477467,47019.266876753,47478.5557709937,18726.8504151593,0.0,18726.8504151593,0.0,link,0.0,0.0,0.0,0.0,0.0,0.0,236.6205106231316,128.26332850374496,108.35718211938664,242.38838055100067,128.26332850374496,114.1250520472557,0
14.0,0.0,125.0,164.0,46935.1899031602,46935.1899031602,0.0,43495.7749008434,43495.7749008434,0.0,4629.48262057162,ra,1.0,1.0,0.0,46.22243909030799,46.22243909030799,0.0,128.26332850374496,128.26332850374496,0.0,95.43758808289677,95.43758808289677,0.0,1
14.0,1.0,124.0,165.0,47664.7520038718,0.0,47664.7520038718,44086.4914897388,0.0,44086.4914897388,4633.73189838993,ra,0.0,0.0,0.0,0.0,0.0,0.0,94.7785427405471,0.0,94.7785427405471,108.35718211938664,0.0,108.35718211938664,0
14.0,2.0,6.0,166.0,94641.6911720278,46900.6207445268,47741.070427501,18458.3884100412,18458.3884100412,0.0,6596.60038925666,link,0.0,0.0,0.0,0.0,0.0,0.0,190.21613082344385,95.43758808289677,94.7785427405471,195.90131445373655,101.12277171318945,94.7785427405471,0
15.0,2.0,6.0,167.0,75207.4913410466,44538.3019109056,30669.189430141,37697.0030363307,0.0,37697.0030363307,0.0,link,0.0,0.0,0.0,0.0,0.0,0.0,150.54682614713028,110.41095041641273,40.13587573071754,162.15750308232012,110.41095041641273,51.746552665907394,0
15.0,1.0,135.0,168.0,16721.3274524539,0.0,16721.3274524539,130311.284839992,0.0,130311.284839992,25738.7432238461,ra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.13587573071754,0.0,40.13587573071754,0
15.0,0.0,136.0,169.0,16271.068415411,16271.068415411,0.0,157829.465818351,157829.465818351,0.0,25740.9022185623,ra,4.0,4.0,0.0,159.02242588846485,159.02242588846485,0.0,110.41095041641273,110.41095041641273,0.0,0.0,0.0,0.0,1
15.0,2.0,0.0,170.0,10998.09198493645,5379.56194516866,5618.53003976779,36500.2514099417,36500.2514099417,0.0,48631.178555929,link,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.242077434262045,11.242077434262045,0.0,0
16.0,2.0,6.0,171.0,79740.5667298025,40135.9531021025,39604.6136277,56017.9116263197,0.0,56017.9116263197,0.0,link,0.0,0.0,0.0,0.0,0.0,0.0,188.14604653706428,76.53969727005388,111.6063492670104,205.39956331797077,76.53969727005388,128.85986604791688,0
16.0,1.0,137.0,172.0,29014.9759926702,0.0,29014.9759926702,83893.2413221206,0.0,83893.2413221206,12316.8385533337,ra,0.0,0.0,0.0,0.0,0.0,0.0,85.76723093979724,0.0,85.76723093979724,111.6063492670104,0.0,111.6063492670104,0
16.0,0.0,138.0,173.0,29278.0080852545,29278.0080852545,0.0,91715.7564521452,91715.7564521452,0.0,12575.9466885105,ra,1.0,1.0,0.0,42.67290671651385,42.67290671651385,0.0,76.53969727005388,76.53969727005388,0.0,62.11524354080074,62.11524354080074,0.0,1
16.0,1.0,142.0,174.0,27688.6509021466,0.0,27688.6509021466,63006.5586717228,0.0,63006.5586717228,16134.1141427644,ra,1.0,0.0,1.0,45.49565789517919,0.0,45.49565789517919,111.85686876408582,0.0,111.85686876408582,85.76723093979724,0.0,85.76723093979724,1
16.0,1.0,143.0,175.0,27113.7325928473,0.0,27113.7325928473,72589.6670074587,0.0,72589.6670074587,21914.8582594722,ra,0.0,0.0,0.0,0.0,0.0,0.0,89.49925132578853,0.0,89.49925132578853,111.85686876408582,0.0,111.85686876408582,0
16.0,0.0,145.0,176.0,28145.026567285,28145.026567285,0.0,72859.904959997,72859.904959997,0.0,25449.0803158335,ra,0.0,0.0,0.0,0.0,0.0,0.0,62.11524354080074,62.11524354080074,0.0,84.55609426847982,84.55609426847982,0.0,0
16.0,1.0,148.0,177.0,25731.8558288299,0.0,25731.8558288299,94621.5376393873,0.0,94621.5376393873,32933.7519739179,ra,0.0,0.0,0.0,0.0,0.0,0.0,60.35581773285725,0.0,60.35581773285725,89.49925132578853,0.0,89.49925132578853,0
16.0,0.0,152.0,178.0,26253.796275777,26253.796275777,0.0,70599.7566192532,70599.7566192532,0.0,38451.5895162813,ra,1.0,1.0,0.0,18.33120378158035,18.33120378158035,0.0,84.55609426847982,84.55609426847982,0.0,87.96961552562945,87.96961552562945,0.0,1
16.0,1.0,154.0,179.0,24880.2140787093,0.0,24880.2140787093,24577.3763939493,0.0,24577.3763939493,44683.895016081,ra,0.0,0.0,0.0,0.0,0.0,0.0,52.78598580352086,0.0,52.78598580352086,60.35581773285725,0.0,60.35581773285725,0
16.0,0.0,159.0,180.0,25418.7221777421,25418.7221777421,0.0,56801.6159392716,56801.6159392716,0.0,49497.4689014342,ra,2.0,2.0,0.0,87.96961552562945,87.96961552562945,0.0,87.96961552562945,87.96961552562945,0.0,17.494897709295657,17.494897709295657,0.0,1
16.0,1.0,160.0,181.0,25469.3693020146,0.0,25469.3693020146,59349.9121330718,0.0,59349.9121330718,49565.5184208006,ra,0.0,0.0,0.0,0.0,0.0,0.0,34.50621286653474,0.0,34.50621286653474,52.78598580352086,0.0,52.78598580352086,0
16.0,1.0,171.0,182.0,26935.5497477119,0.0,26935.5497477119,58941.5213126196,0.0,58941.5213126196,67595.9687520987,ra,0.0,0.0,0.0,0.0,0.0,0.0,16.352224302247897,0.0,16.352224302247897,34.50621286653474,0.0,34.50621286653474,0
16.0,0.0,174.0,183.0,27462.4751098044,27462.4751098044,0.0,101142.052749134,101142.052749134,0.0,68666.0746432526,ra,0.0,0.0,0.0,0.0,0.0,0.0,17.494897709295657,17.494897709295657,0.0,48.64664995602894,48.64664995602894,0.0,0
16.0,1.0,178.0,184.0,27163.1527528195,0.0,27163.1527528195,31537.4824078932,0.0,31537.4824078932,81021.8926734055,ra,0.0,0.0,0.0,0.0,0.0,0.0,6.638679720616791,0.0,6.638679720616791,16.352224302247897,0.0,16.352224302247897,0
16.0,0.0,187.0,185.0,29187.9984476255,29187.9984476255,0.0,133078.562065394,133078.562065394,0.0,92123.379066016,ra,0.0,0.0,0.0,0.0,0.0,0.0,48.64664995602894,48.64664995602894,0.0,89.6348470721703,89.6348470721703,0.0,0
16.0,1.0,188.0,186.0,28376.9986665812,0.0,28376.9986665812,21554.1549370675,0.0,21554.1549370675,92203.5095301381,ra,0.0,0.0,0.0,0.0,0.0,0.0,-6.135949021557514e-16,0.0,-6.135949021557514e-16,6.638679720616791,0.0,6.638679720616791,0
16.0,2.0,194.0,187.0,71124.20344709541,35553.8279012094,35570.375545886,175104.794376022,85992.7754667718,89112.0189092502,106046.116569043,ra,4.0,0.0,4.0,199.99999999999997,55.183758364041104,144.81624163595887,207.00458688408008,89.6348470721703,117.36973981190977,60.9368635518949,60.9368635518949,-6.135949021557514e-16,1
16.0,2.0,12.0,188.0,71147.99996754559,35564.9999847632,35582.9999827824,55989.7431175008,55989.7431175008,0.0,113917.810760995,link,0.0,0.0,0.0,0.0,0.0,0.0,178.30660336380467,60.9368635518949,117.36973981190977,195.55144424399492,78.18170443208516,117.36973981190977,0
18.0,2.0,7.0,191.0,26949.9999999978,13587.9999999988,13361.999999999,25247.0177737235,0.0,25247.0177737235,0.0,link,0.0,0.0,0.0,0.0,0.0,0.0,51.88475570553541,22.119751859216034,29.765003846319377,59.66083717984225,22.119751859216034,37.541085320626216,0
18.0,0.0,139.0,192.0,13587.9186189986,13587.9186189986,0.0,33475.6574390956,33475.6574390956,0.0,12318.1380453438,ra,0.0,0.0,0.0,0.0,0.0,0.0,22.119751859216034,22.119751859216034,0.0,32.43025435045749,32.43025435045749,0.0,0
18.0,1.0,140.0,193.0,13361.9322654755,0.0,13361.9322654755,72402.660427751,0.0,72402.660427751,12346.3056788137,ra,0.0,0.0,0.0,0.0,0.0,0.0,7.464984434572066,0.0,7.464984434572066,29.765003846319377,0.0,29.765003846319377,0
18.0,2.0,147.0,194.0,21133.145613699402,10354.0731302489,10779.0724834505,61981.2795290299,35469.2818691713,26511.9976598586,27186.3293839123,ra,2.0,0.0,2.0,100.0,43.354793166162246,56.64520683383775,88.37475033963085,32.43025435045749,55.94449598917336,7.464984434572066,0.0,7.464984434572066,1
18.0,1.0,151.0,195.0,10817.8434695675,0.0,10817.8434695675,12404.6496275872,0.0,12404.6496275872,33051.8075491023,ra,0.0,0.0,0.0,0.0,0.0,0.0,52.123863903876504,0.0,52.123863903876504,55.94449598917336,0.0,55.94449598917336,0
18.0,1.0,155.0,196.0,12387.6872636234,0.0,12387.6872636234,41592.2753993848,0.0,41592.2753993848,43226.7291306564,ra,0.0,0.0,0.0,0.0,0.0,0.0,39.31344308086599,0.0,39.31344308086599,52.123863903876504,0.0,52.123863903876504,0
18.0,0.0,156.0,197.0,11585.3862732974,11585.3862732974,0.0,35084.2185836153,35084.2185836153,0.0,43271.6778334303,ra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.805939323753515,10.805939323753515,0.0,0
18.0,1.0,158.0,198.0,11682.0168018291,0.0,11682.0168018291,14605.2394731254,0.0,14605.2394731254,49245.074030708,ra,0.0,0.0,0.0,0.0,0.0,0.0,34.815029323143364,0.0,34.815029323143364,39.31344308086599,0.0,39.31344308086599,0
18.0,0.0,157.0,199.0,10952.7903248772,10952.7903248772,0.0,20251.5452871353,20251.5452871353,0.0,52243.2225994162,ra,0.0,0.0,0.0,0.0,0.0,0.0,10.805939323753515,10.805939323753515,0.0,17.04341527219119,17.04341527219119,0.0,0
18.0,1.0,161.0,200.0,8533.4929596628,0.0,8533.4929596628,24236.9624499093,0.0,24236.9624499093,69644.2700043588,ra,0.0,0.0,0.0,0.0,0.0,0.0,27.350044888571293,0.0,27.350044888571293,34.815029323143364,0.0,34.815029323143364,0
