Time of calculation: 20211215-101919; value of objective: 81019.22888663542;  acc=3000;  ec=0.25;  e_tax=0.15;  cfix=7000;  cvar=17750;  eta=0.011;  mu=0.6;  i=
segment_id,dir,type_ID,POI_ID,traffic_flow,traffic_flow_0,traffic_flow_1,energy_demand,energy_demand_0,energy_demand_1,dist_along_segment,pois_type,pYi_dir,pYi_dir_0,pYi_dir_1,pE_charged,pE_charged_0,pE_charged_1,pE_input,pE_input_0,pE_input_1,pE_output,pE_output_0,pE_output_1,pXi
0.0,2.0,0.0,0.0,26540.636112053,13243.0239038645,13297.6122081885,88.4784246287636,0.0,88.4784246287636,0.0,link,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5839576025498397,0.0,0.5839576025498397,0
0.0,2.0,1.0,1.0,26594.7769799282,13269.4415749127,13325.3354050155,16.20007953841552,0.63549550854442,15.5645840298711,239.715824101164,ra,1.0,0.0,1.0,1.0503509745118544,0.004194270356393172,1.0461567041554614,0.943430449558312,0.0,0.943430449558312,0.0,0.0,0.0,1
0.0,2.0,0.0,2.0,45891.0713847726,24132.5354848012,21758.5358999714,209.06156783801498,107.437268428979,101.624299409036,24427.462160298,ra,0.0,0.0,0.0,0.0,0.0,0.0,0.27271007345867404,0.0,0.27271007345867404,1.6525164211895733,0.7090859716312613,0.943430449558312,0
0.0,1.0,2.0,3.0,5594.60627343411,0.0,5594.60627343411,41.3197080997991,0.0,41.3197080997991,68504.6013106114,ra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27271007345867404,0.0,0.27271007345867404,0
0.0,0.0,3.0,4.0,4553.08388931748,4553.08388931748,0.0,143.748966502766,143.748966502766,0.0,79329.1374904099,ra,0.0,0.0,0.0,0.0,0.0,0.0,0.7090859716312613,0.7090859716312613,0.0,1.6578291505495169,1.6578291505495169,0.0,0
0.0,2.0,4.0,5.0,7895.539602766939,4645.32330643337,3250.21629633357,46.859500991839695,20.7732358162279,26.0862651756118,104473.71241617,ra,1.0,1.0,0.0,3.631620692672124,1.7949325069366209,1.8366881857355033,3.3223479861259824,1.6578291505495169,1.6645188355764655,0.0,0.0,0.0,1
0.0,2.0,5.0,6.0,19815.36822147166,9562.72950758806,10252.6387138836,159.1805253023434,41.5391007178494,117.641424584494,133409.21035476,ra,0.0,0.0,0.0,0.0,0.0,0.0,0.8880854333188053,0.0,0.8880854333188053,1.9386769003142716,0.274158064737806,1.6645188355764655,0
0.0,2.0,6.0,7.0,38420.413170467305,19234.6634945469,19185.7496759204,205.83463281829108,99.1420241730311,106.69260864526,173065.413799776,ra,1.0,0.0,1.0,2.0564582798378925,0.9284954242798112,1.1279628555580814,1.5860351365559766,0.274158064737806,1.3118770718181707,0.8880854333188053,0.0,0.8880854333188053,1
0.0,1.0,7.0,8.0,21229.4573799075,0.0,21229.4573799075,0.638143813778497,0.0,0.638143813778497,176940.22069629,ra,0.0,0.0,0.0,0.0,0.0,0.0,1.3076653226472323,0.0,1.3076653226472323,1.3118770718181707,0.0,1.3118770718181707,0
0.0,2.0,0.0,9.0,50605.7308716768,25638.9023938735,24966.8284778033,104.203571034847,104.203571034847,0.0,194059.964946131,link,0.0,0.0,0.0,0.0,0.0,0.0,1.3076653226472323,0.0,1.3076653226472323,1.9954088914772226,0.6877435688299901,1.3076653226472323,0
1.0,2.0,0.0,10.0,41635.2696746832,21021.6267553003,20613.6429193829,0.795523730019109,0.0,0.795523730019109,0.0,link,0.0,0.0,0.0,0.0,0.0,0.0,1.6576806491526828,1.198809459006322,0.4588711901463608,1.6629311057708087,1.1988094590063219,0.4641216467644869,0
1.0,2.0,8.0,11.0,39859.9435983602,20128.7100274165,19731.2335709437,45.5265688673572,34.314546284811,11.2120225825462,8218.21591932416,ra,0.0,0.0,0.0,0.0,0.0,0.0,1.5836813001078778,1.1988094590063219,0.38487184110155587,1.8841566546324353,1.4252854644860744,0.4588711901463608,0
1.0,0.0,9.0,12.0,15021.9786197919,15021.9786197919,0.0,28.5368531280977,28.5368531280977,0.0,16747.0640478161,ra,0.0,0.0,0.0,0.0,0.0,0.0,1.4252854644860744,1.4252854644860744,0.0,1.613628695131519,1.613628695131519,0.0,0
1.0,2.0,10.0,13.0,29629.2702066633,14994.1517039878,14635.1185026755,3.8265783059592877,0.494222241173728,3.33235606478556,16911.7407621753,ra,0.0,0.0,0.0,0.0,0.0,0.0,1.9765069862054903,1.613628695131519,0.3628782910739712,2.0017624030248213,1.6168905619232656,0.38487184110155587,0
1.0,2.0,14.0,14.0,23126.816645439998,11846.3351177034,11280.4815277366,54.3117793733013,27.7351908582745,26.5765885150268,27721.2649615329,ra,0.0,0.0,0.0,0.0,0.0,0.0,1.80436336879806,1.6168905619232656,0.1874728068747943,2.162821112661849,1.7999428215878777,0.3628782910739712,0
1.0,1.0,13.0,15.0,11337.2619320883,0.0,11337.2619320883,28.4049707386052,0.0,28.4049707386052,29194.6309655969,ra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1874728068747943,0.0,0.1874728068747943,0
1.0,0.0,12.0,16.0,11885.5265358471,11885.5265358471,0.0,4.17009621995463,4.17009621995463,0.0,29478.4736802298,ra,0.0,0.0,0.0,0.0,0.0,0.0,1.7999428215878777,1.7999428215878777,0.0,1.827465456639578,1.827465456639578,0.0,0
