,scenario,dist_range,nb_cs,nb_poles,costs,non_covered_energy,perc_not_charged,datetime_of_calculation
0,TC,1100.0,38.0,549.0,71243000.0,7916.907154999999,0.05442529707988116,2022-02-15 12:30:29.149165
1,TC,1200.0,38.0,549.0,71243000.0,7916.907154999999,0.05442529707988116,2022-02-15 12:55:14.178411
2,TC,1300.0,38.0,549.0,71243000.0,7916.907154999999,0.05442529707988116,2022-02-15 13:22:02.138580
3,TC,1400.0,38.0,549.0,71243000.0,7916.907154999999,0.05442529707988116,2022-02-15 13:57:23.941626
