,epsilon,nb_cs,nb_poles,costs,non_covered_energy,perc_not_charged,datetime_of_calculation
0,100.0,68.0,2051.0,263197000.0,20767.246643999995,0.05667181798377666,2022-02-09 05:35:45.480225
