,epsilon,nb_cs,nb_poles,costs,non_covered_energy,perc_not_charged,datetime_of_calculation
0,10.0,38.0,161.0,21967000.0,1558.127129,0.054425321574836906,2022-01-27 09:11:36.613363
1,20.0,38.0,315.0,41525000.0,3116.2539589999997,0.0544253258581804,2022-01-27 09:33:24.340520
2,30.0,39.0,471.0,61377000.0,4674.377448,0.054425282048706766,2022-01-27 09:59:41.105821
3,40.0,40.0,626.0,81102000.0,6232.504637,0.054425297206873995,2022-01-27 10:26:54.172862
4,50.0,42.0,783.0,101121000.0,7790.632566999997,0.05442530691581826,2022-01-27 11:09:18.032574
5,60.0,46.0,938.0,120966000.0,9348.760875999998,0.05442531876331425,2022-01-27 11:36:06.912771
6,70.0,50.0,1095.0,141065000.0,10906.885884999998,0.05442530858617051,2022-01-27 12:02:42.623398
