,dist_range,nb_cs,nb_poles,costs,non_covered_energy,perc_not_charged,datetime_of_calculation
0,1000.0,38.0,996.0,68252000.0,4674.377448,0.054425282048706766,2022-01-25 14:12:19.474855
1,1100.0,38.0,996.0,68252000.0,4674.377448,0.054425282048706766,2022-01-25 14:34:39.216456
2,1200.0,38.0,996.0,68252000.0,4674.377448,0.054425282048706766,2022-01-25 14:59:49.890349
3,1300.0,38.0,996.0,68252000.0,4674.377448,0.054425282048706766,2022-01-25 15:26:10.769591
4,1400.0,38.0,996.0,68252000.0,4674.377448,0.054425282048706766,2022-01-25 15:52:46.479216
