,scenario,dist_range,nb_cs,nb_poles,costs,non_covered_energy,perc_not_charged,datetime_of_calculation
0,TC,200.0,55.0,343.0,45761000.0,6372.510987999998,0.05442529902518713,2022-01-26 20:02:38.847906
1,TC,300.0,44.0,343.0,45321000.0,6372.510987999998,0.05442529902518713,2022-01-26 20:12:06.328896
2,TC,400.0,43.0,342.0,45154000.0,6372.510987999998,0.05442529902518713,2022-01-26 20:25:36.766074
3,TC,500.0,43.0,342.0,45154000.0,6372.510987999998,0.05442529902518713,2022-01-26 20:39:33.613414
4,TC,600.0,40.0,343.0,45161000.0,6372.510987999998,0.05442529902518713,2022-01-26 20:56:03.699788
5,TC,700.0,39.0,343.0,45121000.0,6372.510987999998,0.05442529902518713,2022-01-26 21:14:40.667591
6,TC,800.0,39.0,343.0,45121000.0,6372.510987999998,0.05442529902518713,2022-01-26 21:36:22.926283
7,TC,900.0,40.0,343.0,45161000.0,6372.510987999998,0.05442529902518713,2022-01-26 21:59:21.145244
