,epsilon,nb_cs,nb_poles,costs,non_covered_energy,perc_not_charged,datetime_of_calculation
0,90.0,52.0,1407.0,180769000.0,14023.137654000004,0.05442530350230864,2022-01-30 20:16:14.059091
