,scenario,dist_range,nb_cs,nb_poles,costs,non_covered_energy,perc_not_charged,datetime_of_calculation
0,TC,200.0,54.0,561.0,73407000.0,8156.813211999998,0.05442529599428321,2022-02-08 20:20:51.660674
1,TC,300.0,44.0,560.0,72880000.0,8156.813211999998,0.05442529599428321,2022-02-08 20:29:00.378375
2,TC,400.0,42.0,561.0,72927000.0,8156.813211999998,0.05442529599428321,2022-02-08 20:39:41.705698
3,TC,500.0,42.0,560.0,72800000.0,8156.813211999998,0.05442529599428321,2022-02-08 20:53:32.177237
4,TC,600.0,38.0,561.0,72767000.0,8156.813211999998,0.05442529599428321,2022-02-08 21:11:37.301593
