,scenario,dist_range,nb_cs,nb_poles,costs,non_covered_energy,perc_not_charged,datetime_of_calculation
0,TC,1200.0,39.0,438.0,57186000.0,6372.510987999998,0.05442529902518713,2022-02-01 17:25:56.192968
1,TC,1300.0,39.0,438.0,57186000.0,6372.510987999998,0.05442529902518713,2022-02-01 17:52:57.214256
