,epsilon,nb_cs,nb_poles,costs,non_covered_energy,perc_not_charged,datetime_of_calculation
0,60.0,41.0,1455.0,99125000.0,9328.707885758598,0.054308577608248726,2022-01-24 12:38:21.497715
1,70.0,41.0,1699.0,115473000.0,10883.492533385033,0.05430857760824875,2022-01-24 12:55:03.003429
2,80.0,43.0,1939.0,131633000.0,12438.277181011465,0.05430857760824872,2022-01-24 13:10:45.705288
3,90.0,45.0,2183.0,148061000.0,13993.0618286379,0.0543085776082487,2022-01-24 13:31:53.953952
4,100.0,48.0,2424.0,164328000.0,15547.846476264334,0.05430857760824874,2022-01-24 13:52:15.045004
