,scenario,dist_range,nb_cs,nb_poles,costs,non_covered_energy,perc_not_charged,datetime_of_calculation
0,TC,200.0,55.0,343.0,457610000000.0,6372.510987999998,0.05442529902518713,2022-01-28 19:46:26.864468
1,TC,300.0,44.0,343.0,453210000000.0,6372.510987999998,0.05442529902518713,2022-01-28 19:56:47.807064
2,TC,400.0,43.0,342.0,451540000000.0,6372.510987999998,0.05442529902518713,2022-01-28 20:11:33.318741
3,TC,500.0,43.0,342.0,451540000000.0,6372.510987999998,0.05442529902518713,2022-01-28 20:29:39.395725
4,TC,600.0,40.0,343.0,451610000000.0,6372.510987999998,0.05442529902518713,2022-01-28 20:47:46.219192
5,TC,700.0,39.0,343.0,451210000000.0,6372.510987999998,0.05442529902518713,2022-01-28 21:07:43.513385
6,TC,800.0,39.0,343.0,451210000000.0,6372.510987999998,0.05442529902518713,2022-01-28 21:32:04.613506
7,TC,900.0,39.0,343.0,451210000000.0,6372.510987999998,0.05442529902518713,2022-01-28 21:57:05.838715
8,TC,1000.0,39.0,343.0,451210000000.0,6372.510987999998,0.05442529902518713,2022-01-28 22:20:02.819671
