,scenario,dist_range,nb_cs,nb_poles,costs,non_covered_energy,perc_not_charged,datetime_of_calculation
0,TC,200.0,55.0,343.0,45761000.0,6372.510987999998,0.05442529902518713,2022-01-30 19:20:48.918916
1,TC,300.0,44.0,343.0,45321000.0,6372.510987999998,0.05442529902518713,2022-01-30 19:31:05.329769
2,TC,400.0,43.0,342.0,45154000.0,6372.510987999998,0.05442529902518713,2022-01-30 19:43:21.426710
3,TC,500.0,43.0,342.0,45154000.0,6372.510987999998,0.05442529902518713,2022-01-30 19:58:32.239575
4,TC,600.0,40.0,343.0,45161000.0,6372.510987999998,0.05442529902518713,2022-01-30 20:18:19.820963
5,TC,700.0,39.0,343.0,45121000.0,6372.510987999998,0.05442529902518713,2022-01-30 20:37:28.149557
6,TC,800.0,39.0,343.0,45121000.0,6372.510987999998,0.05442529902518713,2022-01-30 21:00:24.801061
7,TC,900.0,39.0,343.0,45121000.0,6372.510987999998,0.05442529902518713,2022-01-30 21:26:51.021564
8,TC,1000.0,39.0,343.0,45121000.0,6372.510987999998,0.05442529902518713,2022-01-30 22:03:13.985518
