,epsilon,nb_cs,nb_poles,costs,non_covered_energy,perc_not_charged,datetime_of_calculation
0,80.0,50.0,1250.0,160750000.0,12465.011925,0.05442530949469508,2022-01-31 15:43:11.094220
1,90.0,53.0,1407.0,180809000.0,14023.137654000004,0.05442530350230864,2022-01-31 16:02:57.553317
