,epsilon,nb_cs,nb_poles,costs,non_covered_energy,perc_not_charged,datetime_of_calculation
0,90.0,94.0,1418.0,16650902286681.623,14208.145636674244,0.05514333935532783,2022-01-27 15:29:55.906210
